i	f_sup	f_swg	f_swg_id	traj_params	h_max
6578	[-0.26564662336887934, -0.012880718890450449, 0.20000000298023224, 2.941592653589793]	[-0.27478328534058843, 0.24405608541756363, 0.20000000298023224, 2.941592653589793]	Right	[-175.49832849394525, 12.97992277920741]	0.24
6579	[-0.20109840582035765, 0.21290261803287153, 0.20000000298023224, 2.5415926535897926]	[-0.26266024887277983, -0.08678078070651296, 0.20000000298023224, 2.7415926535897928]	Left	[-64.34504701959798, 7.859468502310704]	0.24
6580	[-0.1936571861398709, 0.05228243273787084, 0.20000000298023224, 2.941592653589793]	[-0.2333910522988832, -0.1437308828303775, 0.20000000298023224, 2.941592653589793]	Left	[-74.64191616637319, 8.46500085763246]	0.24
6581	[-0.25325798537838934, -0.24173754061450162, 0.20000000298023224, 2.7415926535897928]	[-0.1936571861398709, 0.05228243273787084, 0.20000000298023224, 2.941592653589793]	Right	[-96.00000000000006, 9.600000000000003]	0.24
6582	[-0.09339105229888317, 0.1562691171696225, 0.20000000298023224, 3.141592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-56.80473372781064, 7.384615384615384]	0.24
6583	[-0.25339105229888315, 0.05626911716962252, 0.20000000298023224, 2.941592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-234.1463414634148, 14.992681141306187]	0.24
6584	[-0.25339105229888315, 0.1562691171696225, 0.20000000298023224, 3.141592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-234.1463414634148, 14.992681141306187]	0.24
6585	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 3.141592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-56.80473372781064, 7.384615384615384]	0.24
6586	[-0.1533910522988832, -0.19373088283037748, 0.20000000298023224, 2.941592653589793]	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 3.141592653589793]	Right	[-384.00000000000017, 19.200000000000003]	0.24
6587	[-0.03498625838989025, 0.0883689306742913, 0.20000000298023224, 3.141592653589793]	[-0.1533910522988832, -0.19373088283037748, 0.20000000298023224, 2.941592653589793]	Left	[-216.1423199519565, 14.40474321721419]	0.24
6588	[-0.21166384392399507, 0.022149365817377004, 0.20000000298023224, 2.941592653589793]	[-0.1533910522988832, -0.19373088283037748, 0.20000000298023224, 2.941592653589793]	Left	[-63.355419131085995, 7.7987949303621615]	0.24
6589	[-0.20252718195228595, -0.23478743849063707, 0.20000000298023224, 2.941592653589793]	[-0.21166384392399507, 0.022149365817377004, 0.20000000298023224, 2.941592653589793]	Right	[-234.1463414634147, 14.992681141306186]	0.24
6590	[-0.2607999735773978, -0.018907189842882588, 0.20000000298023224, 3.141592653589793]	[-0.20252718195228595, -0.23478743849063707, 0.20000000298023224, 2.941592653589793]	Left	[-234.1463414634147, 14.992681141306186]	0.24
6591	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 2.941592653589793]	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 3.141592653589793]	Right	[0]	0
6592	[-0.15339105229888317, 0.1562691171696225, 0.20000000298023224, 3.3415926535897933]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-157.37704918032787, 12.291540473558014]	0.24
6593	[-0.15339105229888317, 0.1562691171696225, 0.20000000298023224, 3.141592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-157.37704918032787, 12.291540473558014]	0.24
6594	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 3.3415926535897933]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-56.80473372781064, 7.384615384615384]	0.24
6595	[-0.15339105229888317, 0.05626911716962252, 0.20000000298023224, 3.3415926535897933]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-157.37704918032787, 12.291540473558014]	0.24
6596	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 2.941592653589793]	[-0.1533910522988832, -0.1437308828303775, 0.20000000298023224, 3.141592653589793]	Left	[-56.80473372781064, 7.384615384615384]	0.24
6597	[-0.07432092378742099, -0.1516643582463295, 0.20000000298023224, 3.141592653589793]	[-0.09339105229888317, 0.05626911716962252, 0.20000000298023224, 2.941592653589793]	Right	[-152.0183944222106, 12.080465994543513]	0.24
6598	[-0.09578306295793416, 0.08242879747421514, 0.20000000298023224, 2.941592653589793]	[-0.20425439032717405, -0.15066768713839157, 0.20000000298023224, 2.941592653589793]	Left	[-29.216034712751195, 5.295978976944787]	0.24
6599	[-0.08664640098622504, -0.17450800683379894, 0.20000000298023224, 2.941592653589793]	[-0.09578306295793416, 0.08242879747421514, 0.20000000298023224, 2.941592653589793]	Right	[-66.66666666666664, 7.999999999999999]	0.24
6600	[-0.264254390327174, 0.1993323128616084, 0.20000000298023224, 3.141592653589793]	[-0.20425439032717407, -0.05066768713839159, 0.20000000298023224, 3.141592653589793]	Left	[-364.2989448460554, 18.70098893246593]	0.24
6601	[-0.20425439032717405, -0.0006676871383916039, 0.20000000298023224, 3.3415926535897933]	[-0.264254390327174, 0.1993323128616084, 0.20000000298023224, 3.141592653589793]	Right	[-384.00000000000017, 19.200000000000003]	0.24
6602	[-0.14425439032717405, 0.14933231286160842, 0.20000000298023224, 3.3415926535897933]	[-0.20425439032717407, -0.05066768713839159, 0.20000000298023224, 3.141592653589793]	Left	[-119.67571302402361, 10.718613926392846]	0.24
6603	[-0.14425439032717405, 0.2493323128616084, 0.20000000298023224, 3.3415926535897933]	[-0.20425439032717407, -0.05066768713839159, 0.20000000298023224, 3.141592653589793]	Left	[-144.70216322876126, 11.786181599636535]	0.24
6604	[-0.14425439032717405, 0.1993323128616084, 0.20000000298023224, 3.3415926535897933]	[-0.20425439032717407, -0.05066768713839159, 0.20000000298023224, 3.141592653589793]	Left	[-198.8402113357035, 13.816171788244215]	0.24
6605	[-0.1152515937534184, 0.23739220629012905, 0.20000000298023224, 2.7415926535897928]	[-0.027709605554409933, -0.03543814448148999, 0.20000000298023224, 2.941592653589793]	Left	[-6.886657101865132, 2.571223603226784]	0.24
6606	[-0.1931352622151486, 0.05318000748955207, 0.20000000298023224, 2.7415926535897928]	[-0.1152515937534184, 0.23739220629012905, 0.20000000298023224, 2.7415926535897928]	Right	[-27.258149784276867, 5.115449520120963]	0.24
6607	[-0.2073576931537069, 0.27633404052099414, 0.20000000298023224, 2.7415926535897928]	[-0.1931352622151486, 0.05318000748955207, 0.20000000298023224, 2.7415926535897928]	Left	[-95.99999999999997, 9.6]	0.24
6608	[-0.28524136161543706, 0.09212184172041715, 0.20000000298023224, 2.941592653589793]	[-0.2073576931537069, 0.27633404052099414, 0.20000000298023224, 2.7415926535897928]	Right	[-96.00000000000004, 9.600000000000001]	0.24
6609	[-0.229977701975264, 0.06875674118189809, 0.20000000298023224, 2.941592653589793]	[-0.2073576931537069, 0.27633404052099414, 0.20000000298023224, 2.7415926535897928]	Right	[-600.0000000000002, 24.000000000000004]	0.24
6610	[0.20164683098334743, 0.1842993752425575, 0.20000000298023224, 2.7415926535897928]	[0.1042922454061847, -0.04596587325816373, 0.20000000298023224, 2.7415926535897928]	Left	[-172.7691743285274, 12.878602694212844]	0.24
6611	[-0.00728477110953632, -0.05307708872744288, 0.20000000298023224, 2.941592653589793]	[0.20164683098334743, 0.1842993752425575, 0.20000000298023224, 2.7415926535897928]	Right	[-76.80000000000003, 8.586501033599193]	0.24
6612	[0.16585408845860689, 0.25371752548122073, 0.20000000298023224, 2.5415926535897926]	[0.1042922454061847, -0.04596587325816373, 0.20000000298023224, 2.7415926535897928]	Left	[-97.19984296466427, 9.659805859647372]	0.24
6613	[-0.13690159764962623, 0.2185181713801434, 0.20000000298023224, 2.7415926535897928]	[0.16585408845860689, 0.25371752548122073, 0.20000000298023224, 2.5415926535897926]	Right	[-7.492608085760979, 2.681958941208933]	0.24
6614	[-0.02960796771136809, 0.14511464983878875, 0.20000000298023224, 2.5415926535897926]	[0.16585408845860689, 0.25371752548122073, 0.20000000298023224, 2.5415926535897926]	Right	[-17.633757855042685, 4.114414604878922]	0.24
6615	[-0.07827454079183503, 0.48131632244706646, 0.20000000298023224, 2.7415926535897928]	[-0.02960796771136809, 0.14511464983878875, 0.20000000298023224, 2.5415926535897926]	Left	[-8.617594254937162, 2.8762632850175027]	0.24
6616	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	[0.1042922454061847, -0.04596587325816373, 0.20000000298023224, 2.7415926535897928]	Left	[-26.733361073077443, 5.065967492015157]	0.24
6617	[-0.01894218963123477, -0.0013945089653530085, 0.20000000298023224, 2.3415926535897924]	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	Right	[-55.90062385039064, 7.325612527043388]	0.24
6618	[-0.08975033975064431, 0.10762936858753519, 0.20000000298023224, 2.5415926535897926]	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	Right	[-15.674998967722145, 3.8791750423270743]	0.24
6619	[-0.06413670748924025, 0.39301321859025967, 0.20000000298023224, 2.5415926535897926]	[-0.08975033975064431, 0.10762936858753519, 0.20000000298023224, 2.5415926535897926]	Left	[-22.588235294117652, 4.656684000697593]	0.24
6620	[-0.21702273720955748, 0.13411968464945562, 0.20000000298023224, 2.3415926535897924]	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	Right	[-7.075778018585038, 2.606289872182608]	0.24
6621	[-0.07355151902965279, 0.2734610265188886, 0.20000000298023224, 2.3415926535897924]	[-0.21702273720955748, 0.13411968464945562, 0.20000000298023224, 2.3415926535897924]	Left	[-42.49827829107562, 6.38735838664409]	0.24
6622	[0.03998649262112938, 0.30009033199963364, 0.20000000298023224, 2.5415926535897926]	[-0.21702273720955748, 0.13411968464945562, 0.20000000298023224, 2.3415926535897924]	Left	[-198.98981822056265, 13.821368437739448]	0.24
6623	[-0.14322218996436928, 0.34519663560884095, 0.20000000298023224, 2.1415926535897922]	[-0.21702273720955748, 0.13411968464945562, 0.20000000298023224, 2.3415926535897924]	Left	[-16.569413226066793, 3.988312512457383]	0.24
6624	[-0.04023020285606364, 0.07375082018383303, 0.20000000298023224, 2.3415926535897924]	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	Right	[-27.25814978427688, 5.115449520120965]	0.24
6625	[-0.15577718894341855, 0.15280076645913807, 0.20000000298023224, 2.3415926535897924]	[0.07269829182294354, 0.23881794316576863, 0.20000000298023224, 2.5415926535897926]	Right	[-8.959880364905635, 2.932828864817961]	0.24
6626	[-0.13668070936838564, 0.4919693447028196, 0.20000000298023224, 2.1415926535897922]	[-0.15577718894341855, 0.15280076645913807, 0.20000000298023224, 2.3415926535897924]	Left	[-8.895049679359651, 2.9221991191883667]	0.24
6627	[-0.038109300982164654, 0.4622426319892208, 0.20000000298023224, 2.5415926535897926]	[-0.15577718894341855, 0.15280076645913807, 0.20000000298023224, 2.3415926535897924]	Left	[-15.43484933877309, 3.84934479687416]	0.24
6628	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.7415926535897928]	[0.1042922454061847, -0.04596587325816373, 0.20000000298023224, 2.7415926535897928]	Left	[-1456.4142648665686, 37.39194691737655]	0.24
6629	[0.05007828300138642, 0.031240643826672604, 0.20000000298023224, 2.7415926535897928]	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.7415926535897928]	Right	[-107.86516853932578, 10.175979648061052]	0.24
6630	[0.0747976862936932, 0.34650077625840314, 0.20000000298023224, 2.7415926535897928]	[0.05007828300138642, 0.031240643826672604, 0.20000000298023224, 2.7415926535897928]	Left	[-15.973377703826957, 3.9159216789504203]	0.24
6631	[0.030607365885953863, -0.014812405873471629, 0.20000000298023224, 2.5415926535897926]	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.7415926535897928]	Right	[-149.99999999999977, 11.999999999999991]	0.24
6632	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.5415926535897926]	[0.1042922454061847, -0.04596587325816373, 0.20000000298023224, 2.7415926535897928]	Left	[-1456.4142648665686, 37.39194691737655]	0.24
6633	[-0.013339621293547987, 0.10228906588786968, 0.20000000298023224, 2.5415926535897926]	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.5415926535897926]	Right	[-26.803077172184768, 5.072568785664457]	0.24
6634	[0.20557325761954345, 0.3160112019570709, 0.20000000298023224, 2.5415926535897926]	[-0.013339621293547987, 0.10228906588786968, 0.20000000298023224, 2.5415926535897926]	Left	[-56.80473372781064, 7.384615384615384]	0.24
6635	[0.11393277616536514, 0.07579874982594925, 0.20000000298023224, 2.3415926535897924]	[0.20557325761954345, 0.3160112019570709, 0.20000000298023224, 2.5415926535897926]	Right	[-56.804733727810664, 7.384615384615386]	0.24
6636	[0.2236011279555295, 0.3217110362526928, 0.20000000298023224, 2.3415926535897924]	[0.11393277616536514, 0.07579874982594925, 0.20000000298023224, 2.3415926535897924]	Left	[-2685.3731261798307, 50.773597480704844]	0.24
6637	[0.010459238840908325, 0.2541053034732122, 0.20000000298023224, 2.3415926535897924]	[0.2236011279555295, 0.3217110362526928, 0.20000000298023224, 2.3415926535897924]	Right	[-22.588235294117638, 4.6566840006975925]	0.24
6638	[0.08012990977562481, 0.18236969438325984, 0.20000000298023224, 2.5415926535897926]	[0.2236011279555295, 0.3217110362526928, 0.20000000298023224, 2.3415926535897924]	Right	[-76.79999999999995, 8.58650103359919]	0.24
6639	[-0.04897153729828281, 0.36899183408091174, 0.20000000298023224, 2.7415926535897928]	[-0.013339621293547987, 0.10228906588786968, 0.20000000298023224, 2.5415926535897926]	Left	[-7.2672218016654035, 2.641312728474004]	0.24
6640	[-0.05460640203903189, 0.1305211895576215, 0.20000000298023224, 2.7415926535897928]	[0.27638140773895303, 0.2069873244041827, 0.20000000298023224, 2.5415926535897926]	Right	[-17.022343962729423, 4.042455961939504]	0.24
6641	[-0.0688288329775902, 0.3536752225890636, 0.20000000298023224, 2.941592653589793]	[-0.05460640203903189, 0.1305211895576215, 0.20000000298023224, 2.7415926535897928]	Left	[-6.823636376756002, 2.5594317575754513]	0.24
6642	[-0.03198639321747479, 0.33809848889671756, 0.20000000298023224, 2.7415926535897928]	[-0.05460640203903189, 0.1305211895576215, 0.20000000298023224, 2.7415926535897928]	Left	[-8.54998961588582, 2.864958992943946]	0.24
6643	[0.0069554410133902955, 0.430204588297006, 0.20000000298023224, 2.5415926535897926]	[-0.05460640203903189, 0.1305211895576215, 0.20000000298023224, 2.7415926535897928]	Left	[-7.842093023463072, 2.7437946903011072]	0.24
6644	[-0.10597305366561689, 0.2651374653150704, 0.20000000298023224, 2.5415926535897926]	[0.0069554410133902955, 0.430204588297006, 0.20000000298023224, 2.5415926535897926]	Right	[-46.24260840018174, 6.6628000168228425]	0.24
6645	[-0.01911387313807393, 0.5692023971274773, 0.20000000298023224, 2.5415926535897926]	[-0.10597305366561689, 0.2651374653150704, 0.20000000298023224, 2.5415926535897926]	Left	[-48.000000000000014, 6.788225099390857]	0.24
6646	[-0.18850661515658468, 0.321601712654574, 0.20000000298023224, 2.7415926535897928]	[-0.01911387313807393, 0.5692023971274773, 0.20000000298023224, 2.5415926535897926]	Right	[-95.99999999999997, 9.6]	0.24
6647	[-0.20272904609514297, 0.544755745686016, 0.20000000298023224, 2.941592653589793]	[-0.18850661515658468, 0.321601712654574, 0.20000000298023224, 2.7415926535897928]	Left	[-27.97841074527812, 5.182593396695037]	0.24
6648	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	[-0.01911387313807393, 0.5692023971274773, 0.20000000298023224, 2.5415926535897926]	Right	[-26.96629213483146, 5.087989824030528]	0.24
6649	[-0.07189415292149745, 0.6839261089759875, 0.20000000298023224, 2.1415926535897922]	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	Left	[-60.19832339781786, 7.601999109570135]	0.24
6650	[-0.24984376077138337, 0.49836227342047895, 0.20000000298023224, 2.1415926535897922]	[-0.07189415292149745, 0.6839261089759875, 0.20000000298023224, 2.1415926535897922]	Right	[-115.60324095963524, 10.534662373386716]	0.24
6651	[0.07544672511902506, 0.603984469899422, 0.20000000298023224, 2.5415926535897926]	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	Left	[-94.567311574607, 9.5280963005011]	0.24
6652	[-0.1077619574664736, 0.6490907735086292, 0.20000000298023224, 2.1415926535897922]	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	Left	[-67.41272168500474, 8.044638762405963]	0.24
6653	[0.03364432255819519, 0.6470258353533933, 0.20000000298023224, 2.5415926535897926]	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	Left	[-108.5983323485596, 10.210504348689991]	0.24
6654	[-0.09176288512429448, 0.7761499317153076, 0.20000000298023224, 2.1415926535897922]	[-0.1815625047116618, 0.4380138225492439, 0.20000000298023224, 2.3415926535897924]	Left	[-19.95627869761276, 4.376988410963439]	0.24
6655	[-0.26971249297418043, 0.5905860961597991, 0.20000000298023224, 2.3415926535897924]	[-0.09176288512429448, 0.7761499317153076, 0.20000000298023224, 2.1415926535897922]	Right	[-30.919149892845986, 5.4481541733996615]	0.24
6656	[-0.05450566570432344, 0.7995981089639486, 0.20000000298023224, 2.5415926535897926]	[-0.26971249297418043, 0.5905860961597991, 0.20000000298023224, 2.3415926535897924]	Left	[-495.3771468662451, 21.80738546895513]	0.24
