i	f_sup	f_swg	f_swg_id	traj_params	h_max
0	[3.3, -0.1, 0.000205, 3.141592653589793]	[3.3, 0.1, 0.000205, 3.141592653589793]	Right	None	None
1	[3.2399999999999998, 0.1, 0.0020500000937317964, 2.941592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-265.64166661459296, 15.969249998437789]	0.24
2	[3.259070128511462, -0.10793347541595202, 0.0020500000937317964, 2.941592653589793]	[3.2399999999999998, 0.1, 0.0020500000937317964, 2.941592653589793]	Right	[-550.1743608633986, 22.981935183910338]	0.24
3	[3.3186709277499804, 0.18608649793642043, 0.0020500000937317964, 2.941592653589793]	[3.259070128511462, -0.10793347541595202, 0.0020500000937317964, 2.941592653589793]	Left	[-70.58823529411768, 8.231932086840427]	0.24
4	[3.0535217486874826, 0.035767128451036245, 0.0020500000937317964, 3.141592653589793]	[3.3186709277499804, 0.18608649793642043, 0.0020500000937317964, 2.941592653589793]	Right	[-15.262321144674102, 3.8277706695787224]	0.24
5	[2.9935217486874826, 0.23576712845103626, 0.0020500000937317964, 3.3415926535897933]	[3.0535217486874826, 0.035767128451036245, 0.0020500000937317964, 3.141592653589793]	Left	[-8.873265886293328, 2.918618723102008]	0.24
6	[3.0925916110397917, -0.023169666980778908, 0.0020500000937317964, 2.941592653589793]	[3.3186709277499804, 0.18608649793642043, 0.0020500000937317964, 2.941592653589793]	Right	[-27.507163323782322, 5.138762184693025]	0.24
7	[2.9757804262668865, 0.3066107859147046, 0.0020500000937317964, 2.7415926535897928]	[3.0925916110397917, -0.023169666980778908, 0.0020500000937317964, 2.941592653589793]	Left	[-7.267221801665406, 2.6413127284740043]	0.24
8	[2.7689482186447525, 0.17691715503733874, 0.0020500000937317964, 2.7415926535897928]	[2.9757804262668865, 0.3066107859147046, 0.0020500000937317964, 2.7415926535897928]	Right	[-6.630760097546846, 2.5230001374643187]	0.24
9	[2.8589549235742915, 0.030292487713839134, 0.0020500000937317964, 2.941592653589793]	[2.9757804262668865, 0.3066107859147046, 0.0020500000937317964, 2.7415926535897928]	Right	[-16.711839780880293, 4.005417105576532]	0.24
10	[2.91855572281281, 0.3243124610662116, 0.0020500000937317964, 2.941592653589793]	[2.8589549235742915, 0.030292487713839134, 0.0020500000937317964, 2.941592653589793]	Left	[-267.557336159161, 16.026697810615715]	0.24
11	[3.2010629384090317, 0.2099268176318278, 0.0020500000937317964, 2.941592653589793]	[3.0925916110397917, -0.023169666980778908, 0.0020500000937317964, 2.941592653589793]	Left	[-66.66666666666694, 8.000000000000016]	0.24
12	[3.1613290722500196, 0.01391350206357947, 0.0020500000937317964, 3.141592653589793]	[3.2010629384090317, 0.2099268176318278, 0.0020500000937317964, 2.941592653589793]	Right	[-157.37704918032694, 12.291540473557976]	0.24
13	[2.9313290722500196, 0.26391350206357955, 0.0020500000937317964, 3.3415926535897933]	[3.1613290722500196, 0.01391350206357947, 0.0020500000937317964, 3.141592653589793]	Left	[-12.686511433535932, 3.489849706820409]	0.24
14	[3.0141862848124923, -0.007276120517173995, 0.0020500000937317964, 2.7415926535897928]	[3.2010629384090317, 0.2099268176318278, 0.0020500000937317964, 2.941592653589793]	Right	[-149.99999999999952, 11.99999999999998]	0.24
15	[3.0194347709893665, 0.26193096221441237, 0.0020500000937317964, 2.941592653589793]	[3.0141862848124923, -0.007276120517173995, 0.0020500000937317964, 2.7415926535897928]	Left	[-26.89586255812543, 5.081341167034586]	0.24
16	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	[3.0141862848124923, -0.007276120517173995, 0.0020500000937317964, 2.7415926535897928]	Left	[-26.73336107307741, 5.0659674920151545]	0.24
17	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.5415926535897926]	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	Right	[-16.66666666666666, 3.999999999999999]	0.24
18	[2.9838124014951397, 0.2586396369606196, 0.0020500000937317964, 2.5415926535897926]	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.5415926535897926]	Left	[-175.4983284939457, 12.979922779207428]	0.24
19	[2.879990826779343, 0.39024921344930924, 0.0020500000937317964, 2.7415926535897928]	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.5415926535897926]	Left	[-29.97986052873592, 5.364761514511756]	0.24
20	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.7415926535897928]	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	Right	[-16.66666666666666, 3.999999999999999]	0.24
21	[2.7052243357930106, 0.34049178205303643, 0.0020500000937317964, 2.5415926535897926]	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.7415926535897928]	Left	[-8.5409252669039, 2.8634399341050867]	0.24
22	[2.3460044023452737, 0.22275886646099136, 0.0020500000937317964, 2.3415926535897924]	[2.7052243357930106, 0.34049178205303643, 0.0020500000937317964, 2.5415926535897926]	Right	[-4.392077270717197, 2.0533860279763543]	0.24
23	[2.5427757042194226, 0.209303207474803, 0.0020500000937317964, 2.3415926535897924]	[2.7052243357930106, 0.34049178205303643, 0.0020500000937317964, 2.5415926535897926]	Right	[-12.33356629391016, 3.440962604003966]	0.24
24	[2.6524440560095868, 0.45521549390154653, 0.0020500000937317964, 2.1415926535897922]	[2.5427757042194226, 0.209303207474803, 0.0020500000937317964, 2.3415926535897924]	Left	[-60.19832339781777, 7.601999109570131]	0.24
25	[2.408507536226468, 0.46496097060102437, 0.0020500000937317964, 2.3415926535897924]	[2.6524440560095868, 0.45521549390154653, 0.0020500000937317964, 2.1415926535897922]	Right	[-11.512332862356667, 3.324430710341607]	0.24
26	[2.432420898919306, 0.24263654305263105, 0.0020500000937317964, 2.3415926535897924]	[2.6524440560095868, 0.45521549390154653, 0.0020500000937317964, 2.1415926535897922]	Right	[-72.23859878095043, 8.32760798967581]	0.24
27	[2.7615376926685586, 0.37096809806083464, 0.0020500000937317964, 2.5415926535897926]	[2.7931316462518, 0.08618428163690228, 0.0020500000937317964, 2.7415926535897928]	Left	[-11.866501854140902, 3.375180258886222]	0.24
28	[2.402317759220822, 0.25323518246878957, 0.0020500000937317964, 2.5415926535897926]	[2.7615376926685586, 0.37096809806083464, 0.0020500000937317964, 2.5415926535897926]	Right	[-5.3143934914049735, 2.2587203792742416]	0.24
29	[2.866816525772031, 0.05503081425221018, 0.0020500000937317964, 2.7415926535897928]	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	Right	[-37.50000000000005, 6.0000000000000036]	0.24
30	[2.9641711113491938, 0.2852960627529314, 0.0020500000937317964, 2.7415926535897928]	[2.866816525772031, 0.05503081425221018, 0.0020500000937317964, 2.7415926535897928]	Left	[-157.37704918032895, 12.291540473558054]	0.24
31	[2.7789092153132415, 0.3093383146683443, 0.0020500000937317964, 2.7415926535897928]	[2.866816525772031, 0.05503081425221018, 0.0020500000937317964, 2.7415926535897928]	Left	[-14.201183431952648, 3.6923076923076903]	0.24
32	[2.569977613220358, 0.07196185069834396, 0.0020500000937317964, 2.5415926535897926]	[2.7789092153132415, 0.3093383146683443, 0.0020500000937317964, 2.7415926535897928]	Right	[-10.859728506787317, 3.2288294111822977]	0.24
33	[2.5157636508155594, 0.14916836778318027, 0.0020500000937317964, 2.7415926535897928]	[2.7789092153132415, 0.3093383146683443, 0.0020500000937317964, 2.7415926535897928]	Right	[-7.267221801665393, 2.641312728474002]	0.24
34	[2.552606090575675, 0.13359163409083424, 0.0020500000937317964, 2.7415926535897928]	[2.7789092153132415, 0.3093383146683443, 0.0020500000937317964, 2.7415926535897928]	Right	[-9.151572926596748, 2.9640361012533023]	0.24
35	[2.775760123607117, 0.14781406502939254, 0.0020500000937317964, 2.5415926535897926]	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	Right	[-11.866501854140909, 3.375180258886223]	0.24
36	[2.86261930413466, 0.4518789968417995, 0.0020500000937317964, 2.3415926535897924]	[2.775760123607117, 0.14781406502939254, 0.0020500000937317964, 2.5415926535897926]	Left	[-18.53902593537474, 4.218704172842622]	0.24
37	[2.8862874428874634, 0.10108386395235444, 0.0020500000937317964, 2.7415926535897928]	[3.038905688104799, 0.3079840119145566, 0.0020500000937317964, 2.7415926535897928]	Right	[-34.1637010676157, 5.726879868210182]	0.24
38	[2.928378368824453, 0.35471421299159467, 0.0020500000937317964, 2.7415926535897928]	[2.8862874428874634, 0.10108386395235444, 0.0020500000937317964, 2.7415926535897928]	Left	[-66.66666666666688, 8.000000000000012]	0.24
39	[3.0031129455800585, 0.37740216215321987, 0.0020500000937317964, 2.5415926535897926]	[2.8862874428874634, 0.10108386395235444, 0.0020500000937317964, 2.7415926535897928]	Left	[-157.37704918032784, 12.291540473558012]	0.24
40	[2.7133919165475575, 0.2727039036369069, 0.0020500000937317964, 2.5415926535897926]	[3.0031129455800585, 0.37740216215321987, 0.0020500000937317964, 2.5415926535897926]	Right	[-16.17623985016955, 3.940709359514194]	0.24
41	[2.7003572594718253, 0.34220280805214254, 0.0020500000937317964, 2.7415926535897928]	[3.0031129455800585, 0.37740216215321987, 0.0020500000937317964, 2.5415926535897926]	Right	[-10.355051156246903, 3.152911211879749]	0.24
42	[2.686134828533267, 0.5653568410835846, 0.0020500000937317964, 2.7415926535897928]	[2.7003572594718253, 0.34220280805214254, 0.0020500000937317964, 2.7415926535897928]	Left	[-7.069110747916555, 2.6050616725904767]	0.24
43	[2.668763305888584, 0.6269866244760749, 0.0020500000937317964, 2.7415926535897928]	[2.7003572594718253, 0.34220280805214254, 0.0020500000937317964, 2.7415926535897928]	Left	[-5.514639819616012, 2.3008811848575257]	0.24
44	[2.4250886585063345, 0.5128697272910551, 0.0020500000937317964, 2.941592653589793]	[2.668763305888584, 0.6269866244760749, 0.0020500000937317964, 2.7415926535897928]	Right	[-9.151572926596753, 2.964036101253303]	0.24
45	[2.5161450606712483, 0.42008647651387276, 0.0020500000937317964, 2.7415926535897928]	[2.668763305888584, 0.6269866244760749, 0.0020500000937317964, 2.7415926535897928]	Right	[-24.00000000000001, 4.800000000000001]	0.24
46	[2.4966741435558157, 0.3740334268137285, 0.0020500000937317964, 2.7415926535897928]	[2.668763305888584, 0.6269866244760749, 0.0020500000937317964, 2.7415926535897928]	Right	[-22.588235294117652, 4.656684000697593]	0.24
47	[2.8373219666595393, 0.4474974637687771, 0.0020500000937317964, 2.7415926535897928]	[2.8862874428874634, 0.10108386395235444, 0.0020500000937317964, 2.7415926535897928]	Left	[-15.973377703826957, 3.9159216789504203]	0.24
48	[2.5086524353462805, 0.2607453842989014, 0.0020500000937317964, 2.5415926535897926]	[2.8373219666595393, 0.4474974637687771, 0.0020500000937317964, 2.7415926535897928]	Right	[-5.71088637715645, 2.3414634146341453]	0.24
49	[2.8741644064196548, 0.43192073007643106, 0.0020500000937317964, 2.5415926535897926]	[2.8862874428874634, 0.10108386395235444, 0.0020500000937317964, 2.7415926535897928]	Left	[-22.588235294117656, 4.656684000697594]	0.24
50	[2.655251527506563, 0.21819859400722988, 0.0020500000937317964, 2.5415926535897926]	[2.8741644064196548, 0.43192073007643106, 0.0020500000937317964, 2.5415926535897926]	Right	[-14.308400298736121, 3.706219676002311]	0.24
51	[2.6478517351715802, 0.5261681429457559, 0.0020500000937317964, 2.7415926535897928]	[2.655251527506563, 0.21819859400722988, 0.0020500000937317964, 2.5415926535897926]	Left	[-15.973377703826944, 3.915921678950419]	0.24
52	[2.5714087203114215, 0.39672137597535373, 0.0020500000937317964, 2.7415926535897928]	[2.8741644064196548, 0.43192073007643106, 0.0020500000937317964, 2.5415926535897926]	Right	[-5.1460693437963325, 2.2226620458460347]	0.24
53	[2.5431765966416697, 0.3554545952298699, 0.0020500000937317964, 2.3415926535897924]	[2.8741644064196548, 0.43192073007643106, 0.0020500000937317964, 2.5415926535897926]	Right	[-5.262306181763821, 2.2476240643161987]	0.24
54	[2.5264052716717265, 0.6597878380061932, 0.0020500000937317964, 2.3415926535897924]	[2.5431765966416697, 0.3554545952298699, 0.0020500000937317964, 2.3415926535897924]	Left	[-5.553632524260883, 2.3090013476155544]	0.24
55	[2.728450217382404, 0.45175457164533145, 0.0020500000937317964, 2.3415926535897924]	[2.5431765966416697, 0.3554545952298699, 0.0020500000937317964, 2.3415926535897924]	Left	[-44.39099817964299, 6.528043983649105]	0.24
56	[2.67870235024968, 0.3233178544339991, 0.0020500000937317964, 2.5415926535897926]	[2.8741644064196548, 0.43192073007643106, 0.0020500000937317964, 2.5415926535897926]	Right	[-10.380677029394645, 3.1568100906166117]	0.24
57	[2.630035777169213, 0.6595195270422768, 0.0020500000937317964, 2.3415926535897924]	[2.67870235024968, 0.3233178544339991, 0.0020500000937317964, 2.5415926535897926]	Left	[-8.617594254937165, 2.876263285017503]	0.24
58	[2.492499157005162, 0.44230148425151417, 0.0020500000937317964, 2.3415926535897924]	[2.630035777169213, 0.6595195270422768, 0.0020500000937317964, 2.3415926535897924]	Right	[-19.660555053413695, 4.344437000495823]	0.24
59	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	[2.67870235024968, 0.3233178544339991, 0.0020500000937317964, 2.5415926535897926]	Left	[-76.80000000000013, 8.586501033599198]	0.24
60	[2.48028140272371, 0.5204669817315177, 0.0020500000937317964, 2.5415926535897926]	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	Right	[-12.270150239625957, 3.4321049270150406]	0.24
61	[2.5106763359117497, 0.7419983520529569, 0.0020500000937317964, 2.5415926535897926]	[2.48028140272371, 0.5204669817315177, 0.0020500000937317964, 2.5415926535897926]	Left	[-6.823636376756006, 2.5594317575754517]	0.24
62	[2.542985006564955, 0.4559049335505606, 0.0020500000937317964, 2.1415926535897922]	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	Right	[-26.66775491440951, 5.059747495461916]	0.24
63	[2.6777104299453898, 0.7087864478907009, 0.0020500000937317964, 2.1415926535897922]	[2.542985006564955, 0.4559049335505606, 0.0020500000937317964, 2.1415926535897922]	Left	[-18.356840465555074, 4.197924111621465]	0.24
64	[2.7630081636552357, 0.668483884399476, 0.0020500000937317964, 2.3415926535897924]	[2.542985006564955, 0.4559049335505606, 0.0020500000937317964, 2.1415926535897922]	Left	[-42.65372245448157, 6.39902911044342]	0.24
65	[2.720934614414841, 0.6414687691060692, 0.0020500000937317964, 2.1415926535897922]	[2.542985006564955, 0.4559049335505606, 0.0020500000937317964, 2.1415926535897922]	Left	[-43.068904975740594, 6.430097104765291]	0.24
66	[2.657248972939721, 0.6481124932049781, 0.0020500000937317964, 2.1415926535897922]	[2.542985006564955, 0.4559049335505606, 0.0020500000937317964, 2.1415926535897922]	Left	[-23.717607884192933, 4.771677228064071]	0.24
67	[2.5071172020199786, 0.4210695980832023, 0.0020500000937317964, 2.3415926535897924]	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	Right	[-24.617362538742466, 4.861344262361262]	0.24
68	[2.608786017639053, 0.6034523054066067, 0.0020500000937317964, 2.5415926535897926]	[2.5071172020199786, 0.4210695980832023, 0.0020500000937317964, 2.3415926535897924]	Left	[-19.199999999999935, 4.2932505167995885]	0.24
69	[2.2908328649368004, 0.4574872661448098, 0.0020500000937317964, 2.3415926535897924]	[2.608786017639053, 0.6034523054066067, 0.0020500000937317964, 2.5415926535897926]	Right	[-19.956278697612735, 4.3769884109634365]	0.24
70	[2.6167855538101428, 0.6669818845099459, 0.0020500000937317964, 2.1415926535897922]	[2.5071172020199786, 0.4210695980832023, 0.0020500000937317964, 2.3415926535897924]	Left	[-15.973377703826912, 3.915921678950415]	0.24
71	[2.3944611262617492, 0.6430685218171078, 0.0020500000937317964, 2.3415926535897924]	[2.6167855538101428, 0.6669818845099459, 0.0020500000937317964, 2.1415926535897922]	Right	[-15.490138591552268, 3.8562330126549895]	0.24
72	[2.416073218496475, 0.6094096824247919, 0.0020500000937317964, 2.3415926535897924]	[2.6167855538101428, 0.6669818845099459, 0.0020500000937317964, 2.1415926535897922]	Right	[-21.93734432301511, 4.589101279128029]	0.24
73	[2.416073218496475, 0.6094096824247919, 0.0020500000937317964, 2.1415926535897922]	[2.6167855538101428, 0.6669818845099459, 0.0020500000937317964, 2.1415926535897922]	Right	[-21.93734432301511, 4.589101279128029]	0.24
74	[2.594022826346361, 0.7949735179803004, 0.0020500000937317964, 2.3415926535897924]	[2.416073218496475, 0.6094096824247919, 0.0020500000937317964, 2.1415926535897922]	Left	[-56.80473372781075, 7.38461538461539]	0.24
75	[2.479248933646092, 0.44976384171918327, 0.0020500000937317964, 2.1415926535897922]	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	Right	[-17.21347755690409, 4.0650877548495705]	0.24
76	[2.6776599985016474, 0.6960016319604146, 0.0020500000937317964, 2.1415926535897922]	[2.479248933646092, 0.44976384171918327, 0.0020500000937317964, 2.1415926535897922]	Left	[-20.044278974283294, 4.386628296916888]	0.24
77	[2.4997103906517615, 0.510437796404906, 0.0020500000937317964, 2.3415926535897924]	[2.6776599985016474, 0.6960016319604146, 0.0020500000937317964, 2.1415926535897922]	Right	[-234.1463414634147, 14.992681141306186]	0.24
78	[2.327964288003013, 0.6853757174653945, 0.0020500000937317964, 1.9415926535897923]	[2.6776599985016474, 0.6960016319604146, 0.0020500000937317964, 2.1415926535897922]	Right	[-12.244897959183668, 3.4285714285714275]	0.24
79	[2.536113570465059, 0.7019249232026954, 0.0020500000937317964, 1.9415926535897923]	[2.327964288003013, 0.6853757174653945, 0.0020500000937317964, 1.9415926535897923]	Left	[-47.83144993661275, 6.7762963290538165]	0.24
80	[2.4337234787185285, 0.7057471086598924, 0.0020500000937317964, 2.3415926535897924]	[2.6776599985016474, 0.6960016319604146, 0.0020500000937317964, 2.1415926535897922]	Right	[-14.20118343195266, 3.692307692307692]	0.24
81	[2.5075240259637166, 0.9168240596192777, 0.0020500000937317964, 2.3415926535897924]	[2.4337234787185285, 0.7057471086598924, 0.0020500000937317964, 2.3415926535897924]	Left	[-12.353814210527213, 3.443785946034702]	0.24
82	[2.535392294337603, 0.8881298159832968, 0.0020500000937317964, 2.5415926535897926]	[2.4337234787185285, 0.7057471086598924, 0.0020500000937317964, 2.3415926535897924]	Left	[-16.796918974399112, 4.015599857483704]	0.24
83	[2.515523562134806, 0.9803536387226169, 0.0020500000937317964, 2.1415926535897922]	[2.4337234787185285, 0.7057471086598924, 0.0020500000937317964, 2.3415926535897924]	Left	[-8.959880364905635, 2.932828864817961]	0.24
84	[2.3148112268211385, 0.9227814366374629, 0.0020500000937317964, 2.1415926535897922]	[2.515523562134806, 0.9803536387226169, 0.0020500000937317964, 2.1415926535897922]	Right	[-15.674998967722148, 3.8791750423270748]	0.24
85	[2.6345893478577045, 0.43335178174595695, 0.0020500000937317964, 2.1415926535897922]	[2.819862968598439, 0.5296517581614185, 0.0020500000937317964, 2.3415926535897924]	Right	[-68.31076377376964, 8.098045024746334]	0.24
86	[2.811388320478534, 0.7132484113795042, 0.0020500000937317964, 1.9415926535897923]	[2.6345893478577045, 0.43335178174595695, 0.0020500000937317964, 2.1415926535897922]	Left	[-28.419560922224345, 5.223291920363572]	0.24
87	[2.5416382197554537, 0.8551458502566318, 0.0020500000937317964, 1.9415926535897923]	[2.811388320478534, 0.7132484113795042, 0.0020500000937317964, 1.9415926535897923]	Right	[-5.146069343796334, 2.2226620458460347]	0.24
88	[2.7850141700979543, 1.0570570851963563, 0.0020500000937317964, 1.9415926535897923]	[2.5416382197554537, 0.8551458502566318, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.074011774600502, 2.784070994715559]	0.24
89	[2.598606352904509, 0.9845855343010218, 0.0020500000937317964, 1.9415926535897923]	[2.7850141700979543, 1.0570570851963563, 0.0020500000937317964, 1.9415926535897923]	Right	[-48.000000000000014, 6.788225099390857]	0.24
90	[2.5012743129794135, 1.0969531186125998, 0.0020500000937317964, 1.9415926535897923]	[2.7850141700979543, 1.0570570851963563, 0.0020500000937317964, 1.9415926535897923]	Right	[-15.97337770382696, 3.9159216789504208]	0.24
91	[2.71254261920262, 1.2434649023898017, 0.0020500000937317964, 1.7415926535897923]	[2.5012743129794135, 1.0969531186125998, 0.0020500000937317964, 1.9415926535897923]	Left	[-24.00000000000001, 4.800000000000001]	0.24
92	[2.4271057287800963, 1.133347775720422, 0.0020500000937317964, 1.5415926535897924]	[2.71254261920262, 1.2434649023898017, 0.0020500000937317964, 1.7415926535897923]	Right	[-140.64800745666108, 11.619900479711287]	0.24
93	[2.4559821581314902, 1.2601001004640493, 0.0020500000937317964, 1.9415926535897923]	[2.71254261920262, 1.2434649023898017, 0.0020500000937317964, 1.7415926535897923]	Right	[-33.4864443119043, 5.669831261989031]	0.24
94	[2.620648510056335, 1.3884939965174175, 0.0020500000937317964, 2.1415926535897922]	[2.4559821581314902, 1.2601001004640493, 0.0020500000937317964, 1.9415926535897923]	Left	[-32.56669806394546, 5.59142469692543]	0.24
95	[2.3280847827450835, 1.473971861849606, 0.0020500000937317964, 1.9415926535897923]	[2.620648510056335, 1.3884939965174175, 0.0020500000937317964, 2.1415926535897922]	Right	[-15.459218762745744, 3.852382381362981]	0.24
96	[2.4637625143117945, 1.6769288847803523, 0.0020500000937317964, 2.1415926535897922]	[2.3280847827450835, 1.473971861849606, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.904727725785477, 2.923788401501391]	0.24
97	[2.585955043266651, 1.6386015333506414, 0.0020500000937317964, 1.9415926535897923]	[2.3280847827450835, 1.473971861849606, 0.0020500000937317964, 1.9415926535897923]	Left	[-15.057071802982895, 3.801945413977373]	0.24
98	[2.316709496327177, 1.641216003328196, 0.0020500000937317964, 2.1415926535897922]	[2.585955043266651, 1.6386015333506414, 0.0020500000937317964, 1.9415926535897923]	Right	[-34.163701067615655, 5.726879868210178]	0.24
99	[2.3607341629390843, 1.94281479100764, 0.0020500000937317964, 2.1415926535897922]	[2.316709496327177, 1.641216003328196, 0.0020500000937317964, 2.1415926535897922]	Left	[-6.7006280989558356, 2.5362576712545595]	0.24
100	[2.4935084689480065, 1.9211126329617432, 0.0020500000937317964, 1.9415926535897923]	[2.316709496327177, 1.641216003328196, 0.0020500000937317964, 2.1415926535897922]	Left	[-10.864781059319862, 3.2295804397703223]	0.24
101	[2.2708648763068937, 1.9418449906631312, 0.0020500000937317964, 1.7415926535897923]	[2.4935084689480065, 1.9211126329617432, 0.0020500000937317964, 1.9415926535897923]	Right	[-10.380677029394652, 3.1568100906166126]	0.24
102	[2.3288421170231617, 1.792718736908375, 0.0020500000937317964, 1.7415926535897923]	[2.4935084689480065, 1.9211126329617432, 0.0020500000937317964, 1.9415926535897923]	Right	[-41.55794004366285, 6.316298159675201]	0.24
103	[2.4298228274728864, 1.9277563570606522, 0.0020500000937317964, 2.3415926535897924]	[2.316709496327177, 1.641216003328196, 0.0020500000937317964, 2.1415926535897922]	Left	[-8.88989469129126, 2.9213522388852065]	0.24
104	[2.331203806506244, 1.6039344398895068, 0.0020500000937317964, 1.7415926535897923]	[2.585955043266651, 1.6386015333506414, 0.0020500000937317964, 1.9415926535897923]	Right	[-56.80473372781075, 7.38461538461539]	0.24
105	[2.556966422908517, 1.7131646602280197, 0.0020500000937317964, 1.7415926535897923]	[2.3280847827450835, 1.473971861849606, 0.0020500000937317964, 1.9415926535897923]	Left	[-8.769810445867776, 2.901554415831808]	0.24
106	[2.3004059618373875, 1.7297998583022673, 0.0020500000937317964, 1.7415926535897923]	[2.556966422908517, 1.7131646602280197, 0.0020500000937317964, 1.7415926535897923]	Right	[-14.498426724527066, 3.7307492083422042]	0.24
107	[2.572245480827892, 1.9187529633707239, 0.0020500000937317964, 1.7415926535897923]	[2.3004059618373875, 1.7297998583022673, 0.0020500000937317964, 1.7415926535897923]	Left	[-22.588235294117634, 4.656684000697592]	0.24
108	[2.522972994328469, 1.9102546062257117, 0.0020500000937317964, 1.5415926535897924]	[2.3004059618373875, 1.7297998583022673, 0.0020500000937317964, 1.7415926535897923]	Left	[-24.00000000000001, 4.800000000000001]	0.24
109	[2.323058273720168, 1.9160945106859697, 0.0020500000937317964, 1.3415926535897924]	[2.522972994328469, 1.9102546062257117, 0.0020500000937317964, 1.5415926535897924]	Right	[-27.2581497842769, 5.115449520120967]	0.24
110	[2.325978225950297, 2.01605187099012, 0.0020500000937317964, 1.5415926535897924]	[2.522972994328469, 1.9102546062257117, 0.0020500000937317964, 1.5415926535897924]	Right	[-11.623098446334133, 3.340385383227625]	0.24
111	[2.2800099046893587, 1.8480538259008825, 0.0020500000937317964, 1.9415926535897923]	[2.556966422908517, 1.7131646602280197, 0.0020500000937317964, 1.7415926535897923]	Right	[-6.748752600867746, 2.5453491895677174]	0.24
112	[2.5157686231584804, 1.0596715551739109, 0.0020500000937317964, 2.1415926535897922]	[2.7850141700979543, 1.0570570851963563, 0.0020500000937317964, 1.9415926535897923]	Right	[-22.588235294117627, 4.656684000697591]	0.24
113	[2.69256759577931, 1.339568184807458, 0.0020500000937317964, 2.1415926535897922]	[2.5157686231584804, 1.0596715551739109, 0.0020500000937317964, 2.1415926535897922]	Left	[-10.864781059319862, 3.2295804397703223]	0.24
114	[2.4702431682309163, 1.31565482211462, 0.0020500000937317964, 2.3415926535897924]	[2.69256759577931, 1.339568184807458, 0.0020500000937317964, 2.1415926535897922]	Right	[-14.201183431952655, 3.692307692307691]	0.24
115	[2.5242733988177304, 1.2315077236338303, 0.0020500000937317964, 2.3415926535897924]	[2.69256759577931, 1.339568184807458, 0.0020500000937317964, 2.1415926535897922]	Right	[-32.43243243243244, 5.579886659703327]	0.24
116	[2.650494046538915, 1.3125530695140513, 0.0020500000937317964, 2.3415926535897924]	[2.5157686231584804, 1.0596715551739109, 0.0020500000937317964, 2.1415926535897922]	Left	[-11.5144000896808, 3.3247291748492187]	0.24
117	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	[2.650494046538915, 1.3125530695140513, 0.0020500000937317964, 2.3415926535897924]	Right	[-13.314851512067564, 3.575228307616852]	0.24
118	[2.455416167921709, 1.5134127749659179, 0.0020500000937317964, 2.1415926535897922]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-12.244897959183676, 3.428571428571429]	0.24
119	[2.399679631173936, 1.5708012622378797, 0.0020500000937317964, 2.3415926535897924]	[2.345747816131545, 1.2675004885391743, 0.0020500000937317964, 2.3415926535897924]	Left	[-7.407407407407417, 2.6666666666666683]	0.24
120	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.1415926535897922]	[2.399679631173936, 1.5708012622378797, 0.0020500000937317964, 2.3415926535897924]	Right	[-9.151572926596756, 2.9640361012533036]	0.24
121	[2.2513213478254683, 1.7577561721411135, 0.0020500000937317964, 2.3415926535897924]	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.1415926535897922]	Left	[-16.85324656747412, 4.022327274697467]	0.24
122	[2.3570805385409836, 1.7781275633356115, 0.0020500000937317964, 2.3415926535897924]	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.1415926535897922]	Left	[-21.429108199023414, 4.535630482200074]	0.24
123	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.5415926535897926]	[2.399679631173936, 1.5708012622378797, 0.0020500000937317964, 2.3415926535897924]	Right	[-9.151572926596756, 2.9640361012533036]	0.24
124	[2.2503099551396066, 1.7721022252255016, 0.0020500000937317964, 2.3415926535897924]	[2.1586694736854284, 1.5318897730943801, 0.0020500000937317964, 2.5415926535897926]	Left	[-15.278503771919196, 3.829799423082419]	0.24
