i	f_sup	f_swg	f_swg_id	traj_h
4404	[-2.2795289032851183, 2.7786376832103548, 0.0020500000937317964, 1.3707963267948966]	[-2.079528903285118, 2.838637683210355, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4405	[-2.329528903285118, 2.7786376832103548, 0.0020500000937317964, 1.3707963267948966]	[-2.079528903285118, 2.838637683210355, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4406	[-2.129528903285118, 2.7786376832103548, 0.0020500000937317964, 1.5707963267948966]	[-2.379528903285118, 2.838637683210355, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4407	[-2.154379191904314, 2.690963692727465, 0.0020500000937317964, 1.5707963267948966]	[-2.3874756765169205, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4408	[-2.14245903205661, 2.7497676873979398, 0.0020500000937317964, 1.5707963267948966]	[-2.3874756765169205, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4409	[-2.154379191904314, 2.690963692727465, 0.0020500000937317964, 1.1707963267948966]	[-2.3874756765169205, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4410	[-2.2033825207963758, 2.7008971592672184, 0.0020500000937317964, 1.3707963267948966]	[-2.3874756765169205, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4411	[-2.1914623609486723, 2.759701153937693, 0.0020500000937317964, 1.3707963267948966]	[-2.3874756765169205, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4412	[-2.375555516669217, 2.8582390147671797, 0.0020500000937317964, 1.5707963267948966]	[-2.1914623609486723, 2.759701153937693, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4413	[-2.485482334301045, 2.8193019531762116, 0.0020500000937317964, 1.1707963267948966]	[-2.1914623609486723, 2.759701153937693, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4414	[-2.232529136638698, 2.6472127908434433, 0.0020500000937317964, 0.9707963267948967]	[-2.485482334301045, 2.8193019531762116, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
4415	[-2.1857989355616603, 2.7577401101237897, 0.0020500000937317964, 1.3707963267948966]	[-2.485482334301045, 2.8193019531762116, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
4416	[-2.479818908914033, 2.8173409093623083, 0.0020500000937317964, 1.3707963267948966]	[-2.1857989355616603, 2.7577401101237897, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4417	[-2.246722424301426, 2.7088695819930684, 0.0020500000937317964, 1.5707963267948966]	[-2.479818908914033, 2.8173409093623083, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4418	[-2.295725753193488, 2.7188030485328216, 0.0020500000937317964, 1.3707963267948966]	[-2.479818908914033, 2.8173409093623083, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4419	[-2.2838055933457846, 2.777607043203296, 0.0020500000937317964, 1.1707963267948966]	[-2.479818908914033, 2.8173409093623083, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4420	[-2.170222201869314, 2.7945825498839048, 0.0020500000937317964, 0.9707963267948967]	[-2.485482334301045, 2.8193019531762116, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
4421	[-2.4483991652566863, 2.7505644919659837, 0.0020500000937317964, 1.3707963267948966]	[-2.1914623609486723, 2.759701153937693, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4422	[-2.48747567651692, 2.799435020096705, 0.0020500000937317964, 1.3707963267948966]	[-2.1874756765169203, 2.859435020096705, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4423	[-2.479475712021716, 2.502890501483094, 0.0020500000937317964, 1.7707963267948965]	[-2.1794757120217163, 2.402890501483094, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4424	[-2.2311496847522077, 2.787906613625098, 0.0020500000937317964, 1.7707963267948965]	[-2.479475712021716, 2.502890501483094, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4425	[-2.2344590675614056, 2.5525578341818593, 0.0020500000937317964, 1.5707963267948966]	[-2.479475712021716, 2.502890501483094, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4426	[-2.3000000000000003, 2.0, 0.0020500000937317964, 1.7707963267948965]	[-2.6, 2, 0.000205, 1.5707963267948966]	Left	0.02
4427	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	[-2.3000000000000003, 2.0, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4428	[-2.3370831690443588, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4429	[-2.5870831690443588, 2.1612625387897726, 0.0020500000937317964, 1.3707963267948966]	[-2.3370831690443588, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4430	[-2.537083169044359, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	[-2.3370831690443588, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4431	[-2.287083169044359, 2.0712625387897723, 0.0020500000937317964, 1.7707963267948965]	[-2.537083169044359, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4432	[-2.537083169044359, 2.0312625387897723, 0.0020500000937317964, 1.3707963267948966]	[-2.3370831690443588, 1.9312625387897724, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4433	[-2.2073027161488756, 2.1480737235626775, 0.0020500000937317964, 1.3707963267948966]	[-2.537083169044359, 2.0312625387897723, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4434	[-2.481455756421742, 2.30568118058532, 0.0020500000937317964, 1.1707963267948966]	[-2.2073027161488756, 2.1480737235626775, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4435	[-2.280146364736345, 2.0403992007614815, 0.0020500000937317964, 1.5707963267948966]	[-2.537083169044359, 2.0312625387897723, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4436	[-2.530146364736345, 2.0403992007614815, 0.0020500000937317964, 1.3707963267948966]	[-2.280146364736345, 2.0403992007614815, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4437	[-2.530146364736345, 2.2203992007614817, 0.0020500000937317964, 1.5707963267948966]	[-2.280146364736345, 2.0403992007614815, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4438	[-2.3053093739329995, 2.1679406566421835, 0.0020500000937317964, 1.1707963267948966]	[-2.537083169044359, 2.0312625387897723, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4439	[-2.1973692496091224, 2.1970770524547394, 0.0020500000937317964, 1.3707963267948966]	[-2.537083169044359, 2.0312625387897723, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
4440	[-2.2966906171908024, 2.2353487794432385, 0.0020500000937317964, 1.5707963267948966]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4441	[-2.5466906171908024, 2.4153487794432387, 0.0020500000937317964, 1.7707963267948965]	[-2.2966906171908024, 2.2353487794432385, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4442	[-2.288431123381541, 2.6513615626931806, 0.0020500000937317964, 1.5707963267948966]	[-2.5466906171908024, 2.4153487794432387, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4443	[-2.347367918813356, 2.6904314250454897, 0.0020500000937317964, 1.5707963267948966]	[-2.5466906171908024, 2.4153487794432387, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4444	[-2.3946972749749267, 2.2154818463637325, 0.0020500000937317964, 1.5707963267948966]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4445	[-2.594697274974927, 2.2154818463637325, 0.0020500000937317964, 1.3707963267948966]	[-2.3946972749749267, 2.2154818463637325, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4446	[-2.3946972749749267, 2.2154818463637325, 0.0020500000937317964, 1.7707963267948965]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4447	[-2.3198669330795063, 2.098006657784124, 0.0020500000937317964, 1.5707963267948966]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4448	[-2.360923488739766, 2.0488705281307213, 0.0020500000937317964, 1.7707963267948965]	[-2.545016644460311, 1.9503326673012347, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4449	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	[-2.360923488739766, 2.0488705281307213, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4450	[-2.4294871579698416, 2.257005325655561, 0.0020500000937317964, 1.9707963267948965]	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4451	[-2.537169991062476, 2.2549059311848114, 0.0020500000937317964, 2.1707963267948966]	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4452	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	[-2.537169991062476, 2.2549059311848114, 0.0020500000937317964, 2.1707963267948966]	Right	0.02
4453	[-2.708304540688818, 2.4165009989442856, 0.0020500000937317964, 2.370796326794897]	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
4454	[-2.495903210316992, 2.283138054854563, 0.0020500000937317964, 1.9707963267948967]	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
4455	[-2.657486718083265, 2.342220793602414, 0.0020500000937317964, 1.9707963267948967]	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
4456	[-2.818333816345323, 2.209073465500511, 0.0020500000937317964, 1.9707963267948967]	[-2.657486718083265, 2.342220793602414, 0.0020500000937317964, 1.9707963267948967]	Right	0.02
4457	[-2.503291442658774, 2.2053857942902306, 0.0020500000937317964, 1.9707963267948967]	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
4458	[-2.5523674576564956, 2.365671616345531, 0.0020500000937317964, 1.9707963267948967]	[-2.7435038947898955, 2.1137453128360524, 0.0020500000937317964, 2.1707963267948966]	Left	0.02
4459	[-2.5261645921701104, 2.3572723377605036, 0.0020500000937317964, 2.1707963267948966]	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4460	[-2.4139104242774954, 2.2201628858954456, 0.0020500000937317964, 1.9707963267948965]	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4461	[-2.667540773316736, 2.178071959958456, 0.0020500000937317964, 1.9707963267948965]	[-2.4139104242774954, 2.2201628858954456, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
4462	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	[-2.666863621939842, 2.0480737235626774, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4463	[-2.882527177650305, 2.408559555717832, 0.0020500000937317964, 1.9707963267948965]	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4464	[-2.706780497072795, 2.6348626804553987, 0.0020500000937317964, 1.9707963267948965]	[-2.882527177650305, 2.408559555717832, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4465	[-2.6749498783112093, 2.431179564539389, 0.0020500000937317964, 1.7707963267948965]	[-2.882527177650305, 2.408559555717832, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4466	[-2.898776900190766, 2.5286550192781507, 0.0020500000937317964, 1.5707963267948966]	[-2.6749498783112093, 2.431179564539389, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4467	[-2.7418281478805735, 2.7177581699156583, 0.0020500000937317964, 2.1707963267948966]	[-2.882527177650305, 2.408559555717832, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4468	[-2.7858432093674286, 2.183277043575687, 0.0020500000937317964, 1.5707963267948966]	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4469	[-2.8176303022946385, 2.340087696030286, 0.0020500000937317964, 1.9707963267948965]	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4470	[-2.794453986405934, 2.4774298176894, 0.0020500000937317964, 1.9707963267948965]	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4471	[-2.564188737905213, 2.5747844032665625, 0.0020500000937317964, 1.9707963267948965]	[-2.794453986405934, 2.4774298176894, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4472	[-2.8638721366445976, 2.5132225602141407, 0.0020500000937317964, 1.7707963267948965]	[-2.564188737905213, 2.5747844032665625, 0.0020500000937317964, 1.9707963267948965]	Right	0.02
4473	[-2.618855492184287, 2.562889892912906, 0.0020500000937317964, 1.7707963267948965]	[-2.8638721366445976, 2.5132225602141407, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4474	[-2.630775652031991, 2.6216938875833806, 0.0020500000937317964, 1.9707963267948965]	[-2.8638721366445976, 2.5132225602141407, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4475	[-2.541500788743588, 2.6495189800221683, 0.0020500000937317964, 1.7707963267948965]	[-2.794453986405934, 2.4774298176894, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4476	[-2.7977633692151325, 2.2420810382461616, 0.0020500000937317964, 1.5707963267948966]	[-2.552746724754822, 2.291748370944927, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4477	[-2.4977633692151326, 2.4720810382461615, 0.0020500000937317964, 1.3707963267948966]	[-2.7977633692151325, 2.2420810382461616, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4478	[-2.742780013675443, 2.521748370944927, 0.0020500000937317964, 1.5707963267948966]	[-2.4977633692151326, 2.4720810382461615, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
4479	[-2.492780013675443, 2.621748370944927, 0.0020500000937317964, 1.7707963267948965]	[-2.742780013675443, 2.521748370944927, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4480	[-2.5977633692151323, 2.3420810382461617, 0.0020500000937317964, 1.7707963267948965]	[-2.7977633692151325, 2.2420810382461616, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4481	[-2.6907039416352494, 2.1656817129036265, 0.0020500000937317964, 1.9707963267948965]	[-2.360923488739766, 2.0488705281307213, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4482	[-2.5039518621653736, 2.4943512442168854, 0.0020500000937317964, 1.7707963267948965]	[-2.6907039416352494, 2.1656817129036265, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4483	[-2.7118853375813257, 2.5134213727283474, 0.0020500000937317964, 1.5707963267948966]	[-2.5039518621653736, 2.4943512442168854, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4484	[-2.5118853375813255, 2.6134213727283475, 0.0020500000937317964, 1.5707963267948966]	[-2.7118853375813257, 2.5134213727283474, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4485	[-2.4618853375813257, 2.5134213727283474, 0.0020500000937317964, 1.7707963267948965]	[-2.7118853375813257, 2.5134213727283474, 0.0020500000937317964, 1.5707963267948966]	Left	0.02
4486	[-2.7525959281245003, 2.689169352933068, 0.0020500000937317964, 1.9707963267948965]	[-2.4618853375813257, 2.5134213727283474, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4487	[-2.545018628785404, 2.711789361754625, 0.0020500000937317964, 1.7707963267948965]	[-2.7525959281245003, 2.689169352933068, 0.0020500000937317964, 1.9707963267948965]	Left	0.02
4488	[-2.794662452708548, 2.6700992244216057, 0.0020500000937317964, 1.7707963267948965]	[-2.5039518621653736, 2.4943512442168854, 0.0020500000937317964, 1.7707963267948965]	Right	0.02
4489	[-2.5774595145595462, 2.8569758780181447, 0.0020500000937317964, 1.5707963267948966]	[-2.794662452708548, 2.6700992244216057, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4490	[-2.7774595145595464, 2.8569758780181447, 0.0020500000937317964, 1.7707963267948965]	[-2.5774595145595462, 2.8569758780181447, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4491	[-2.5205227102515324, 2.8478392160464354, 0.0020500000937317964, 1.5707963267948966]	[-2.7774595145595464, 2.8569758780181447, 0.0020500000937317964, 1.7707963267948965]	Left	0.02
4492	[-2.877459514559546, 2.8569758780181447, 0.0020500000937317964, 1.7707963267948965]	[-2.5774595145595462, 2.8569758780181447, 0.0020500000937317964, 1.5707963267948966]	Right	0.02
4493	[-2.6781368161820995, 3.1320585236203957, 0.10000000149011612, 1.7707963267948965]	[-2.877459514559546, 2.8569758780181447, 0.0020500000937317964, 1.7707963267948965]	Left	0.152
4494	[-2.9019638380616564, 3.2295339783591572, 0.10000000149011612, 1.5707963267948966]	[-2.6781368161820995, 3.1320585236203957, 0.10000000149011612, 1.7707963267948965]	Right	0.152
4495	[-2.6019638380616565, 3.4095339783591574, 0.10000000149011612, 1.7707963267948965]	[-2.9019638380616564, 3.2295339783591572, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4496	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	[-2.6781368161820995, 3.1320585236203957, 0.10000000149011612, 1.7707963267948965]	Right	0.152
4497	[-2.6698440778332118, 3.317739970364869, 0.10000000149011612, 1.7707963267948965]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4498	[-2.7198440778332116, 3.547739970364869, 0.10000000149011612, 1.7707963267948965]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4499	[-2.9158573934014598, 3.508006104205857, 0.10000000149011612, 1.5707963267948966]	[-2.7198440778332116, 3.547739970364869, 0.10000000149011612, 1.7707963267948965]	Right	0.02
4500	[-2.6658573934014598, 3.688006104205857, 0.10000000149011612, 1.3707963267948966]	[-2.9158573934014598, 3.508006104205857, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4501	[-2.9039372335537563, 3.449202109535382, 0.10000000149011612, 1.5707963267948966]	[-2.7198440778332116, 3.547739970364869, 0.10000000149011612, 1.7707963267948965]	Right	0.02
4502	[-2.6539372335537563, 3.6292021095353824, 0.10000000149011612, 1.7707963267948965]	[-2.9039372335537563, 3.449202109535382, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4503	[-2.6539372335537563, 3.679202109535382, 0.10000000149011612, 1.3707963267948966]	[-2.9039372335537563, 3.449202109535382, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4504	[-2.6698440778332118, 3.457739970364869, 0.10000000149011612, 1.3707963267948966]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4505	[-2.8539372335537565, 3.5562778311943557, 0.10000000149011612, 1.1707963267948966]	[-2.6698440778332118, 3.457739970364869, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4506	[-2.6698440778332118, 3.497739970364869, 0.10000000149011612, 1.7707963267948965]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4507	[-2.7198440778332116, 3.257739970364869, 0.10000000149011612, 1.3707963267948966]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4508	[-2.6698440778332118, 3.257739970364869, 0.10000000149011612, 1.3707963267948966]	[-2.9198440778332118, 3.317739970364869, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4509	[-2.845990460321954, 3.3954804943080052, 0.10000000149011612, 1.5707963267948966]	[-2.6698440778332118, 3.257739970364869, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4510	[-2.545990460321954, 3.335480494308005, 0.10000000149011612, 1.3707963267948966]	[-2.845990460321954, 3.3954804943080052, 0.10000000149011612, 1.5707963267948966]	Left	0.02
4511	[-2.7062432963470915, 3.551626344478441, 0.10000000149011612, 1.5707963267948966]	[-2.545990460321954, 3.335480494308005, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4512	[-2.7221368428106962, 3.4732210182511416, 0.10000000149011612, 1.1707963267948966]	[-2.545990460321954, 3.335480494308005, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4513	[-2.515236694848494, 3.320602773033806, 0.10000000149011612, 1.3707963267948966]	[-2.7221368428106962, 3.4732210182511416, 0.10000000149011612, 1.1707963267948966]	Left	0.02
4514	[-2.45292976007911, 3.4679725320742674, 0.10000000149011612, 1.3707963267948966]	[-2.7221368428106962, 3.4732210182511416, 0.10000000149011612, 1.1707963267948966]	Left	0.02
4515	[-2.6211293693360496, 3.6449157191310535, 0.10000000149011612, 1.1707963267948966]	[-2.45292976007911, 3.4679725320742674, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4516	[-2.7012557873486185, 3.752988644216271, 0.10000000149011612, 1.3707963267948966]	[-2.45292976007911, 3.4679725320742674, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4517	[-2.7012557873486185, 3.752988644216271, 0.10000000149011612, 1.1707963267948966]	[-2.45292976007911, 3.4679725320742674, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4518	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.3707963267948966]	[-2.7012557873486185, 3.752988644216271, 0.10000000149011612, 1.1707963267948966]	Left	0.02
4519	[-2.7528884201325603, 3.8416927592431045, 0.10000000149011612, 1.3707963267948966]	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4520	[-2.556875104564312, 3.8019588930840924, 0.10000000149011612, 1.5707963267948966]	[-2.7528884201325603, 3.8416927592431045, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4521	[-2.5197919355199536, 3.7332214318738646, 0.10000000149011612, 1.3707963267948966]	[-2.7528884201325603, 3.8416927592431045, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4522	[-2.6548817623484364, 3.8218258261635984, 0.10000000149011612, 1.5707963267948966]	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4523	[-2.6548817623484364, 3.8218258261635984, 0.10000000149011612, 1.3707963267948966]	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.3707963267948966]	Right	0.02
4524	[-2.4707886066278917, 3.7232879653341118, 0.10000000149011612, 1.3707963267948966]	[-2.6548817623484364, 3.8218258261635984, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4525	[-2.4588684467801882, 3.7820919600045864, 0.10000000149011612, 1.1707963267948966]	[-2.6548817623484364, 3.8218258261635984, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4526	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.1707963267948966]	[-2.6548817623484364, 3.8218258261635984, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4527	[-2.65452558627158, 3.8635159634966176, 0.10000000149011612, 1.3707963267948966]	[-2.4469482869324843, 3.8408959546750605, 0.10000000149011612, 1.1707963267948966]	Right	0.02
4528	[-2.3605056129192077, 3.803915164258099, 0.10000000149011612, 1.3707963267948966]	[-2.65452558627158, 3.8635159634966176, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4529	[-2.3724257727669116, 3.745111169587625, 0.10000000149011612, 1.3707963267948966]	[-2.65452558627158, 3.8635159634966176, 0.10000000149011612, 1.3707963267948966]	Left	0.02
4530	[-2.3485854530715042, 3.8627191589285736, 0.10000000149011612, 1.3707963267948966]	[-2.65452558627158, 3.8635159634966176, 0.10000000149011612, 1.3707963267948966]	Left	0.152
4531	[-2.5479081514489508, 4.137801804530825, 0.20000000670552254, 1.5707963267948966]	[-2.3485854530715042, 3.8627191589285736, 0.10000000149011612, 1.3707963267948966]	Right	0.152
4532	[-2.247908151448951, 4.197801804530824, 0.20000000670552254, 1.3707963267948966]	[-2.5479081514489508, 4.137801804530825, 0.20000000670552254, 1.5707963267948966]	Left	0.152
4533	[-2.4161077607058905, 4.37474499158761, 0.20000000670552254, 1.5707963267948966]	[-2.247908151448951, 4.197801804530824, 0.20000000670552254, 1.3707963267948966]	Right	0.02
4534	[-2.1161077607058907, 4.37474499158761, 0.20000000670552254, 1.5707963267948966]	[-2.4161077607058905, 4.37474499158761, 0.20000000670552254, 1.5707963267948966]	Left	0.02
4535	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	[-2.247908151448951, 4.197801804530824, 0.20000000670552254, 1.3707963267948966]	Right	0.02
4536	[-2.284991320493309, 4.266539265741052, 0.20000000670552254, 1.5707963267948966]	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	Left	0.02
4537	[-2.534991320493309, 4.496539265741053, 0.20000000670552254, 1.5707963267948966]	[-2.284991320493309, 4.266539265741052, 0.20000000670552254, 1.5707963267948966]	Right	0.02
4538	[-2.29823416984226, 4.452884716292228, 0.20000000670552254, 1.1707963267948966]	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	Left	0.02
4539	[-2.4584041167274244, 4.71603028078991, 0.20000000670552254, 1.1707963267948966]	[-2.29823416984226, 4.452884716292228, 0.20000000670552254, 1.1707963267948966]	Right	0.02
4540	[-2.190294045518383, 4.482021112104785, 0.20000000670552254, 1.3707963267948966]	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	Left	0.02
4541	[-2.284991320493309, 4.266539265741052, 0.20000000670552254, 1.3707963267948966]	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	Left	0.02
4542	[-2.481004636061557, 4.306273131900064, 0.20000000670552254, 1.5707963267948966]	[-2.284991320493309, 4.266539265741052, 0.20000000670552254, 1.3707963267948966]	Right	0.02
4543	[-2.2730711606456055, 4.325343260411526, 0.20000000670552254, 1.3707963267948966]	[-2.5300079649536196, 4.316206598439817, 0.20000000670552254, 1.3707963267948966]	Left	0.02
4544	[-2.5419281248013235, 4.257402603769343, 0.20000000670552254, 1.5707963267948966]	[-2.247908151448951, 4.197801804530824, 0.20000000670552254, 1.3707963267948966]	Right	0.02
4545	[-2.2919281248013235, 4.3174026037693425, 0.20000000670552254, 1.5707963267948966]	[-2.5419281248013235, 4.257402603769343, 0.20000000670552254, 1.5707963267948966]	Left	0.02
4546	[-2.4919281248013236, 4.257402603769343, 0.20000000670552254, 1.3707963267948966]	[-2.2919281248013235, 4.3174026037693425, 0.20000000670552254, 1.5707963267948966]	Right	0.02
4547	[-2.2919281248013235, 4.437402603769343, 0.20000000670552254, 1.5707963267948966]	[-2.5419281248013235, 4.257402603769343, 0.20000000670552254, 1.5707963267948966]	Left	0.02
4548	[-2.4919281248013236, 4.377402603769343, 0.20000000670552254, 1.5707963267948966]	[-2.2919281248013235, 4.437402603769343, 0.20000000670552254, 1.5707963267948966]	Right	0.02
4549	[-2.5419281248013235, 4.577402603769342, 0.20000000670552254, 1.7707963267948965]	[-2.2919281248013235, 4.437402603769343, 0.20000000670552254, 1.5707963267948966]	Right	0.02
4550	[-2.267775084528457, 4.735010060791985, 0.20000000670552254, 1.7707963267948965]	[-2.5419281248013235, 4.577402603769342, 0.20000000670552254, 1.7707963267948965]	Left	0.02
4551	[-2.5326586620682736, 4.783349385877344, 0.20000000670552254, 1.5707963267948966]	[-2.267775084528457, 4.735010060791985, 0.20000000670552254, 1.7707963267948965]	Right	0.02
4552	[-2.2826586620682736, 4.843349385877343, 0.20000000670552254, 1.3707963267948966]	[-2.5326586620682736, 4.783349385877344, 0.20000000670552254, 1.5707963267948966]	Left	0.02
