i	f_sup	f_swg	f_swg_id	traj_h
308	[2.6540723752390063, 1.4097318794110723, 0.0020500000937317964, 1.5415926535897924]	[2.3542002943265548, 1.418491736101459, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
309	[2.454157654630705, 1.4155717838713302, 0.0020500000937317964, 1.7415926535897923]	[2.6540723752390063, 1.4097318794110723, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
310	[2.6767246871217867, 1.5960265317947746, 0.0020500000937317964, 1.5415926535897924]	[2.454157654630705, 1.4155717838713302, 0.0020500000937317964, 1.7415926535897923]	Left	0.02
311	[2.3582882274487353, 1.5584320405272698, 0.0020500000937317964, 1.3415926535897924]	[2.6540723752390063, 1.4097318794110723, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
312	[2.5530577536243744, 1.5129916215886523, 0.0020500000937317964, 1.3415926535897924]	[2.3582882274487353, 1.5584320405272698, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
313	[2.3131599461403263, 1.8051372050985637, 0.0020500000937317964, 1.5415926535897924]	[2.5530577536243744, 1.5129916215886523, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
314	[2.5197905568779237, 2.029199229337852, 0.0020500000937317964, 1.5415926535897924]	[2.3131599461403263, 1.8051372050985637, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
315	[2.2698971561175476, 2.0364991099131746, 0.0020500000937317964, 1.5415926535897924]	[2.5197905568779237, 2.029199229337852, 0.0020500000937317964, 1.5415926535897924]	Right	0.02
316	[2.5238784900001043, 2.169139533763663, 0.0020500000937317964, 1.5415926535897924]	[2.2698971561175476, 2.0364991099131746, 0.0020500000937317964, 1.5415926535897924]	Left	0.02
317	[2.3504922229495815, 1.7450847188199994, 0.0020500000937317964, 1.1415926535897924]	[2.5530577536243744, 1.5129916215886523, 0.0020500000937317964, 1.3415926535897924]	Right	0.02
318	[2.69133889375695, 1.6655639856774185, 0.0020500000937317964, 1.1415926535897924]	[2.3582882274487353, 1.5584320405272698, 0.0020500000937317964, 1.3415926535897924]	Left	0.02
319	[2.584385838970299, 1.9124668898154698, 0.0020500000937317964, 1.3415926535897924]	[2.69133889375695, 1.6655639856774185, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
320	[2.538920967629015, 1.9332742316428269, 0.0020500000937317964, 0.9415926535897925]	[2.69133889375695, 1.6655639856774185, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
321	[2.8359755053616627, 2.001528181070263, 0.0020500000937317964, 0.9415926535897925]	[2.538920967629015, 1.9332742316428269, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
322	[2.8096314815664742, 2.305182577399838, 0.0020500000937317964, 0.9415926535897925]	[2.8359755053616627, 2.001528181070263, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
323	[2.534448218584642, 1.803351198596388, 0.0020500000937317964, 0.9415926535897925]	[2.69133889375695, 1.6655639856774185, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
324	[2.842502520645502, 1.8017552719700776, 0.0020500000937317964, 0.9415926535897925]	[2.534448218584642, 1.803351198596388, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
325	[2.645493172846263, 1.8709457111919714, 0.0020500000937317964, 1.1415926535897924]	[2.842502520645502, 1.8017552719700776, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
326	[2.680803239881584, 1.919455495421147, 0.0020500000937317964, 1.1415926535897924]	[2.842502520645502, 1.8017552719700776, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
327	[2.7769971397305193, 1.6268008634197841, 0.0020500000937317964, 1.1415926535897924]	[2.534448218584642, 1.803351198596388, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
328	[2.6367523380200972, 1.800959973411781, 0.0020500000937317964, 0.9415926535897925]	[2.7769971397305193, 1.6268008634197841, 0.0020500000937317964, 1.1415926535897924]	Right	0.02
329	[2.8388764389749945, 1.6538346940979443, 0.0020500000937317964, 0.9415926535897925]	[2.6367523380200972, 1.800959973411781, 0.0020500000937317964, 0.9415926535897925]	Left	0.02
330	[2.7360272699366113, 1.8523845579309726, 0.0020500000937317964, 1.1415926535897924]	[2.8388764389749945, 1.6538346940979443, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
331	[2.783107359317039, 1.9170642702365397, 0.0020500000937317964, 0.7415926535897925]	[2.8388764389749945, 1.6538346940979443, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
332	[2.70225771893508, 1.9759143819620744, 0.0020500000937317964, 1.1415926535897924]	[2.8388764389749945, 1.6538346940979443, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
333	[2.672062405055418, 1.8494697576409562, 0.0020500000937317964, 0.9415926535897925]	[2.8388764389749945, 1.6538346940979443, 0.0020500000937317964, 0.9415926535897925]	Right	0.02
334	[2.3784407457265333, 1.2389365679399296, 0.0020500000937317964, 1.7415926535897923]	[2.2287732577643613, 0.9339781395482991, 0.0020500000937317964, 1.9415926535897923]	Left	0.02
335	[2.2828034883511754, 0.8498310410675094, 0.0020500000937317964, 2.1415926535897922]	[2.451097685312755, 0.9578915022411372, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
336	[2.3754553624912154, 1.0756974401142427, 0.0020500000937317964, 2.1415926535897922]	[2.2828034883511754, 0.8498310410675094, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
337	[2.1014019748141206, 0.9472655877461169, 0.0020500000937317964, 2.1415926535897922]	[2.451097685312755, 0.9578915022411372, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
338	[2.207161165529636, 0.967636978940615, 0.0020500000937317964, 2.3415926535897924]	[2.451097685312755, 0.9578915022411372, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
339	[2.1903898405596927, 1.2719702217169382, 0.0020500000937317964, 2.3415926535897924]	[2.207161165529636, 0.967636978940615, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
340	[2.3928677378343393, 0.6005833556323051, 0.0020500000937317964, 2.5415926535897926]	[2.705613504412799, 0.7091655157105213, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
341	[2.3902492464259915, 0.8447004248895458, 0.0020500000937317964, 2.5415926535897926]	[2.3928677378343393, 0.6005833556323051, 0.0020500000937317964, 2.5415926535897926]	Left	0.02
342	[2.2490886280772324, 0.6383665211621263, 0.0020500000937317964, 2.3415926535897924]	[2.3902492464259915, 0.8447004248895458, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
343	[2.3388882476646, 0.97650263032819, 0.0020500000937317964, 2.1415926535897922]	[2.2490886280772324, 0.6383665211621263, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
344	[2.0324167216354168, 0.898559037048538, 0.0020500000937317964, 2.1415926535897922]	[2.3388882476646, 0.97650263032819, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
345	[2.2524398787256974, 1.1111379878974534, 0.0020500000937317964, 1.9415926535897923]	[2.0324167216354168, 0.898559037048538, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
346	[2.230827786490972, 1.1447968272897695, 0.0020500000937317964, 1.9415926535897923]	[2.0324167216354168, 0.898559037048538, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
347	[2.1887542372505773, 1.1177817119963624, 0.0020500000937317964, 2.3415926535897924]	[2.0324167216354168, 0.898559037048538, 0.0020500000937317964, 2.1415926535897922]	Left	0.02
348	[2.01534981254155, 0.8657283337382415, 0.0020500000937317964, 2.1415926535897922]	[2.1887542372505773, 1.1177817119963624, 0.0020500000937317964, 2.3415926535897924]	Right	0.02
349	[2.086446952222231, 0.8144119385677483, 0.0020500000937317964, 2.3415926535897924]	[2.3388882476646, 0.97650263032819, 0.0020500000937317964, 2.1415926535897922]	Right	0.02
350	[2.196115304012395, 1.060324224994492, 0.0020500000937317964, 2.1415926535897922]	[2.086446952222231, 0.8144119385677483, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
351	[2.350757443696307, 0.8207492284855307, 0.0020500000937317964, 2.5415926535897926]	[2.2490886280772324, 0.6383665211621263, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
352	[2.2591169622421288, 0.580536776354409, 0.0020500000937317964, 2.3415926535897924]	[2.350757443696307, 0.8207492284855307, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
353	[2.155295387526332, 0.7121463528430987, 0.0020500000937317964, 2.3415926535897924]	[2.350757443696307, 0.8207492284855307, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
354	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	[2.155295387526332, 0.7121463528430987, 0.0020500000937317964, 2.3415926535897924]	Left	0.02
355	[1.9553739780811985, 0.9455842034928492, 0.0020500000937317964, 2.5415926535897926]	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
356	[1.9601552790078338, 0.8817317238115638, 0.0020500000937317964, 2.5415926535897926]	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
357	[1.9271418544114467, 0.9043174227473654, 0.0020500000937317964, 2.5415926535897926]	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
358	[1.993168703604221, 0.8591460248757624, 0.0020500000937317964, 2.5415926535897926]	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
359	[2.026182128200608, 0.836560325939961, 0.0020500000937317964, 2.7415926535897928]	[2.2450950071136995, 1.0502824620091622, 0.0020500000937317964, 2.5415926535897926]	Right	0.02
360	[2.499093115062963, 0.25824617993769117, 0.0020500000937317964, 3.141592653589793]	[2.735105898312905, 0.5165056737469526, 0.0020500000937317964, 2.941592653589793]	Right	0.02
361	[2.499093115062963, 0.4582461799376912, 0.0020500000937317964, 3.141592653589793]	[2.499093115062963, 0.25824617993769117, 0.0020500000937317964, 3.141592653589793]	Left	0.02
362	[2.439093115062963, 0.5082461799376912, 0.0020500000937317964, 3.141592653589793]	[2.499093115062963, 0.25824617993769117, 0.0020500000937317964, 3.141592653589793]	Left	0.02
363	[2.2990931150629628, 0.3082461799376912, 0.0020500000937317964, 3.3415926535897933]	[2.439093115062963, 0.5082461799376912, 0.0020500000937317964, 3.141592653589793]	Right	0.02
364	[2.439093115062963, 0.20824617993769118, 0.0020500000937317964, 2.941592653589793]	[2.439093115062963, 0.5082461799376912, 0.0020500000937317964, 3.141592653589793]	Right	0.02
365	[2.559093115062963, 0.4582461799376912, 0.0020500000937317964, 3.141592653589793]	[2.499093115062963, 0.25824617993769117, 0.0020500000937317964, 3.141592653589793]	Left	0.02
366	[2.439093115062963, 0.4582461799376912, 0.0020500000937317964, 3.3415926535897933]	[2.499093115062963, 0.25824617993769117, 0.0020500000937317964, 3.141592653589793]	Left	0.02
367	[2.3222819302900577, 0.1284657270422077, 0.0020500000937317964, 3.141592653589793]	[2.439093115062963, 0.4582461799376912, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
368	[2.0922819302900577, 0.3284657270422078, 0.0020500000937317964, 3.141592653589793]	[2.3222819302900577, 0.1284657270422077, 0.0020500000937317964, 3.141592653589793]	Left	0.02
369	[2.3222819302900577, 0.3784657270422077, 0.0020500000937317964, 2.941592653589793]	[2.3222819302900577, 0.1284657270422077, 0.0020500000937317964, 3.141592653589793]	Left	0.02
370	[2.1422819302900575, 0.3784657270422077, 0.0020500000937317964, 3.3415926535897933]	[2.3222819302900577, 0.1284657270422077, 0.0020500000937317964, 3.141592653589793]	Left	0.02
371	[2.1820157964490696, 0.18245241147395938, 0.0020500000937317964, 3.5415926535897935]	[2.1422819302900575, 0.3784657270422077, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
372	[1.9188702319513875, 0.34262235835912347, 0.0020500000937317964, 3.7415926535897936]	[2.1820157964490696, 0.18245241147395938, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
373	[2.064673408630802, 0.05663204737852667, 0.0020500000937317964, 3.5415926535897935]	[2.1422819302900575, 0.3784657270422077, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
374	[2.054739942091049, 0.10563537627058872, 0.0020500000937317964, 3.3415926535897933]	[2.1422819302900575, 0.3784657270422077, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
375	[1.8777967550342627, 0.2738349855275285, 0.0020500000937317964, 3.5415926535897935]	[2.054739942091049, 0.10563537627058872, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
376	[1.8267318843355889, 0.03510421880374037, 0.0020500000937317964, 3.3415926535897933]	[1.8777967550342627, 0.2738349855275285, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
377	[1.7770645516368235, 0.2801208632640508, 0.0020500000937317964, 3.141592653589793]	[1.8267318843355889, 0.03510421880374037, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
378	[1.8370645516368236, -0.01987913673594921, 0.0020500000937317964, 3.141592653589793]	[1.7770645516368235, 0.2801208632640508, 0.0020500000937317964, 3.141592653589793]	Right	0.02
379	[1.7770645516368235, 0.1801208632640508, 0.0020500000937317964, 3.141592653589793]	[1.8370645516368236, -0.01987913673594921, 0.0020500000937317964, 3.141592653589793]	Left	0.02
380	[1.8370645516368236, -0.0698791367359492, 0.0020500000937317964, 2.941592653589793]	[1.7770645516368235, 0.1801208632640508, 0.0020500000937317964, 3.141592653589793]	Right	0.02
381	[1.8370645516368236, -0.11987913673594919, 0.0020500000937317964, 2.941592653589793]	[1.7770645516368235, 0.1801208632640508, 0.0020500000937317964, 3.141592653589793]	Right	0.02
382	[1.8970645516368236, 0.2301208632640508, 0.0020500000937317964, 3.141592653589793]	[1.8370645516368236, -0.01987913673594921, 0.0020500000937317964, 3.141592653589793]	Left	0.02
383	[1.8370645516368236, 0.1801208632640508, 0.0020500000937317964, 3.3415926535897933]	[1.8370645516368236, -0.01987913673594921, 0.0020500000937317964, 3.141592653589793]	Left	0.02
384	[1.7869980181765766, 0.2311175343719887, 0.0020500000937317964, 3.3415926535897933]	[1.8267318843355889, 0.03510421880374037, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
385	[1.7778613562048673, -0.025819269936025374, 0.0020500000937317964, 3.5415926535897935]	[1.7869980181765766, 0.2311175343719887, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
386	[1.468662742007041, 0.11487975983370621, 0.10000000149011612, 3.3415926535897933]	[1.7778613562048673, -0.025819269936025374, 0.0020500000937317964, 3.5415926535897935]	Left	0.152
387	[1.292914761802321, -0.17583083070946828, 0.10000000149011612, 3.141592653589793]	[1.468662742007041, 0.11487975983370621, 0.10000000149011612, 3.3415926535897933]	Right	0.152
388	[1.2329147618023208, 0.07416916929053172, 0.10000000149011612, 3.141592653589793]	[1.292914761802321, -0.17583083070946828, 0.10000000149011612, 3.141592653589793]	Left	0.02
389	[1.0929147618023207, -0.22583083070946827, 0.10000000149011612, 3.141592653589793]	[1.2329147618023208, 0.07416916929053172, 0.10000000149011612, 3.141592653589793]	Right	0.02
390	[1.1529147618023208, 0.07416916929053172, 0.10000000149011612, 3.3415926535897933]	[1.0929147618023207, -0.22583083070946827, 0.10000000149011612, 3.141592653589793]	Left	0.02
391	[1.0261701104896626, -0.2066079547128897, 0.10000000149011612, 3.3415926535897933]	[1.1529147618023208, 0.07416916929053172, 0.10000000149011612, 3.3415926535897933]	Right	0.02
392	[1.1338446332908585, -0.13376430612542028, 0.10000000149011612, 3.3415926535897933]	[1.1529147618023208, 0.07416916929053172, 0.10000000149011612, 3.3415926535897933]	Right	0.02
393	[0.9176987831204227, 0.026488529899717006, 0.10000000149011612, 3.5415926535897935]	[1.1338446332908585, -0.13376430612542028, 0.10000000149011612, 3.3415926535897933]	Left	0.02
394	[1.0897879454531911, -0.22646466776262947, 0.10000000149011612, 3.5415926535897935]	[0.9176987831204227, 0.026488529899717006, 0.10000000149011612, 3.5415926535897935]	Right	0.02
395	[0.8266423809555091, -0.06629472087746535, 0.10000000149011612, 3.7415926535897936]	[1.0897879454531911, -0.22646466776262947, 0.10000000149011612, 3.5415926535897935]	Left	0.02
396	[1.011904276991461, -0.04225246896205245, 0.10000000149011612, 3.7415926535897936]	[1.0897879454531911, -0.22646466776262947, 0.10000000149011612, 3.5415926535897935]	Left	0.02
397	[1.0092857855831132, -0.2863695382192931, 0.10000000149011612, 3.5415926535897935]	[1.011904276991461, -0.04225246896205245, 0.10000000149011612, 3.7415926535897936]	Right	0.02
398	[0.8392960177210946, -0.1410991736495812, 0.10000000149011612, 3.7415926535897936]	[1.0092857855831132, -0.2863695382192931, 0.10000000149011612, 3.5415926535897935]	Left	0.02
399	[0.9027043755055211, -0.3400448450352189, 0.10000000149011612, 3.5415926535897935]	[0.8392960177210946, -0.1410991736495812, 0.10000000149011612, 3.7415926535897936]	Right	0.02
400	[0.7695570474036179, -0.17919774677316094, 0.10000000149011612, 3.5415926535897935]	[0.9027043755055211, -0.3400448450352189, 0.10000000149011612, 3.5415926535897935]	Left	0.02
401	[0.824820707043791, -0.1558326462346419, 0.10000000149011612, 3.5415926535897935]	[0.9027043755055211, -0.3400448450352189, 0.10000000149011612, 3.5415926535897935]	Left	0.02
402	[0.7858788728129259, -0.06372654683435341, 0.10000000149011612, 3.3415926535897933]	[0.9027043755055211, -0.3400448450352189, 0.10000000149011612, 3.5415926535897935]	Left	0.02
403	[0.7858788728129259, -0.06372654683435341, 0.10000000149011612, 3.7415926535897936]	[0.9027043755055211, -0.3400448450352189, 0.10000000149011612, 3.5415926535897935]	Left	0.02
404	[0.8649096499824986, -0.4264830236523057, 0.10000000149011612, 3.941592653589794]	[0.8392960177210946, -0.1410991736495812, 0.10000000149011612, 3.7415926535897936]	Right	0.02
405	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	[0.8649096499824986, -0.4264830236523057, 0.10000000149011612, 3.941592653589794]	Left	0.02
406	[0.9832639914537047, -0.45667926717781687, 0.10000000149011612, 4.141592653589794]	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	Right	0.02
407	[0.8979662577438587, -0.4969818306690417, 0.10000000149011612, 4.341592653589794]	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	Right	0.02
408	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	[0.8979662577438587, -0.4969818306690417, 0.10000000149011612, 4.341592653589794]	Left	0.02
409	[1.017391388120966, -0.41637343884447153, 0.10000000149011612, 4.541592653589794]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
410	[0.9409241587575046, -0.5655470384976132, 0.10000000149011612, 4.541592653589794]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
411	[0.7132401270377693, -0.7089345613154882, 0.10000000149011612, 4.7415926535897945]	[0.9409241587575046, -0.5655470384976132, 0.10000000149011612, 4.541592653589794]	Left	0.02
412	[1.018368121964453, -0.8800979531725721, 0.10000000149011612, 4.541592653589794]	[0.7132401270377693, -0.7089345613154882, 0.10000000149011612, 4.7415926535897945]	Right	0.02
413	[0.8212781759667609, -0.8461045245925242, 0.10000000149011612, 4.541592653589794]	[1.018368121964453, -0.8800979531725721, 0.10000000149011612, 4.541592653589794]	Left	0.02
414	[0.9188284301804733, -0.6936555033961131, 0.10000000149011612, 4.7415926535897945]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
415	[0.7218336618023014, -0.7994527681605217, 0.10000000149011612, 4.7415926535897945]	[0.9188284301804733, -0.6936555033961131, 0.10000000149011612, 4.7415926535897945]	Left	0.02
416	[0.725629599701469, -0.9293973365559174, 0.10000000149011612, 4.941592653589795]	[0.9188284301804733, -0.6936555033961131, 0.10000000149011612, 4.7415926535897945]	Left	0.02
417	[0.9612955029218639, -1.0592494911753747, 0.10000000149011612, 4.941592653589795]	[0.725629599701469, -0.9293973365559174, 0.10000000149011612, 4.941592653589795]	Right	0.02
418	[0.8984503579740911, -0.5176306921530628, 0.10000000149011612, 4.541592653589794]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
419	[0.934125473041495, -0.6049650276971517, 0.10000000149011612, 4.341592653589794]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
420	[0.7477176558480496, -0.5324934768018171, 0.10000000149011612, 4.141592653589794]	[0.934125473041495, -0.6049650276971517, 0.10000000149011612, 4.341592653589794]	Left	0.02
421	[1.0001589512904188, -0.6945841685622589, 0.10000000149011612, 4.341592653589794]	[0.7477176558480496, -0.5324934768018171, 0.10000000149011612, 4.141592653589794]	Right	0.02
422	[0.7694591211166499, -0.4765711316437835, 0.10000000149011612, 4.541592653589794]	[0.934125473041495, -0.6049650276971517, 0.10000000149011612, 4.341592653589794]	Left	0.02
423	[1.026001597246133, -0.7542147124112013, 0.10000000149011612, 4.541592653589794]	[0.7694591211166499, -0.4765711316437835, 0.10000000149011612, 4.541592653589794]	Right	0.02
424	[1.048097325823164, -0.6261062475127015, 0.10000000149011612, 4.341592653589794]	[0.7694591211166499, -0.4765711316437835, 0.10000000149011612, 4.541592653589794]	Right	0.02
425	[0.9681189016215429, -0.4078750816994595, 0.10000000149011612, 4.541592653589794]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.541592653589794]	Right	0.02
426	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.7415926535897945]	[0.9681189016215429, -0.4078750816994595, 0.10000000149011612, 4.541592653589794]	Left	0.02
427	[0.9167290751729467, -0.5985936238609201, 0.10000000149011612, 4.941592653589795]	[0.7115584405504134, -0.4245102797737072, 0.10000000149011612, 4.7415926535897945]	Right	0.02
428	[0.8558927085034639, -0.4699667153756347, 0.10000000149011612, 3.941592653589794]	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	Right	0.02
429	[0.8979662577438587, -0.4969818306690417, 0.10000000149011612, 4.141592653589794]	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	Right	0.02
430	[0.9411904422133098, -0.42966415188440993, 0.10000000149011612, 4.341592653589794]	[0.7632408343634239, -0.24410031632890133, 0.10000000149011612, 4.141592653589794]	Right	0.02
431	[0.7299221359901035, -0.2831523681072081, 0.10000000149011612, 4.541592653589794]	[0.9411904422133098, -0.42966415188440993, 0.10000000149011612, 4.341592653589794]	Left	0.02
432	[0.903216681981762, -0.45510875888564056, 0.10000000149011612, 4.541592653589794]	[0.7299221359901035, -0.2831523681072081, 0.10000000149011612, 4.541592653589794]	Right	0.02
433	[1.035755083560656, -0.27501552717797245, 0.10000000149011612, 4.341592653589794]	[0.7299221359901035, -0.2831523681072081, 0.10000000149011612, 4.541592653589794]	Right	0.02
434	[0.9660865399132041, -0.38477113763157567, 0.10000000149011612, 4.541592653589794]	[0.7299221359901035, -0.2831523681072081, 0.10000000149011612, 4.541592653589794]	Right	0.02
435	[0.719724107416089, -0.3422793519065157, 0.10000000149011612, 4.541592653589794]	[0.9660865399132041, -0.38477113763157567, 0.10000000149011612, 4.541592653589794]	Left	0.02
436	[0.9477239425306911, 0.013313860520091425, 0.10000000149011612, 3.5415926535897935]	[1.0092857855831132, -0.2863695382192931, 0.10000000149011612, 3.5415926535897935]	Left	0.02
437	[0.8966590718320173, -0.2254169062036967, 0.10000000149011612, 3.7415926535897936]	[0.9477239425306911, 0.013313860520091425, 0.10000000149011612, 3.5415926535897935]	Right	0.02
438	[0.8003541834902295, -0.04899307424929267, 0.10000000149011612, 3.3415926535897933]	[1.0092857855831132, -0.2863695382192931, 0.10000000149011612, 3.5415926535897935]	Left	0.02
439	[0.9371697002358553, -0.019564519800427255, 0.10000000149011612, 3.3415926535897933]	[1.0897879454531911, -0.22646466776262947, 0.10000000149011612, 3.5415926535897935]	Left	0.02
440	[0.7713551865708881, -0.3592784392356638, 0.10000000149011612, 3.5415926535897935]	[0.9371697002358553, -0.019564519800427255, 0.10000000149011612, 3.3415926535897933]	Right	0.02
441	[0.751488253491382, -0.2612717814515397, 0.10000000149011612, 3.141592653589793]	[0.9371697002358553, -0.019564519800427255, 0.10000000149011612, 3.3415926535897933]	Right	0.02
442	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	[0.751488253491382, -0.2612717814515397, 0.10000000149011612, 3.141592653589793]	Left	0.02
443	[0.7532154618662702, -0.22715203009929413, 0.10000000149011612, 3.141592653589793]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
444	[0.9100261143208689, -0.19536493717208434, 0.10000000149011612, 3.5415926535897935]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
445	[0.7730823949457764, -0.32515868788341823, 0.10000000149011612, 3.3415926535897933]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
446	[0.7924181249799198, -0.21920525686749168, 0.10000000149011612, 3.3415926535897933]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
447	[0.9298930474003749, -0.29337159495620846, 0.10000000149011612, 3.141592653589793]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
448	[0.8611555861901474, -0.2562884259118501, 0.10000000149011612, 3.3415926535897933]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
449	[0.8702922481618566, 0.0006483783961639955, 0.10000000149011612, 3.3415926535897933]	[0.8611555861901474, -0.2562884259118501, 0.10000000149011612, 3.3415926535897933]	Left	0.02
450	[0.8710890527299004, -0.30529175480391213, 0.10000000149011612, 3.3415926535897933]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
451	[0.9298930474003749, -0.29337159495620846, 0.10000000149011612, 3.5415926535897935]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
452	[0.7730823949457764, -0.32515868788341823, 0.10000000149011612, 3.141592653589793]	[0.8114882534913821, -0.011271781451539675, 0.10000000149011612, 3.3415926535897933]	Right	0.02
453	[1.192648627961333, -0.12184414627771661, 0.10000000149011612, 3.3415926535897933]	[1.1529147618023208, 0.07416916929053172, 0.10000000149011612, 3.3415926535897933]	Right	0.02
454	[1.2017852899330423, 0.13509265803029746, 0.10000000149011612, 3.3415926535897933]	[1.192648627961333, -0.12184414627771661, 0.10000000149011612, 3.3415926535897933]	Left	0.02
455	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	[1.0929147618023207, -0.22583083070946827, 0.10000000149011612, 3.141592653589793]	Left	0.02
456	[0.9719848903137829, -0.1837643061254203, 0.10000000149011612, 2.941592653589793]	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	Right	0.02
457	[0.8151742378591842, -0.15197721319821045, 0.10000000149011612, 2.7415926535897928]	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	Right	0.02
458	[0.7759715747455346, -0.144030439966408, 0.10000000149011612, 2.941592653589793]	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	Right	0.02
459	[0.9032474291035554, -0.22084747516977868, 0.10000000149011612, 2.7415926535897928]	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	Right	0.02
460	[0.7953073047796781, -0.24998387098233457, 0.10000000149011612, 2.7415926535897928]	[0.9529147618023207, 0.024169169290531728, 0.10000000149011612, 2.941592653589793]	Right	0.02
461	[0.7831842683118695, 0.08085299514174202, 0.10000000149011612, 2.5415926535897926]	[0.7953073047796781, -0.24998387098233457, 0.10000000149011612, 2.7415926535897928]	Left	0.02
