i	f_sup	f_swg	f_swg_id	traj_h
152	[-2.231447635542386, 0.8982731340361463, 0.0020500000937317964, 1.3707963267948966]	[-1.9778172865031458, 0.8561822080991568, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
153	[-2.035434319974138, 0.858539267877134, 0.0020500000937317964, 1.1707963267948966]	[-2.231447635542386, 0.8982731340361463, 0.0020500000937317964, 1.3707963267948966]	Left	0.02
154	[-2.072463266572733, 1.1459099051815504, 0.0020500000937317964, 0.9707963267948967]	[-1.9778172865031458, 0.8561822080991568, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
155	[-1.961563401433906, 1.023022884255051, 0.0020500000937317964, 1.3707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
156	[-1.9920397174417042, 1.079336241130599, 0.0020500000937317964, 1.1707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
157	[-1.9459866677415598, 1.0598653240151663, 0.0020500000937317964, 0.9707963267948967]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
158	[-1.9109390169337814, 1.1427608134754261, 0.0020500000937317964, 1.3707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
159	[-2.1069523325020296, 1.1824946796344384, 0.0020500000937317964, 1.5707963267948966]	[-1.9109390169337814, 1.1427608134754261, 0.0020500000937317964, 1.3707963267948966]	Right	0.02
160	[-1.9109390169337814, 1.1427608134754261, 0.0020500000937317964, 1.1707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
161	[-1.9155103517337617, 1.0035519671396185, 0.0020500000937317964, 1.1707963267948966]	[-2.2307704841654923, 1.028271370431925, 0.0020500000937317964, 1.1707963267948966]	Left	0.02
162	[-2.145775600234483, 1.1009065527167812, 0.0020500000937317964, 0.9707963267948967]	[-1.9155103517337617, 1.0035519671396185, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
163	[-1.8417106684220759, 1.0140473721892385, 0.0020500000937317964, 0.9707963267948967]	[-2.145775600234483, 1.1009065527167812, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
164	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	[-2.145775600234483, 1.1009065527167812, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
165	[-1.9358806124199064, 1.2235454395619172, 0.0020500000937317964, 0.5707963267948968]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
166	[-1.8415918515253504, 1.3848204517893832, 0.0020500000937317964, 0.7707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
167	[-1.8702860951613314, 1.3569521834154965, 0.0020500000937317964, 0.7707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
168	[-1.9707159478872647, 1.2594132441068933, 0.0020500000937317964, 0.9707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
169	[-2.048592648808594, 1.2534786460910396, 0.0020500000937317964, 0.5707963267948968]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
170	[-1.8865019570481523, 1.0010373506486707, 0.0020500000937317964, 0.37079632679489677]	[-2.048592648808594, 1.2534786460910396, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
171	[-2.051131628549188, 1.2589076111702382, 0.0020500000937317964, 0.37079632679489677]	[-1.8865019570481523, 1.0010373506486707, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
172	[-1.867338281333297, 1.062133615126099, 0.0020500000937317964, 0.17079632679489676]	[-2.051131628549188, 1.2589076111702382, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
173	[-1.7746572667320852, 1.0445202811858716, 0.0020500000937317964, 0.17079632679489676]	[-2.051131628549188, 1.2589076111702382, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
174	[-1.867777679111441, 1.2314121986095492, 0.0020500000937317964, 0.37079632679489677]	[-1.7746572667320852, 1.0445202811858716, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
175	[-1.8171490524571454, 1.2908827136829866, 0.0020500000937317964, 0.17079632679489676]	[-1.7746572667320852, 1.0445202811858716, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
176	[-1.7746572667320852, 1.0445202811858716, 0.0020500000937317964, 0.5707963267948968]	[-2.051131628549188, 1.2589076111702382, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
177	[-1.8854561690571308, 1.1087355694244603, 0.0020500000937317964, 0.5707963267948968]	[-2.051131628549188, 1.2589076111702382, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
178	[-1.9338156742646706, 1.3649517195865861, 0.0020500000937317964, 0.7707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
179	[-1.8989803387973123, 1.3290839150416098, 0.0020500000937317964, 0.9707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
180	[-1.835450759693973, 1.3210843788705204, 0.0020500000937317964, 0.7707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
181	[-1.5547031377998712, 1.1755482225353802, 0.0020500000937317964, 0.7707963267948967]	[-1.835450759693973, 1.3210843788705204, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
182	[-1.9625099179006515, 1.3370834512126994, 0.0020500000937317964, 0.7707963267948967]	[-1.7965392705504732, 1.0800742213820127, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
183	[-1.7534979050965018, 1.1218766239428426, 0.0020500000937317964, 0.5707963267948968]	[-1.9625099179006515, 1.3370834512126994, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
184	[-1.7437524283970243, 1.3658131437259615, 0.0020500000937317964, 0.7707963267948967]	[-1.7534979050965018, 1.1218766239428426, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
185	[-1.503981233801658, 1.31988086485466, 0.0020500000937317964, 0.9707963267948967]	[-1.7437524283970243, 1.3658131437259615, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
186	[-1.6680200397643137, 1.4144403512540942, 0.0020500000937317964, 0.37079632679489677]	[-1.7534979050965018, 1.1218766239428426, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
187	[-1.503390368263278, 1.1565700907325267, 0.0020500000937317964, 0.37079632679489677]	[-1.6680200397643137, 1.4144403512540942, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
188	[-1.538057461724413, 1.4113213274929337, 0.0020500000937317964, 0.17079632679489676]	[-1.503390368263278, 1.1565700907325267, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
189	[-1.5023445802722564, 1.2642683095083163, 0.0020500000937317964, 0.37079632679489677]	[-1.6680200397643137, 1.4144403512540942, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
190	[-1.4805664345798468, 1.5946101209252184, 0.0020500000937317964, 0.5707963267948968]	[-1.5023445802722564, 1.2642683095083163, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
191	[-1.4251669834173242, 1.5625024768059241, 0.0020500000937317964, 0.17079632679489676]	[-1.5023445802722564, 1.2642683095083163, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
192	[-1.4070490956934905, 1.5159005225075628, 0.0020500000937317964, 0.37079632679489677]	[-1.5023445802722564, 1.2642683095083163, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
193	[-1.204092072762744, 1.3802227909408518, 0.0020500000937317964, 0.5707963267948968]	[-1.4070490956934905, 1.5159005225075628, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
194	[-1.2820356660423964, 1.6866943169700348, 0.0020500000937317964, 0.37079632679489677]	[-1.204092072762744, 1.3802227909408518, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
195	[-1.4166710236116598, 1.6002459480311324, 0.0020500000937317964, 0.7707963267948967]	[-1.204092072762744, 1.3802227909408518, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
196	[-1.503390368263278, 1.1565700907325267, 0.0020500000937317964, 0.5707963267948968]	[-1.6680200397643137, 1.4144403512540942, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
197	[-1.4288272413858998, 1.1855587110906607, 0.0020500000937317964, 0.37079632679489677]	[-1.6680200397643137, 1.4144403512540942, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
198	[-1.408094883684512, 1.4082023037317732, 0.0020500000937317964, 0.37079632679489677]	[-1.4288272413858998, 1.1855587110906607, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
199	[-1.5572211374392682, 1.3502250630155055, 0.0020500000937317964, 0.17079632679489676]	[-1.4288272413858998, 1.1855587110906607, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
200	[-1.5062309945691958, 1.0545901440189676, 0.0020500000937317964, 0.17079632679489676]	[-1.5572211374392682, 1.3502250630155055, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
201	[-1.3305676995419222, 1.389317505882561, 0.0020500000937317964, -0.029203673205103253]	[-1.5062309945691958, 1.0545901440189676, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
202	[-1.441679450150398, 1.2686768043066836, 0.0020500000937317964, -0.029203673205103253]	[-1.5062309945691958, 1.0545901440189676, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
203	[-1.507493770793146, 1.0705140550364598, 0.0020500000937317964, -0.22920367320510326]	[-1.441679450150398, 1.2686768043066836, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
204	[-1.3029944740622725, 1.3308600510428863, 0.0020500000937317964, -0.4292036732051033]	[-1.507493770793146, 1.0705140550364598, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
205	[-1.2187001168565084, 0.9623570505893391, 0.0020500000937317964, -0.4292036732051033]	[-1.3029944740622725, 1.3308600510428863, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
206	[-1.5091241049725659, 1.3276080884375938, 0.0020500000937317964, -0.029203673205103253]	[-1.507493770793146, 1.0705140550364598, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
207	[-1.4506932471198741, 1.3139759627560086, 0.0020500000937317964, -0.029203673205103253]	[-1.507493770793146, 1.0705140550364598, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
208	[-1.3708133202458228, 1.4226966139108403, 0.0020500000937317964, 0.17079632679489676]	[-1.4288272413858998, 1.1855587110906607, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
209	[-1.1016680966234167, 1.2154266242807807, 0.0020500000937317964, 0.17079632679489676]	[-1.3708133202458228, 1.4226966139108403, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
210	[-1.2297765615219165, 1.1933308957037494, 0.0020500000937317964, 0.37079632679489677]	[-1.3708133202458228, 1.4226966139108403, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
211	[-1.3581704575752849, 1.3579972476285942, 0.0020500000937317964, 0.5707963267948968]	[-1.2297765615219165, 1.1933308957037494, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
212	[-1.0446149885494216, 1.2028103672424904, 0.0020500000937317964, 0.5707963267948968]	[-1.3581704575752849, 1.3579972476285942, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
213	[-1.034869511849944, 1.4467468870256093, 0.0020500000937317964, 0.7707963267948967]	[-1.0446149885494216, 1.2028103672424904, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
214	[-1.1016680966234167, 1.2154266242807807, 0.0020500000937317964, -0.029203673205103253]	[-1.3708133202458228, 1.4226966139108403, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
215	[-1.2212782043769046, 1.1440584092043264, 0.0020500000937317964, 0.17079632679489676]	[-1.3708133202458228, 1.4226966139108403, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
216	[-1.2637699901019648, 1.3904208417014414, 0.0020500000937317964, -0.029203673205103253]	[-1.2212782043769046, 1.1440584092043264, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
217	[-1.2696098945622225, 1.1905061210931405, 0.0020500000937317964, -0.029203673205103253]	[-1.2637699901019648, 1.3904208417014414, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
218	[-1.080926789324365, 1.4851222879913601, 0.0020500000937317964, 0.17079632679489676]	[-1.2696098945622225, 1.1905061210931405, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
219	[-1.2037955739194746, 1.3886688703633643, 0.0020500000937317964, -0.029203673205103253]	[-1.2696098945622225, 1.1905061210931405, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
220	[-1.0297122298322614, 1.1834982357408312, 0.0020500000937317964, 0.17079632679489676]	[-1.2037955739194746, 1.3886688703633643, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
221	[-1.0309481091722896, 1.4836623118762957, 0.0020500000937317964, 0.17079632679489676]	[-1.2696098945622225, 1.1905061210931405, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
222	[-1.0309481091722896, 1.4836623118762957, 0.0020500000937317964, -0.22920367320510326]	[-1.2696098945622225, 1.1905061210931405, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
223	[-0.9903638697577418, 1.2174801946874383, 0.0020500000937317964, -0.22920367320510326]	[-1.0309481091722896, 1.4836623118762957, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
224	[-0.7095783909824852, 1.408685620627577, 0.0020500000937317964, -0.4292036732051033]	[-0.9903638697577418, 1.2174801946874383, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
225	[-0.7696308772610493, 1.3713533438183216, 0.0020500000937317964, -0.4292036732051033]	[-0.9903638697577418, 1.2174801946874383, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
226	[-0.9400498597879596, 1.2570844924436244, 0.0020500000937317964, -0.22920367320510326]	[-1.0309481091722896, 1.4836623118762957, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
227	[-0.8946094408493422, 1.4518540186192634, 0.0020500000937317964, -0.4292036732051033]	[-0.9400498597879596, 1.2570844924436244, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
228	[-0.768700399988864, 1.1742807608482844, 0.0020500000937317964, -0.4292036732051033]	[-0.8946094408493422, 1.4518540186192634, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
229	[-0.6646636908520784, 1.4016051175547048, 0.0020500000937317964, -0.6292036732051033]	[-0.768700399988864, 1.1742807608482844, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
230	[-0.7015142739211886, 1.1810557250652522, 0.0020500000937317964, -0.4292036732051033]	[-0.6646636908520784, 1.4016051175547048, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
231	[-0.4091464984418533, 1.2672014380245458, 0.0020500000937317964, -0.4292036732051033]	[-0.7015142739211886, 1.1810557250652522, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
232	[-0.3248521412360892, 0.8986984375709985, 0.0020500000937317964, -0.4292036732051033]	[-0.4091464984418533, 1.2672014380245458, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
233	[-0.05714189527068092, 1.0511163636989334, 0.0020500000937317964, -0.4292036732051033]	[-0.3248521412360892, 0.8986984375709985, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
234	[-0.4338040279557803, 1.333473651193187, 0.0020500000937317964, -0.22920367320510326]	[-0.7015142739211886, 1.1810557250652522, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
235	[-0.2666195965270671, 1.0377552616942283, 0.0020500000937317964, -0.029203673205103253]	[-0.4338040279557803, 1.333473651193187, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
236	[-0.07939646740427403, 1.2823927484403725, 0.0020500000937317964, -0.029203673205103253]	[-0.2666195965270671, 1.0377552616942283, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
237	[0.14174560460488558, 0.9758047773986247, 0.0020500000937317964, 0.17079632679489676]	[-0.07939646740427403, 1.2823927484403725, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
238	[-0.14813074027715092, 0.9842726388659984, 0.0020500000937317964, 0.17079632679489676]	[-0.07939646740427403, 1.2823927484403725, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
239	[-0.08357919585835313, 1.1983592991537144, 0.0020500000937317964, -0.029203673205103253]	[-0.14813074027715092, 0.9842726388659984, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
240	[0.007618307755410822, 0.895567266011134, 0.0020500000937317964, -0.029203673205103253]	[-0.08357919585835313, 1.1983592991537144, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
241	[0.014918188330732971, 1.1454606667715104, 0.0020500000937317964, -0.22920367320510326]	[0.007618307755410822, 0.895567266011134, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
242	[-0.028181907912170297, 0.9807686961898436, 0.0020500000937317964, -0.029203673205103253]	[-0.07939646740427403, 1.2823927484403725, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
243	[-0.022342003451912576, 1.1806834167981446, 0.0020500000937317964, 0.17079632679489676]	[-0.028181907912170297, 0.9807686961898436, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
244	[0.039092388845642166, 1.2289101256121426, 0.0020500000937317964, -0.22920367320510326]	[-0.028181907912170297, 0.9807686961898436, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
245	[0.1575844387304456, 0.9445518408478382, 0.0020500000937317964, -0.4292036732051033]	[0.039092388845642166, 1.2289101256121426, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
246	[0.1186305334953178, 0.9536399246355616, 0.0020500000937317964, -0.22920367320510326]	[0.039092388845642166, 1.2289101256121426, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
247	[0.17543105716858953, 1.1971018323551104, 0.0020500000937317964, -0.4292036732051033]	[0.1186305334953178, 0.9536399246355616, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
248	[0.07139434803180396, 0.9697774756486899, 0.0020500000937317964, -0.4292036732051033]	[0.17543105716858953, 1.1971018323551104, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
