i	f_sup	f_swg	f_swg_id	traj_h
647	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	[1.7445891682164074, -2.152602355137873, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
648	[1.8924679816931236, -2.1168817295499607, 0.0020500000937317964, -0.8292036732051034]	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
649	[1.9468073665023315, -2.280121526347668, 0.0020500000937317964, -0.4292036732051034]	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
650	[2.0085722785178826, -2.2632367508469025, 0.0020500000937317964, -0.4292036732051034]	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
651	[1.9733176220750825, -2.1757318412754953, 0.0020500000937317964, -0.4292036732051034]	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
652	[1.9810179974482223, -2.399206010295346, 0.0020500000937317964, -0.6292036732051034]	[1.9733176220750825, -2.1757318412754953, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
653	[2.1281432767620587, -2.197081909340448, 0.0020500000937317964, -0.8292036732051034]	[1.9810179974482223, -2.399206010295346, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
654	[2.0383596931539083, -2.4691828246540104, 0.0020500000937317964, -1.0292036732051033]	[2.1281432767620587, -2.197081909340448, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
655	[2.221651799186857, -2.2888941564965073, 0.0020500000937317964, -1.0292036732051033]	[2.0383596931539083, -2.4691828246540104, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
656	[1.995515255485461, -2.4949578932450835, 0.0020500000937317964, -1.0292036732051033]	[2.221651799186857, -2.2888941564965073, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
657	[2.17880736151841, -2.314669225087581, 0.0020500000937317964, -1.0292036732051033]	[1.995515255485461, -2.4949578932450835, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
658	[1.964585173176173, -2.443544568042947, 0.0020500000937317964, -1.2292036732051033]	[2.17880736151841, -2.314669225087581, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
659	[1.8924679816931236, -2.1168817295499607, 0.0020500000937317964, -0.4292036732051034]	[1.7159176465165198, -2.359430650695838, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
660	[1.8793610152389062, -2.3858207699110956, 0.0020500000937317964, -0.6292036732051034]	[1.8924679816931236, -2.1168817295499607, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
661	[1.9975696807262449, -2.4399198586622237, 0.0020500000937317964, -0.4292036732051034]	[1.8924679816931236, -2.1168817295499607, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
662	[2.208100687791269, -2.316320930413687, 0.0020500000937317964, -0.6292036732051034]	[1.9975696807262449, -2.4399198586622237, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
663	[2.235929817027726, -2.5839504122835675, 0.0020500000937317964, -0.6292036732051034]	[2.208100687791269, -2.316320930413687, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
664	[2.109485192706608, -2.5537550984039052, 0.0020500000937317964, -0.8292036732051034]	[2.208100687791269, -2.316320930413687, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
665	[2.3712310982020504, -2.3953597671710347, 0.0020500000937317964, -0.6292036732051034]	[2.109485192706608, -2.5537550984039052, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
666	[2.2469295813559382, -2.6538002883373144, 0.0020500000937317964, -0.6292036732051034]	[2.208100687791269, -2.316320930413687, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
667	[0.9802839886008562, -1.8428423626093509, 0.0020500000937317964, -0.8292036732051034]	[1.075984683395501, -1.5414433297379393, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
668	[1.1609743124301608, -1.5959597855115308, 0.0020500000937317964, -0.6292036732051034]	[0.9802839886008562, -1.8428423626093509, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
669	[1.1241046266530985, -1.6297329445390885, 0.0020500000937317964, -0.8292036732051034]	[0.9802839886008562, -1.8428423626093509, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
670	[1.1241046266530985, -1.6297329445390885, 0.0020500000937317964, -1.0292036732051033]	[0.9802839886008562, -1.8428423626093509, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
671	[0.8979680829517023, -1.8357966812876645, 0.0020500000937317964, -1.2292036732051033]	[1.1241046266530985, -1.6297329445390885, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
672	[1.1333108921072605, -1.9007101789500955, 0.0020500000937317964, -1.2292036732051033]	[0.8979680829517023, -1.8357966812876645, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
673	[0.9836569582885969, -1.7842465441055182, 0.0020500000937317964, -0.8292036732051034]	[1.1241046266530985, -1.6297329445390885, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
674	[0.49266344374838933, -0.38742516357729223, 0.0020500000937317964, -0.6292036732051034]	[0.348842805696147, -0.6005345816475547, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
675	[0.2970283802053775, -0.554239197496869, 0.0020500000937317964, -0.8292036732051034]	[0.49266344374838933, -0.38742516357729223, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
676	[-0.05485259224732536, -0.026487522880364753, 0.0020500000937317964, -0.8292036732051034]	[0.14745524073575195, 0.025199426281791282, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
677	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	[-0.05485259224732536, -0.026487522880364753, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
678	[0.09431088578042995, -0.33737376706409083, 0.0020500000937317964, -0.8292036732051034]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
679	[0.07038888530788862, -0.2372351736378212, 0.0020500000937317964, -0.6292036732051034]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
680	[0.2660239488509004, -0.0704211397182444, 0.0020500000937317964, -0.4292036732051034]	[0.07038888530788862, -0.2372351736378212, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
681	[0.3048534347153804, -0.4181167983444345, 0.0020500000937317964, -0.22920367320510338]	[0.2660239488509004, -0.0704211397182444, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
682	[0.05322151664085881, -0.14447051736696404, 0.0020500000937317964, -1.0292036732051033]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
683	[-0.02417595996927252, -0.13400005346204685, 0.0020500000937317964, -0.8292036732051034]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
684	[0.12330278313897658, 0.001092582648183349, 0.0020500000937317964, -0.6292036732051034]	[-0.02417595996927252, -0.13400005346204685, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
685	[0.281755841415246, -0.0978651271216833, 0.0020500000937317964, -1.0292036732051033]	[-0.02417595996927252, -0.13400005346204685, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
686	[0.10725857108495088, -0.20346201461026364, 0.0020500000937317964, -0.6292036732051034]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
687	[0.39699840279629717, -0.04330324988013498, 0.0020500000937317964, -0.4292036732051034]	[0.10725857108495088, -0.20346201461026364, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
688	[0.42933825894908084, -0.06684329457034882, 0.0020500000937317964, -0.8292036732051034]	[0.10725857108495088, -0.20346201461026364, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
689	[0.2734685787651954, -0.07707280088166635, 0.0020500000937317964, -0.4292036732051034]	[0.10725857108495088, -0.20346201461026364, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
690	[0.06053772675287239, -0.30050408128702855, 0.0020500000937317964, -0.6292036732051034]	[0.16017246891603884, 0.0348657416757409, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
691	[0.12972816597476614, -0.10349473348778976, 0.0020500000937317964, -0.4292036732051034]	[0.06053772675287239, -0.30050408128702855, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
692	[0.15299309659357596, -0.38907964731081013, 0.0020500000937317964, -0.6292036732051034]	[0.12972816597476614, -0.10349473348778976, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
693	[0.2370880619294761, -0.057955160141151485, 0.0020500000937317964, -0.6292036732051034]	[0.06053772675287239, -0.30050408128702855, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
694	[0.3502775584642187, -0.14034531655689989, 0.0020500000937317964, -0.6292036732051034]	[0.06053772675287239, -0.30050408128702855, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
695	[0.34576683154789223, -0.3844347537365663, 0.0020500000937317964, -0.8292036732051034]	[0.3502775584642187, -0.14034531655689989, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
696	[0.5337733654892104, -0.2935857405588108, 0.0020500000937317964, -0.6292036732051034]	[0.34576683154789223, -0.3844347537365663, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
697	[0.4057328145417821, -0.5714447287400086, 0.0020500000937317964, -0.4292036732051034]	[0.5337733654892104, -0.2935857405588108, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
698	[0.6578785052615203, -0.35691605780890406, 0.0020500000937317964, -0.6292036732051034]	[0.4057328145417821, -0.5714447287400086, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
699	[0.7397152736758317, -0.39436927309814684, 0.0020500000937317964, -0.6292036732051034]	[0.4057328145417821, -0.5714447287400086, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
700	[0.3781066877006758, -0.4079747984267802, 0.0020500000937317964, -0.4292036732051034]	[0.3502775584642187, -0.14034531655689989, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
701	[0.6458169336660842, -0.2555568722988454, 0.0020500000937317964, -0.4292036732051034]	[0.3781066877006758, -0.4079747984267802, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
702	[0.669081864284894, -0.5411417861218657, 0.0020500000937317964, -0.4292036732051034]	[0.6458169336660842, -0.2555568722988454, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
703	[1.0030643234189436, -0.3640663304800039, 0.0020500000937317964, -0.4292036732051034]	[0.669081864284894, -0.5411417861218657, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
704	[0.9575994520776594, -0.3432589886526468, 0.0020500000937317964, -0.4292036732051034]	[0.669081864284894, -0.5411417861218657, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
705	[1.0030643234189436, -0.3640663304800039, 0.0020500000937317964, -0.6292036732051034]	[0.669081864284894, -0.5411417861218657, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
706	[1.0014683967926334, -0.6721206325408637, 0.0020500000937317964, -0.6292036732051034]	[1.0030643234189436, -0.3640663304800039, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
707	[0.9367886844870662, -0.625040543160436, 0.0020500000937317964, -0.6292036732051034]	[1.0030643234189436, -0.3640663304800039, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
708	[1.1941886600456288, -0.4413417337400935, 0.0020500000937317964, -0.6292036732051034]	[0.9367886844870662, -0.625040543160436, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
709	[1.1896779331293024, -0.6854311709197599, 0.0020500000937317964, -0.6292036732051034]	[1.1941886600456288, -0.4413417337400935, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
710	[1.3882277969623305, -0.5825820018813764, 0.0020500000937317964, -0.8292036732051034]	[1.1896779331293024, -0.6854311709197599, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
711	[1.2882934282139633, -0.4479970029295416, 0.0020500000937317964, -0.4292036732051034]	[1.1896779331293024, -0.6854311709197599, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
712	[1.275186461759746, -0.7169360432906763, 0.0020500000937317964, -0.22920367320510338]	[1.2882934282139633, -0.4479970029295416, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
713	[1.4796857584906193, -0.4565900472842499, 0.0020500000937317964, -0.4292036732051034]	[1.275186461759746, -0.7169360432906763, 0.0020500000937317964, -0.22920367320510338]	Right	0.02
714	[1.34189854557165, -0.6134807224565577, 0.0020500000937317964, -0.4292036732051034]	[1.4796857584906193, -0.4565900472842499, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
715	[1.5576723392183607, -0.3823061780635675, 0.0020500000937317964, -0.22920367320510338]	[1.34189854557165, -0.6134807224565577, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
716	[1.017638324869025, -0.6838906548859706, 0.0020500000937317964, -0.8292036732051034]	[1.1941886600456288, -0.4413417337400935, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
717	[1.233017553610298, -0.7788210916637206, 0.0020500000937317964, -0.8292036732051034]	[1.1941886600456288, -0.4413417337400935, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
718	[1.5727225140223742, -0.7795558511004194, 0.0020500000937317964, -1.0292036732051033]	[1.233017553610298, -0.7788210916637206, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
719	[1.4735149554035898, -1.0026205509363648, 0.0020500000937317964, -1.2292036732051033]	[1.5727225140223742, -0.7795558511004194, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
720	[1.736082368594833, -0.8455907654494739, 0.0020500000937317964, -1.4292036732051032]	[1.4735149554035898, -1.0026205509363648, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
721	[1.7222572905653843, -1.1052229422255422, 0.0020500000937317964, -1.0292036732051033]	[1.4735149554035898, -1.0026205509363648, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
722	[1.5199100788675215, -1.07974053873957, 0.0020500000937317964, -1.2292036732051033]	[1.5727225140223742, -0.7795558511004194, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
723	[1.8494751220899457, -1.1111552213864107, 0.0020500000937317964, -1.0292036732051033]	[1.5199100788675215, -1.07974053873957, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
724	[1.7708876183440199, -1.368495471357114, 0.0020500000937317964, -1.2292036732051033]	[1.8494751220899457, -1.1111552213864107, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
725	[2.0363793610136094, -1.5182089796797245, 0.0020500000937317964, -1.4292036732051032]	[1.7708876183440199, -1.368495471357114, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
726	[2.0667410705392473, -1.4543484551384962, 0.0020500000937317964, -1.4292036732051032]	[1.7708876183440199, -1.368495471357114, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
727	[2.0062304274995784, -1.433408969019545, 0.0020500000937317964, -1.4292036732051032]	[1.7708876183440199, -1.368495471357114, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
728	[1.7728443041554538, -1.5676882206945564, 0.0020500000937317964, -1.2292036732051033]	[2.0062304274995784, -1.433408969019545, 0.0020500000937317964, -1.4292036732051032]	Left	0.02
729	[1.5924084960792615, -1.26580563293285, 0.0020500000937317964, -0.8292036732051034]	[1.8494751220899457, -1.1111552213864107, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
730	[1.773098819908566, -1.01892305583503, 0.0020500000937317964, -0.8292036732051034]	[1.5924084960792615, -1.26580563293285, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
731	[1.844303243019688, -1.1706792093491867, 0.0020500000937317964, -1.0292036732051033]	[1.5924084960792615, -1.26580563293285, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
732	[1.6882552579918988, -0.9562095682682695, 0.0020500000937317964, -1.0292036732051033]	[1.5199100788675215, -1.07974053873957, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
733	[1.5239788789090782, -1.2650999554211193, 0.0020500000937317964, -1.2292036732051033]	[1.6882552579918988, -0.9562095682682695, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
734	[1.7930332790918333, -1.2755751519490088, 0.0020500000937317964, -1.2292036732051033]	[1.5239788789090782, -1.2650999554211193, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
735	[1.789470621578668, -1.4148134637437297, 0.0020500000937317964, -1.0292036732051033]	[1.5239788789090782, -1.2650999554211193, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
736	[1.669643008087025, -1.6036026134449173, 0.0020500000937317964, -1.0292036732051033]	[1.789470621578668, -1.4148134637437297, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
737	[1.4859474250088214, -1.0078965174304255, 0.0020500000937317964, -1.0292036732051033]	[1.6882552579918988, -0.9562095682682695, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
738	[1.8151842430745107, -0.9732105313556388, 0.0020500000937317964, -0.8292036732051034]	[1.4859474250088214, -1.0078965174304255, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
739	[1.443102987340374, -1.0336715860214987, 0.0020500000937317964, -1.0292036732051033]	[1.6882552579918988, -0.9562095682682695, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
740	[1.5758190407718788, -0.7089130062957996, 0.0020500000937317964, -0.6292036732051034]	[1.233017553610298, -0.7788210916637206, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
741	[1.6440729901993154, -1.0059675440284472, 0.0020500000937317964, -0.4292036732051034]	[1.5758190407718788, -0.7089130062957996, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
742	[1.5124582021300177, -1.033852083857425, 0.0020500000937317964, -0.4292036732051034]	[1.5758190407718788, -0.7089130062957996, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
743	[1.5124582021300177, -1.033852083857425, 0.0020500000937317964, -0.6292036732051034]	[1.5758190407718788, -0.7089130062957996, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
744	[1.4581188173208097, -0.8706122870597176, 0.0020500000937317964, -0.8292036732051034]	[1.5758190407718788, -0.7089130062957996, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
745	[1.8009203044823905, -0.8007042016917965, 0.0020500000937317964, -0.8292036732051034]	[1.4581188173208097, -0.8706122870597176, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
746	[1.5797021898200168, -1.0033431558571417, 0.0020500000937317964, -0.8292036732051034]	[1.8009203044823905, -0.8007042016917965, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
747	[1.57604408476401, -0.9253263738971095, 0.0020500000937317964, -1.0292036732051033]	[1.8009203044823905, -0.8007042016917965, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
748	[1.951676026293631, -0.9677603756255281, 0.0020500000937317964, -1.0292036732051033]	[1.57604408476401, -0.9253263738971095, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
749	[1.7890039751335407, -1.1823245939177889, 0.0020500000937317964, -0.8292036732051034]	[1.951676026293631, -0.9677603756255281, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
750	[1.7873996472108105, -1.2766507627783779, 0.0020500000937317964, -1.2292036732051033]	[1.951676026293631, -0.9677603756255281, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
751	[2.070066349411408, -1.1761543177316063, 0.0020500000937317964, -1.0292036732051033]	[1.7873996472108105, -1.2766507627783779, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
752	[1.8249140787598832, -1.2536163354848355, 0.0020500000937317964, -0.8292036732051034]	[2.070066349411408, -1.1761543177316063, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
753	[1.771928407123844, -1.1391705514040706, 0.0020500000937317964, -0.8292036732051034]	[1.8009203044823905, -0.8007042016917965, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
754	[1.8087980929009062, -1.105397392376513, 0.0020500000937317964, -0.8292036732051034]	[1.8009203044823905, -0.8007042016917965, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
755	[2.070543998396349, -0.9470020611436425, 0.0020500000937317964, -1.0292036732051033]	[1.8087980929009062, -1.105397392376513, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
756	[1.9491120569819758, -1.230117379705419, 0.0020500000937317964, -1.0292036732051033]	[2.070543998396349, -0.9470020611436425, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
757	[2.2061786829926597, -1.0754669681589797, 0.0020500000937317964, -0.8292036732051034]	[1.9491120569819758, -1.230117379705419, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
758	[2.018172149051342, -1.1663159813367352, 0.0020500000937317964, -0.8292036732051034]	[2.2061786829926597, -1.0754669681589797, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
759	[2.287234264658798, -1.1639542140239292, 0.0020500000937317964, -1.0292036732051033]	[2.018172149051342, -1.1663159813367352, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
760	[2.0730120763165614, -1.2928295569792954, 0.0020500000937317964, -1.0292036732051033]	[2.287234264658798, -1.1639542140239292, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
761	[2.3210074236863556, -1.2008238998009915, 0.0020500000937317964, -0.8292036732051034]	[2.018172149051342, -1.1663159813367352, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
762	[2.099789309023982, -1.4034628539663367, 0.0020500000937317964, -0.6292036732051034]	[2.3210074236863556, -1.2008238998009915, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
763	[2.2818995608431494, -1.2983264500249108, 0.0020500000937317964, -1.0292036732051033]	[1.9491120569819758, -1.230117379705419, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
764	[2.024832934832465, -1.45297686157135, 0.0020500000937317964, -1.2292036732051033]	[2.2818995608431494, -1.2983264500249108, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
765	[2.1720399448379117, -1.212705980678021, 0.0020500000937317964, -0.8292036732051034]	[1.9491120569819758, -1.230117379705419, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
766	[2.1092748884518073, -1.5143026446132328, 0.0020500000937317964, -0.6292036732051034]	[2.1720399448379117, -1.212705980678021, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
767	[2.3695896643003866, -1.3945687000740836, 0.0020500000937317964, -0.4292036732051034]	[2.1092748884518073, -1.5143026446132328, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
768	[1.9913496210086072, -1.459588557775841, 0.0020500000937317964, -0.8292036732051034]	[2.1720399448379117, -1.212705980678021, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
769	[2.212567735670981, -1.2569496036104957, 0.0020500000937317964, -1.0292036732051033]	[1.9913496210086072, -1.459588557775841, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
770	[2.2604117366160636, -1.457226790463035, 0.0020500000937317964, -0.8292036732051034]	[1.9913496210086072, -1.459588557775841, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
771	[2.1804793115629297, -1.6660587981273898, 0.0020500000937317964, -0.6292036732051034]	[2.2604117366160636, -1.457226790463035, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
772	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	[2.2604117366160636, -1.457226790463035, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
773	[2.3279580546711784, -1.5309661620171595, 0.0020500000937317964, -1.0292036732051033]	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
774	[2.1894567441794313, -1.8827009868384565, 0.0020500000937317964, -1.0292036732051033]	[2.3279580546711784, -1.5309661620171595, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
775	[2.3299044125439328, -1.7281873872720268, 0.0020500000937317964, -0.8292036732051034]	[2.1894567441794313, -1.8827009868384565, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
776	[2.1137358663289416, -1.6598415049725257, 0.0020500000937317964, -0.8292036732051034]	[2.3279580546711784, -1.5309661620171595, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
777	[2.338612086047322, -1.5352193327672126, 0.0020500000937317964, -0.8292036732051034]	[2.1137358663289416, -1.6598415049725257, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
778	[2.4495414271703857, -1.6636970308145835, 0.0020500000937317964, -0.6292036732051034]	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
779	[2.4833145861979435, -1.7005667165916458, 0.0020500000937317964, -0.8292036732051034]	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
780	[2.329642789590685, -1.9769450423111157, 0.0020500000937317964, -0.6292036732051034]	[2.4833145861979435, -1.7005667165916458, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
781	[2.428258284675346, -1.7395108743208973, 0.0020500000937317964, -0.8292036732051034]	[2.329642789590685, -1.9769450423111157, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
782	[2.63329718592026, -1.9506010185159273, 0.0020500000937317964, -0.8292036732051034]	[2.329642789590685, -1.9769450423111157, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
783	[2.4858184428120107, -2.0856936546261573, 0.0020500000937317964, -1.0292036732051033]	[2.63329718592026, -1.9506010185159273, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
784	[2.5435136023121094, -2.2227019338294896, 0.0020500000937317964, -0.6292036732051034]	[2.63329718592026, -1.9506010185159273, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
785	[2.7420634661451375, -2.1198527647911063, 0.0020500000937317964, -0.6292036732051034]	[2.5435136023121094, -2.2227019338294896, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
786	[2.709723609992354, -2.0963127201008924, 0.0020500000937317964, -0.6292036732051034]	[2.5435136023121094, -2.2227019338294896, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
787	[2.7685737217178885, -2.0154630797189332, 0.0020500000937317964, -0.4292036732051034]	[2.5435136023121094, -2.2227019338294896, 0.0020500000937317964, -0.6292036732051034]	Right	0.02
788	[2.393531002589793, -1.9726676319052079, 0.0020500000937317964, -0.6292036732051034]	[2.4833145861979435, -1.7005667165916458, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
789	[2.4574192155889016, -1.9683902214993, 0.0020500000937317964, -0.6292036732051034]	[2.4833145861979435, -1.7005667165916458, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
790	[2.4593925857254018, -1.6004281231653763, 0.0020500000937317964, -0.8292036732051034]	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
791	[2.432374058503356, -1.5709323745437265, 0.0020500000937317964, -0.6292036732051034]	[2.1436096257858672, -1.6998319571549472, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
792	[2.266164050823112, -1.6973215882723238, 0.0020500000937317964, -0.4292036732051034]	[2.432374058503356, -1.5709323745437265, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
793	[2.179356154949925, -1.3687395445980854, 0.0020500000937317964, -0.6292036732051034]	[1.9913496210086072, -1.459588557775841, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
794	[2.2181850485145946, -1.7062189025217125, 0.0020500000937317964, -0.4292036732051034]	[2.179356154949925, -1.3687395445980854, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
795	[2.485895294480003, -1.5538009763937777, 0.0020500000937317964, -0.4292036732051034]	[2.2181850485145946, -1.7062189025217125, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
796	[2.5701896516857667, -1.922303976847325, 0.0020500000937317964, -0.22920367320510338]	[2.485895294480003, -1.5538009763937777, 0.0020500000937317964, -0.4292036732051034]	Left	0.02
797	[2.674060928477076, -1.741166576353271, 0.0020500000937317964, -0.22920367320510338]	[2.5701896516857667, -1.922303976847325, 0.0020500000937317964, -0.22920367320510338]	Right	0.02
