i	f_sup	f_swg	f_swg_id	traj_h
985	[0.1130838362366971, -0.47355869128161404, 0.20000000298023224, 2.5415926535897926]	[0.3367780160764239, -0.32368903489369816, 0.20000000298023224, 2.5415926535897926]	Right	0.02
986	[0.1434787694247365, -0.2520273209601749, 0.20000000298023224, 2.3415926535897924]	[0.1130838362366971, -0.47355869128161404, 0.20000000298023224, 2.5415926535897926]	Left	0.02
987	[-0.16023499190501608, -0.2263767619227175, 0.20000000298023224, 2.3415926535897924]	[0.1434787694247365, -0.2520273209601749, 0.20000000298023224, 2.3415926535897924]	Right	0.02
988	[0.09677423792567078, -0.06040611457253944, 0.20000000298023224, 2.5415926535897926]	[-0.16023499190501608, -0.2263767619227175, 0.20000000298023224, 2.3415926535897924]	Left	0.02
989	[-0.044386380423088206, -0.2667400182999589, 0.20000000298023224, 2.5415926535897926]	[0.09677423792567078, -0.06040611457253944, 0.20000000298023224, 2.5415926535897926]	Right	0.02
990	[-0.12213864098742067, -0.2741282506417406, 0.20000000298023224, 2.7415926535897928]	[0.09677423792567078, -0.06040611457253944, 0.20000000298023224, 2.5415926535897926]	Right	0.02
991	[-0.126919941914056, -0.21027577096045533, 0.20000000298023224, 2.5415926535897926]	[0.09677423792567078, -0.06040611457253944, 0.20000000298023224, 2.5415926535897926]	Right	0.02
992	[0.03336588014124425, -0.2593517859581772, 0.20000000298023224, 2.7415926535897928]	[0.09677423792567078, -0.06040611457253944, 0.20000000298023224, 2.5415926535897926]	Right	0.02
993	[0.10568404390171407, -0.16558914234308808, 0.20000000298023224, 2.3415926535897924]	[0.1130838362366971, -0.47355869128161404, 0.20000000298023224, 2.5415926535897926]	Left	0.02
994	[-0.03185257626233687, -0.3828071851338507, 0.20000000298023224, 2.5415926535897926]	[0.10568404390171407, -0.16558914234308808, 0.20000000298023224, 2.3415926535897924]	Right	0.02
995	[-0.1513251859289728, -0.33155978969326616, 0.20000000298023224, 2.5415926535897926]	[0.10568404390171407, -0.16558914234308808, 0.20000000298023224, 2.3415926535897924]	Right	0.02
996	[-0.05968470447479447, -0.09134733756214453, 0.20000000298023224, 2.5415926535897926]	[-0.1513251859289728, -0.33155978969326616, 0.20000000298023224, 2.5415926535897926]	Left	0.02
997	[-0.22907744649330525, -0.33894802203504787, 0.20000000298023224, 2.5415926535897926]	[-0.05968470447479447, -0.09134733756214453, 0.20000000298023224, 2.5415926535897926]	Right	0.02
998	[-0.0666288149197174, -0.20775944745681443, 0.20000000298023224, 2.7415926535897928]	[-0.22907744649330525, -0.33894802203504787, 0.20000000298023224, 2.5415926535897926]	Left	0.02
999	[-0.2560894998971686, -0.39908286172667057, 0.20000000298023224, 2.7415926535897928]	[-0.0666288149197174, -0.20775944745681443, 0.20000000298023224, 2.7415926535897928]	Right	0.02
1000	[-0.12294217179526534, -0.23823576346461264, 0.20000000298023224, 2.7415926535897928]	[-0.2560894998971686, -0.39908286172667057, 0.20000000298023224, 2.7415926535897928]	Left	0.02
1001	[-0.2560894998971686, -0.39908286172667057, 0.20000000298023224, 2.941592653589793]	[-0.12294217179526534, -0.23823576346461264, 0.20000000298023224, 2.7415926535897928]	Right	[0.02]
1002	[-0.23976767448786063, -0.5145540616654781, 0.20000000298023224, 2.941592653589793]	[-0.12294217179526534, -0.23823576346461264, 0.20000000298023224, 2.7415926535897928]	Right	0.02
1003	[-0.20003380832884832, -0.3185407460972298, 0.20000000298023224, 2.941592653589793]	[-0.23976767448786063, -0.5145540616654781, 0.20000000298023224, 2.941592653589793]	Left	0.02
1004	[-0.12136288057886768, -0.23245424816080934, 0.20000000298023224, 2.7415926535897928]	[-0.23976767448786063, -0.5145540616654781, 0.20000000298023224, 2.941592653589793]	Left	0.02
1005	[-0.2588378029993228, -0.3066205862495261, 0.20000000298023224, 2.941592653589793]	[-0.23976767448786063, -0.5145540616654781, 0.20000000298023224, 2.941592653589793]	Left	0.02
1006	[-0.2596346075673667, -0.6125607194496022, 0.20000000298023224, 2.941592653589793]	[-0.2588378029993228, -0.3066205862495261, 0.20000000298023224, 2.941592653589793]	Right	0.02
1007	[-0.24970114102761368, -0.5635573905575402, 0.20000000298023224, 3.141592653589793]	[-0.2588378029993228, -0.3066205862495261, 0.20000000298023224, 2.941592653589793]	Right	0.02
1008	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	[-0.24970114102761368, -0.5635573905575402, 0.20000000298023224, 3.141592653589793]	Left	0.02
1009	[-0.24056447905590453, -0.6204941948655542, 0.20000000298023224, 3.141592653589793]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1010	[-0.23063101251615148, -0.5714908659734922, 0.20000000298023224, 3.141592653589793]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1011	[-0.2504979455956576, -0.6694975237576163, 0.20000000298023224, 2.7415926535897928]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1012	[-0.24056447905590453, -0.6204941948655542, 0.20000000298023224, 2.7415926535897928]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1013	[-0.21794447023434743, -0.41291689552645816, 0.20000000298023224, 2.5415926535897926]	[-0.24056447905590453, -0.6204941948655542, 0.20000000298023224, 2.7415926535897928]	Left	0.02
1014	[-0.10741715095400126, -0.45964709660349634, 0.20000000298023224, 2.7415926535897928]	[-0.24056447905590453, -0.6204941948655542, 0.20000000298023224, 2.7415926535897928]	Left	0.02
1015	[-0.24056447905590453, -0.6204941948655542, 0.20000000298023224, 2.941592653589793]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1016	[-0.2504979455956576, -0.6694975237576163, 0.20000000298023224, 2.941592653589793]	[-0.24970114102761365, -0.36355739055754016, 0.20000000298023224, 2.941592653589793]	Right	0.02
1017	[-0.1908971463571391, -0.37547755040524383, 0.20000000298023224, 3.141592653589793]	[-0.2504979455956576, -0.6694975237576163, 0.20000000298023224, 2.941592653589793]	Left	0.02
1018	[-0.13089714635713914, -0.5754775504052438, 0.20000000298023224, 3.141592653589793]	[-0.1908971463571391, -0.37547755040524383, 0.20000000298023224, 3.141592653589793]	Right	0.02
1019	[-0.07089714635713912, -0.32547755040524384, 0.20000000298023224, 3.141592653589793]	[-0.13089714635713914, -0.5754775504052438, 0.20000000298023224, 3.141592653589793]	Left	0.02
1020	[-0.19089714635713914, -0.6254775504052439, 0.20000000298023224, 3.3415926535897933]	[-0.1908971463571391, -0.37547755040524383, 0.20000000298023224, 3.141592653589793]	Right	0.02
1021	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	[-0.19089714635713914, -0.6254775504052439, 0.20000000298023224, 3.3415926535897933]	Left	0.02
1022	[-0.22943500718662593, -0.6413843946846993, 0.20000000298023224, 3.3415926535897933]	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	Right	0.02
1023	[-0.2691688733456382, -0.445371079116451, 0.20000000298023224, 3.3415926535897933]	[-0.22943500718662593, -0.6413843946846993, 0.20000000298023224, 3.3415926535897933]	Left	0.02
1024	[-0.15076407943664533, -0.7274708926211197, 0.20000000298023224, 3.3415926535897933]	[-0.2691688733456382, -0.445371079116451, 0.20000000298023224, 3.3415926535897933]	Right	0.02
1025	[-0.20956807410711983, -0.7393910524688234, 0.20000000298023224, 3.5415926535897935]	[-0.2691688733456382, -0.445371079116451, 0.20000000298023224, 3.3415926535897933]	Right	0.02
1026	[-0.27112991715954193, -0.4397076537294389, 0.20000000298023224, 3.5415926535897935]	[-0.20956807410711983, -0.7393910524688234, 0.20000000298023224, 3.5415926535897935]	Left	0.02
1027	[-0.2516590000441094, -0.4857607034295831, 0.20000000298023224, 3.5415926535897935]	[-0.20956807410711983, -0.7393910524688234, 0.20000000298023224, 3.5415926535897935]	Left	0.02
1028	[-0.24641051386723523, -0.7549677861611694, 0.20000000298023224, 3.5415926535897935]	[-0.2516590000441094, -0.4857607034295831, 0.20000000298023224, 3.5415926535897935]	Right	0.02
1029	[-0.22943500718662593, -0.7413843946846992, 0.20000000298023224, 2.941592653589793]	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	Right	0.02
1030	[-0.22943500718662593, -0.6413843946846993, 0.20000000298023224, 3.141592653589793]	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	Right	0.02
1031	[-0.28943500718662596, -0.6913843946846993, 0.20000000298023224, 3.141592653589793]	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	Right	0.02
1032	[-0.22943500718662593, -0.39138439468469927, 0.20000000298023224, 2.941592653589793]	[-0.28943500718662596, -0.6913843946846993, 0.20000000298023224, 3.141592653589793]	Left	0.02
1033	[-0.22943500718662593, -0.6913843946846993, 0.20000000298023224, 3.141592653589793]	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	Right	0.02
1034	[-0.2894350071866259, -0.44138439468469925, 0.20000000298023224, 3.141592653589793]	[-0.22943500718662593, -0.6913843946846993, 0.20000000298023224, 3.141592653589793]	Left	[0.02]
1035	[-0.23976767448786063, -0.5145540616654781, 0.20000000298023224, 3.141592653589793]	[-0.2588378029993228, -0.3066205862495261, 0.20000000298023224, 2.941592653589793]	Right	[0.02]
1036	[-0.17820583143543844, -0.21487066292609358, 0.20000000298023224, 2.5415926535897926]	[-0.2560894998971686, -0.39908286172667057, 0.20000000298023224, 2.7415926535897928]	Left	0.02
1037	[-0.23137009660486185, -0.08382272929494, 0.20000000298023224, 2.5415926535897926]	[-0.2560894998971686, -0.39908286172667057, 0.20000000298023224, 2.7415926535897928]	Left	0.02
1038	[-0.26470936249804006, -0.07224525384200581, 0.20000000298023224, 2.3415926535897924]	[-0.22907744649330525, -0.33894802203504787, 0.20000000298023224, 2.5415926535897926]	Left	0.02
1039	[-0.6053233974503867, -0.15213317028424106, 0.10000000149011612, 2.5415926535897926]	[-0.26470936249804006, -0.07224525384200581, 0.20000000298023224, 2.3415926535897924]	Right	0.02
1040	[-0.6822220942006054, 0.1428017215785528, 0.10000000149011612, 2.3415926535897924]	[-0.6053233974503867, -0.15213317028424106, 0.10000000149011612, 2.5415926535897926]	Left	0.02
1041	[-0.8197587143646563, -0.07441632121220979, 0.10000000149011612, 2.3415926535897924]	[-0.6822220942006054, 0.1428017215785528, 0.10000000149011612, 2.3415926535897924]	Right	0.02
1042	[-0.6404196916397755, 0.09976035612458142, 0.10000000149011612, 2.1415926535897922]	[-0.8197587143646563, -0.07441632121220979, 0.10000000149011612, 2.3415926535897924]	Left	0.02
1043	[-0.7379586309483785, 0.20019020885051472, 0.10000000149011612, 2.5415926535897926]	[-0.8197587143646563, -0.07441632121220979, 0.10000000149011612, 2.3415926535897924]	Left	0.02
1044	[-1.0228983590542442, 0.03163947065291642, 0.10000000149011612, 2.3415926535897924]	[-0.7379586309483785, 0.20019020885051472, 0.10000000149011612, 2.5415926535897926]	Right	0.02
1045	[-1.0048343485568292, 0.30010490888426355, 0.10000000149011612, 2.3415926535897924]	[-1.0228983590542442, 0.03163947065291642, 0.10000000149011612, 2.3415926535897924]	Left	0.02
1046	[-1.2737127744192236, 0.28988766337674476, 0.10000000149011612, 2.3415926535897924]	[-1.0048343485568292, 0.30010490888426355, 0.10000000149011612, 2.3415926535897924]	Right	0.02
1047	[-1.1003083497101964, 0.5419410416348656, 0.10000000149011612, 2.1415926535897922]	[-1.2737127744192236, 0.28988766337674476, 0.10000000149011612, 2.3415926535897924]	Left	0.02
1048	[-1.2686025466717759, 0.4338805804612378, 0.10000000149011612, 1.9415926535897923]	[-1.1003083497101964, 0.5419410416348656, 0.10000000149011612, 2.1415926535897922]	Right	0.02
1049	[-1.2361844083196876, 0.38339232137276397, 0.10000000149011612, 2.1415926535897922]	[-1.1003083497101964, 0.5419410416348656, 0.10000000149011612, 2.1415926535897922]	Right	0.02
1050	[-1.1651446264143732, 0.6429175598118132, 0.10000000149011612, 2.3415926535897924]	[-1.2361844083196876, 0.38339232137276397, 0.10000000149011612, 2.1415926535897922]	Left	0.02
1051	[-1.016161251229407, 0.5959712722216794, 0.10000000149011612, 1.9415926535897923]	[-1.2361844083196876, 0.38339232137276397, 0.10000000149011612, 2.1415926535897922]	Left	0.02
1052	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	[-1.1003083497101964, 0.5419410416348656, 0.10000000149011612, 2.1415926535897922]	Right	0.02
1053	[-1.1146128678304188, 0.5568403904450462, 0.10000000149011612, 1.9415926535897923]	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1054	[-1.0214089592336961, 0.5930761658927134, 0.10000000149011612, 1.9415926535897923]	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1055	[-1.0721390448604302, 0.7235616379281251, 0.10000000149011612, 1.7415926535897923]	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1056	[-1.2692289908581222, 0.689568209348077, 0.10000000149011612, 1.9415926535897923]	[-1.0721390448604302, 0.7235616379281251, 0.10000000149011612, 1.7415926535897923]	Right	0.02
1057	[-1.2930243908641559, 0.8275311715464616, 0.10000000149011612, 1.9415926535897923]	[-1.0721390448604302, 0.7235616379281251, 0.10000000149011612, 1.7415926535897923]	Right	0.02
1058	[-1.0848751084021102, 0.8440803772837625, 0.10000000149011612, 1.9415926535897923]	[-1.2930243908641559, 0.8275311715464616, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1059	[-1.2495414603269552, 0.7156864812303944, 0.10000000149011612, 1.9415926535897923]	[-1.0848751084021102, 0.8440803772837625, 0.10000000149011612, 1.9415926535897923]	Right	0.02
1060	[-1.3075187010432228, 0.8648127349851507, 0.10000000149011612, 1.7415926535897923]	[-1.0848751084021102, 0.8440803772837625, 0.10000000149011612, 1.9415926535897923]	Right	0.02
1061	[-1.2794270194321367, 0.7486951931473848, 0.10000000149011612, 1.7415926535897923]	[-1.0721390448604302, 0.7235616379281251, 0.10000000149011612, 1.7415926535897923]	Right	0.02
1062	[-1.1129311591564877, 0.9600695731253557, 0.10000000149011612, 1.5415926535897924]	[-1.2794270194321367, 0.7486951931473848, 0.10000000149011612, 1.7415926535897923]	Left	0.02
1063	[-1.314597851102866, 0.9059350614031233, 0.10000000149011612, 1.3415926535897924]	[-1.1129311591564877, 0.9600695731253557, 0.10000000149011612, 1.5415926535897924]	Right	0.02
1064	[-1.0847680690649024, 0.7907036798771596, 0.10000000149011612, 1.3415926535897924]	[-1.314597851102866, 0.9059350614031233, 0.10000000149011612, 1.3415926535897924]	Left	0.02
1065	[-1.0847680690649024, 0.7907036798771596, 0.10000000149011612, 1.5415926535897924]	[-1.314597851102866, 0.9059350614031233, 0.10000000149011612, 1.3415926535897924]	Left	0.02
1066	[-1.0680109135320575, 0.5749582781688798, 0.10000000149011612, 2.1415926535897922]	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1067	[-1.0928714025618185, 0.5009180452870126, 0.10000000149011612, 2.1415926535897922]	[-1.3010206850238641, 0.4843688395497116, 0.10000000149011612, 1.9415926535897923]	Left	0.02
1068	[-1.052571349133513, 0.42102297525956456, 0.10000000149011612, 2.5415926535897926]	[-1.2737127744192236, 0.28988766337674476, 0.10000000149011612, 2.3415926535897924]	Left	0.02
1069	[-1.2480334053034878, 0.3124200996171326, 0.10000000149011612, 2.5415926535897926]	[-1.052571349133513, 0.42102297525956456, 0.10000000149011612, 2.5415926535897926]	Right	0.02
1070	[-1.194187649372332, 0.6390707303653409, 0.10000000149011612, 2.7415926535897928]	[-1.2480334053034878, 0.3124200996171326, 0.10000000149011612, 2.5415926535897926]	Left	0.02
1071	[-1.2720713178340621, 0.4548585315647639, 0.10000000149011612, 2.941592653589793]	[-1.194187649372332, 0.6390707303653409, 0.10000000149011612, 2.7415926535897928]	Right	0.02
1072	[-1.2168076581938891, 0.4314934310262448, 0.10000000149011612, 2.941592653589793]	[-1.194187649372332, 0.6390707303653409, 0.10000000149011612, 2.7415926535897928]	Right	0.02
1073	[-1.2915422349494947, 0.4088054818646197, 0.10000000149011612, 2.7415926535897928]	[-1.194187649372332, 0.6390707303653409, 0.10000000149011612, 2.7415926535897928]	Right	0.02
1074	[-1.2299803918970724, 0.7084888806040042, 0.10000000149011612, 2.7415926535897928]	[-1.2915422349494947, 0.4088054818646197, 0.10000000149011612, 2.7415926535897928]	Left	0.02
1075	[-1.2720713178340621, 0.4548585315647639, 0.10000000149011612, 2.941592653589793]	[-1.2299803918970724, 0.7084888806040042, 0.10000000149011612, 2.7415926535897928]	Right	0.02
1076	[-1.2915422349494947, 0.4088054818646197, 0.10000000149011612, 2.7415926535897928]	[-1.2299803918970724, 0.7084888806040042, 0.10000000149011612, 2.7415926535897928]	Right	[0.02]
1077	[-1.2526004007186295, 0.5009115812649081, 0.10000000149011612, 2.941592653589793]	[-1.2299803918970724, 0.7084888806040042, 0.10000000149011612, 2.7415926535897928]	Right	0.02
1078	[-1.1341956068096366, 0.7830113947695769, 0.10000000149011612, 2.941592653589793]	[-1.2526004007186295, 0.5009115812649081, 0.10000000149011612, 2.941592653589793]	Left	0.02
1079	[-1.1341956068096366, 0.7830113947695769, 0.10000000149011612, 3.141592653589793]	[-1.2526004007186295, 0.5009115812649081, 0.10000000149011612, 2.941592653589793]	Left	0.02
1080	[-1.2910062592642353, 0.8147984876967866, 0.10000000149011612, 3.141592653589793]	[-1.2526004007186295, 0.5009115812649081, 0.10000000149011612, 2.941592653589793]	Left	0.02
1081	[-1.2910062592642353, 0.5647984876967866, 0.10000000149011612, 3.141592653589793]	[-1.2910062592642353, 0.8147984876967866, 0.10000000149011612, 3.141592653589793]	Right	0.02
1082	[-1.2310062592642352, 0.6147984876967867, 0.10000000149011612, 3.3415926535897933]	[-1.2910062592642353, 0.8147984876967866, 0.10000000149011612, 3.141592653589793]	Right	0.02
1083	[-1.2707401254232475, 0.810811803265035, 0.10000000149011612, 3.5415926535897935]	[-1.2310062592642352, 0.6147984876967867, 0.10000000149011612, 3.3415926535897933]	Left	0.02
1084	[-1.3023340790064888, 0.5260279868411026, 0.10000000149011612, 3.3415926535897933]	[-1.2707401254232475, 0.810811803265035, 0.10000000149011612, 3.5415926535897935]	Right	0.02
1085	[-1.5873501911484929, 0.774354014110611, 0.0020500000937317964, 3.3415926535897933]	[-1.3023340790064888, 0.5260279868411026, 0.10000000149011612, 3.3415926535897933]	Left	0.02
1086	[-1.6356895162338516, 0.5094704365707945, 0.0020500000937317964, 3.5415926535897935]	[-1.5873501911484929, 0.774354014110611, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
1087	[-1.918305997846966, 0.7156934331561029, 0.0020500000937317964, 3.5415926535897935]	[-1.6356895162338516, 0.5094704365707945, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1088	[-1.8762150719099766, 0.4620630841168626, 0.0020500000937317964, 3.5415926535897935]	[-1.918305997846966, 0.7156934331561029, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
1089	[-2.185413686107803, 0.6027621138865942, 0.0020500000937317964, 3.3415926535897933]	[-1.8762150719099766, 0.4620630841168626, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1090	[-2.145679819948791, 0.40674879831834587, 0.0020500000937317964, 3.5415926535897935]	[-2.185413686107803, 0.6027621138865942, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
1091	[-2.2235634884105213, 0.5909609971189229, 0.0020500000937317964, 3.5415926535897935]	[-2.145679819948791, 0.40674879831834587, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1092	[-2.2377859193490797, 0.3678069640874808, 0.0020500000937317964, 3.3415926535897933]	[-2.2235634884105213, 0.5909609971189229, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
1093	[-2.4638652360592683, 0.5770631290046802, 0.0020500000937317964, 3.5415926535897935]	[-2.2377859193490797, 0.3678069640874808, 0.0020500000937317964, 3.3415926535897933]	Left	0.02
1094	[-2.5588837619873366, 0.21117861207282496, 0.0020500000937317964, 3.5415926535897935]	[-2.4638652360592683, 0.5770631290046802, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
1095	[-2.385981567597538, 0.3928509302041031, 0.0020500000937317964, 3.7415926535897936]	[-2.4638652360592683, 0.5770631290046802, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
1096	[-2.7039347202997908, 0.5388159694659, 0.0020500000937317964, 3.7415926535897936]	[-2.385981567597538, 0.3928509302041031, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
1097	[-2.7526012933802577, 0.20261429685762228, 0.0020500000937317964, 3.7415926535897936]	[-2.7039347202997908, 0.5388159694659, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
1098	[-2.9432820486235975, 0.3750696521813397, 0.0020500000937317964, 3.7415926535897936]	[-2.7526012933802577, 0.20261429685762228, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
1099	[-2.9637164980343127, -0.0023988011724219716, 0.0020500000937317964, 3.5415926535897935]	[-2.9432820486235975, 0.3750696521813397, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
1100	[-3.1337062658963313, 0.14287156339728999, 0.0020500000937317964, 3.7415926535897936]	[-2.9637164980343127, -0.0023988011724219716, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1101	[-2.090416160308618, 0.4301138988568649, 0.0020500000937317964, 3.7415926535897936]	[-2.2235634884105213, 0.5909609971189229, 0.0020500000937317964, 3.5415926535897935]	Right	0.02
1102	[-2.2033446549876254, 0.5951810218388005, 0.0020500000937317964, 3.941592653589794]	[-2.090416160308618, 0.4301138988568649, 0.0020500000937317964, 3.7415926535897936]	Left	0.02
1103	[-2.1877707458857807, 0.6603791473575862, 0.0020500000937317964, 3.3415926535897933]	[-2.145679819948791, 0.40674879831834587, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1104	[-2.1480368797267686, 0.4643658317893379, 0.0020500000937317964, 3.141592653589793]	[-2.1877707458857807, 0.6603791473575862, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
1105	[-2.2880368797267687, 0.664365831789338, 0.0020500000937317964, 3.3415926535897933]	[-2.1480368797267686, 0.4643658317893379, 0.0020500000937317964, 3.141592653589793]	Left	0.02
1106	[-2.2383695470280034, 0.41934918732902754, 0.0020500000937317964, 3.141592653589793]	[-2.2880368797267687, 0.664365831789338, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
1107	[-2.2983695470280034, 0.6693491873290276, 0.0020500000937317964, 3.141592653589793]	[-2.2383695470280034, 0.41934918732902754, 0.0020500000937317964, 3.141592653589793]	Left	0.02
1108	[-2.4183695470280036, 0.6693491873290276, 0.0020500000937317964, 2.941592653589793]	[-2.2383695470280034, 0.41934918732902754, 0.0020500000937317964, 3.141592653589793]	Left	0.02
1109	[-2.1783695470280033, 0.6693491873290276, 0.0020500000937317964, 3.141592653589793]	[-2.2383695470280034, 0.41934918732902754, 0.0020500000937317964, 3.141592653589793]	Left	0.02
1110	[-2.2383695470280034, 0.4193491873290276, 0.0020500000937317964, 3.141592653589793]	[-2.1783695470280033, 0.6693491873290276, 0.0020500000937317964, 3.141592653589793]	Right	0.02
1111	[-2.22843608048825, 0.3703458584369655, 0.0020500000937317964, 3.3415926535897933]	[-2.2880368797267687, 0.664365831789338, 0.0020500000937317964, 3.3415926535897933]	Right	0.02
1112	[-2.1877707458857807, 0.6603791473575862, 0.0020500000937317964, 3.7415926535897936]	[-2.145679819948791, 0.40674879831834587, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1113	[-1.8988350807315337, 0.6696403834559587, 0.0020500000937317964, 3.7415926535897936]	[-1.8762150719099766, 0.4620630841168626, 0.0020500000937317964, 3.5415926535897935]	Left	0.02
1114	[-1.9344669967362687, 0.4029376152629166, 0.0020500000937317964, 3.941592653589794]	[-1.8988350807315337, 0.6696403834559587, 0.0020500000937317964, 3.7415926535897936]	Right	0.02
1115	[-2.1496738240061255, 0.6119496280670661, 0.0020500000937317964, 3.941592653589794]	[-1.9344669967362687, 0.4029376152629166, 0.0020500000937317964, 3.941592653589794]	Left	0.02
1116	[-2.048005008387051, 0.4295669207436617, 0.0020500000937317964, 3.941592653589794]	[-2.1496738240061255, 0.6119496280670661, 0.0020500000937317964, 3.941592653589794]	Right	0.02
1117	[-2.119740617477003, 0.4992375916783782, 0.0020500000937317964, 4.141592653589794]	[-1.9344669967362687, 0.4029376152629166, 0.0020500000937317964, 3.941592653589794]	Left	0.02
1118	[-2.027088743336963, 0.2733711926316448, 0.0020500000937317964, 4.141592653589794]	[-2.119740617477003, 0.4992375916783782, 0.0020500000937317964, 4.141592653589794]	Right	0.02
1119	[-2.1953829402985425, 0.3814316538052726, 0.0020500000937317964, 4.341592653589794]	[-2.027088743336963, 0.2733711926316448, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1120	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	[-2.1953829402985425, 0.3814316538052726, 0.0020500000937317964, 4.341592653589794]	Right	0.02
1121	[-2.469028232426773, 0.06314347839210133, 0.0020500000937317964, 4.341592653589794]	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1122	[-2.3578660186525764, 0.05118679704568231, 0.0020500000937317964, 4.141592653589794]	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1123	[-2.344758702077101, 0.25668180489791764, 0.0020500000937317964, 3.941592653589794]	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1124	[-2.3123405637250127, 0.30717006398639146, 0.0020500000937317964, 4.341592653589794]	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1125	[-2.469028232426773, 0.06314347839210133, 0.0020500000937317964, 4.141592653589794]	[-2.092317406634732, 0.09459111313747592, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1126	[-2.425003565814866, -0.23845530928734282, 0.0020500000937317964, 3.941592653589794]	[-2.469028232426773, 0.06314347839210133, 0.0020500000937317964, 4.141592653589794]	Right	0.02
1127	[-2.6660137233033736, -0.19954382014384306, 0.0020500000937317964, 4.141592653589794]	[-2.425003565814866, -0.23845530928734282, 0.0020500000937317964, 3.941592653589794]	Left	0.02
1128	[-2.4135724278610047, -0.36163451190428475, 0.0020500000937317964, 3.941592653589794]	[-2.6660137233033736, -0.19954382014384306, 0.0020500000937317964, 4.141592653589794]	Right	0.02
1129	[-2.6904503898944885, -0.28788768729342673, 0.0020500000937317964, 4.141592653589794]	[-2.4135724278610047, -0.36163451190428475, 0.0020500000937317964, 3.941592653589794]	Left	0.02
1130	[-2.6347138531467156, -0.23049920002146487, 0.0020500000937317964, 4.141592653589794]	[-2.4135724278610047, -0.36163451190428475, 0.0020500000937317964, 3.941592653589794]	Left	0.02
1131	[-2.499988429766281, -0.48338071436160523, 0.0020500000937317964, 4.141592653589794]	[-2.6347138531467156, -0.23049920002146487, 0.0020500000937317964, 4.141592653589794]	Right	0.02
1132	[-2.7925521570775325, -0.5688585796937937, 0.0020500000937317964, 3.941592653589794]	[-2.499988429766281, -0.48338071436160523, 0.0020500000937317964, 4.141592653589794]	Left	0.02
1133	[-2.7375878729575236, -0.9428624934048335, 0.0020500000937317964, 3.7415926535897936]	[-2.7925521570775325, -0.5688585796937937, 0.0020500000937317964, 3.941592653589794]	Right	0.02
