i	f_sup	f_swg	f_swg_id	traj_h
1752	[2.4476319592826896, 2.129963395014496, 0.0020500000937317964, 0.37079632679489677]	[2.5201035101780245, 1.9435555778210505, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
1753	[2.4780299609376293, 1.9165404625276434, 0.0020500000937317964, 0.37079632679489677]	[2.164474491911766, 2.0717273429137473, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
1754	[2.3134002894365935, 2.1744107230492107, 0.0020500000937317964, 0.37079632679489677]	[2.4780299609376293, 1.9165404625276434, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
1755	[2.329949495173895, 1.966261440587165, 0.0020500000937317964, 0.37079632679489677]	[2.3134002894365935, 2.1744107230492107, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1756	[2.471846934051022, 2.236011541310245, 0.0020500000937317964, 0.17079632679489676]	[2.329949495173895, 1.966261440587165, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
1757	[0.6196253460721446, 1.203992725749544, 0.0020500000937317964, 0.5707963267948968]	[0.5762210299803512, 0.9384441137316996, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
1758	[0.743988065454452, 1.0036685095375009, 0.0020500000937317964, 0.17079632679489676]	[0.4856315913611827, 1.1714538852235061, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1759	[0.8085396098732498, 1.217755169825217, 0.0020500000937317964, 0.17079632679489676]	[0.743988065454452, 1.0036685095375009, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1760	[1.077684833495656, 1.0104851801951573, 0.0020500000937317964, 0.17079632679489676]	[0.8085396098732498, 1.217755169825217, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1761	[1.0266946906255836, 1.3061200991916952, 0.0020500000937317964, -0.029203673205103253]	[1.077684833495656, 1.0104851801951573, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1762	[0.9579604177527067, 1.007999989617321, 0.0020500000937317964, 0.17079632679489676]	[1.0266946906255836, 1.3061200991916952, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1763	[0.966097258681942, 1.3138329371878736, 0.0020500000937317964, 0.37079632679489677]	[0.9579604177527067, 1.007999989617321, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1764	[1.1178921942393476, 1.0033280660491148, 0.0020500000937317964, 0.17079632679489676]	[1.0266946906255836, 1.3061200991916952, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1765	[1.3105522035566453, 1.2395104549138622, 0.0020500000937317964, 0.37079632679489677]	[1.1178921942393476, 1.0033280660491148, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1766	[1.0247717818599917, 1.1902199834727925, 0.0020500000937317964, 0.37079632679489677]	[1.1178921942393476, 1.0033280660491148, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1767	[1.2831282559532609, 1.0224346077867872, 0.0020500000937317964, 0.37079632679489677]	[1.0247717818599917, 1.1902199834727925, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1768	[1.3012461436770946, 0.9758326534884258, 0.0020500000937317964, 0.17079632679489676]	[1.0247717818599917, 1.1902199834727925, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1769	[1.2081257312977387, 1.1627245709121035, 0.0020500000937317964, 0.37079632679489677]	[1.3012461436770946, 0.9758326534884258, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1770	[1.4110827542284852, 1.0270468393453926, 0.0020500000937317964, 0.17079632679489676]	[1.2081257312977387, 1.1627245709121035, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1771	[1.3094639847041174, 1.2632112432684932, 0.0020500000937317964, 0.17079632679489676]	[1.4110827542284852, 1.0270468393453926, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1772	[1.2609107124827073, 0.8613713798533351, 0.0020500000937317964, 0.37079632679489677]	[1.2081257312977387, 1.1627245709121035, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1773	[1.2427928247588735, 0.9079733341516965, 0.0020500000937317964, 0.37079632679489677]	[1.2081257312977387, 1.1627245709121035, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1774	[1.373801190789796, 1.0125525291663255, 0.0020500000937317964, 0.37079632679489677]	[1.2081257312977387, 1.1627245709121035, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1775	[0.9889943577966945, 0.9951881373341356, 0.0020500000937317964, -0.029203673205103253]	[0.8085396098732498, 1.217755169825217, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1776	[0.9363198221895264, 1.246833509432589, 0.0020500000937317964, 0.17079632679489676]	[0.9889943577966945, 0.9951881373341356, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1777	[0.9363198221895264, 1.246833509432589, 0.0020500000937317964, -0.22920367320510326]	[0.9889943577966945, 0.9951881373341356, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1778	[0.9962942383720167, 1.245081538094512, 0.0020500000937317964, -0.22920367320510326]	[0.9889943577966945, 0.9951881373341356, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1779	[0.9979245725514366, 0.9879875046933779, 0.0020500000937317964, -0.029203673205103253]	[0.9962942383720167, 1.245081538094512, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1780	[0.4941299485061948, 1.122181398724083, 0.0020500000937317964, -0.029203673205103253]	[0.47749475043194745, 0.8656209376529536, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1781	[0.5867874282350232, 0.8693680457335777, 0.0020500000937317964, -0.22920367320510326]	[0.4941299485061948, 1.122181398724083, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1782	[0.625310396241619, 0.818221384689451, 0.0020500000937317964, 0.17079632679489676]	[0.4941299485061948, 1.122181398724083, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1783	[-0.8694373244235523, 1.7770345156191443, 0.0020500000937317964, -0.22920367320510326]	[-0.939723529778154, 1.4792764773786111, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1784	[-0.9733086012148614, 1.5958971151250905, 0.0020500000937317964, -0.029203673205103253]	[-0.8694373244235523, 1.7770345156191443, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1785	[-0.9045743283419845, 1.8940172246994647, 0.0020500000937317964, -0.22920367320510326]	[-0.9733086012148614, 1.5958971151250905, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1786	[-0.7375667680550575, 1.7890959456040951, 0.0020500000937317964, -0.029203673205103253]	[-0.9733086012148614, 1.5958971151250905, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1787	[-0.8791670949787866, 1.4712481006741005, 0.0020500000937317964, -0.029203673205103253]	[-0.8694373244235523, 1.7770345156191443, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1788	[-0.6419652857039183, 1.7144256113051803, 0.0020500000937317964, 0.17079632679489676]	[-0.8791670949787866, 1.4712481006741005, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1789	[-0.6501021266331536, 1.4085926637346278, 0.0020500000937317964, -0.029203673205103253]	[-0.6419652857039183, 1.7144256113051803, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1790	[-0.9846687059495157, 1.5472047335811807, 0.0020500000937317964, -0.22920367320510326]	[-0.8694373244235523, 1.7770345156191443, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1791	[-0.7785390750392223, 1.550456696186473, 0.0020500000937317964, -0.029203673205103253]	[-0.8694373244235523, 1.7770345156191443, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1792	[-0.5398772896492895, 1.8436128869696282, 0.0020500000937317964, -0.029203673205103253]	[-0.7785390750392223, 1.550456696186473, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1793	[-0.6056916102920376, 1.6454501376994044, 0.0020500000937317964, -0.029203673205103253]	[-0.5398772896492895, 1.8436128869696282, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1794	[-0.8326735867614549, 1.7521233881328513, 0.0020500000937317964, -0.029203673205103253]	[-0.7785390750392223, 1.550456696186473, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1795	[-0.7400161070326265, 1.499310035142346, 0.0020500000937317964, -0.029203673205103253]	[-0.8326735867614549, 1.7521233881328513, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1796	[-1.1656552875894572, 1.8026258871697758, 0.0020500000937317964, -0.22920367320510326]	[-1.215134151116702, 1.5503327202705268, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1797	[-1.0902901001525593, 1.8231219483182313, 0.0020500000937317964, -0.22920367320510326]	[-1.215134151116702, 1.5503327202705268, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1798	[-1.0886597659731394, 1.5660279149170973, 0.0020500000937317964, -0.22920367320510326]	[-1.0902901001525593, 1.8231219483182313, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1799	[-1.0565395963703754, 1.7526882667841188, 0.0020500000937317964, -0.4292036732051033]	[-1.215134151116702, 1.5503327202705268, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1800	[-1.875860484055463, 1.6816275364528417, 0.0020500000937317964, 0.17079632679489676]	[-1.7742417145310951, 1.4454631325297411, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1801	[-1.7096901701122973, 1.6595497928174572, 0.0020500000937317964, 0.37079632679489677]	[-1.7742417145310951, 1.4454631325297411, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1802	[-1.5450604986112615, 1.4016795322958897, 0.0020500000937317964, 0.17079632679489676]	[-1.7096901701122973, 1.6595497928174572, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1803	[-1.6551776252806414, 1.6871164227184132, 0.0020500000937317964, 0.17079632679489676]	[-1.5450604986112615, 1.4016795322958897, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1804	[-1.6803111804999007, 1.4798284481467068, 0.0020500000937317964, -0.029203673205103253]	[-1.6551776252806414, 1.6871164227184132, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1805	[-1.4353048881576582, 1.4713480759433415, 0.0020500000937317964, 0.17079632679489676]	[-1.6551776252806414, 1.6871164227184132, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1806	[-1.5454220148270381, 1.756784966365865, 0.0020500000937317964, 0.37079632679489677]	[-1.4353048881576582, 1.4713480759433415, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1807	[-1.410171332938399, 1.6786360505150482, 0.0020500000937317964, -0.029203673205103253]	[-1.5450604986112615, 1.4016795322958897, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1808	[-2.0107496497283255, 1.4046710182336832, 0.0020500000937317964, 0.17079632679489676]	[-1.9856160945090662, 1.6119589928053897, 0.0020500000937317964, 0.17079632679489676]	Left	0.02
1809	[-1.994114451654078, 1.6612314793048126, 0.0020500000937317964, 0.17079632679489676]	[-2.0107496497283255, 1.4046710182336832, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1810	[-1.8180896404110278, 1.6408534070984306, 0.0020500000937317964, 0.37079632679489677]	[-2.0107496497283255, 1.4046710182336832, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1811	[-2.0447430783083735, 1.6017609642313753, 0.0020500000937317964, 0.37079632679489677]	[-2.0107496497283255, 1.4046710182336832, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1812	[-1.8350863547010519, 1.7393983800972768, 0.0020500000937317964, -0.029203673205103253]	[-2.0107496497283255, 1.4046710182336832, 0.0020500000937317964, 0.17079632679489676]	Right	0.02
1813	[-1.9038206275739287, 1.4412782705229026, 0.0020500000937317964, -0.029203673205103253]	[-1.8350863547010519, 1.7393983800972768, 0.0020500000937317964, -0.029203673205103253]	Left	0.02
1814	[-1.8965207469986065, 1.691171671283279, 0.0020500000937317964, -0.22920367320510326]	[-1.9038206275739287, 1.4412782705229026, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1815	[-1.906250517553841, 1.3853852563382352, 0.0020500000937317964, -0.029203673205103253]	[-1.8965207469986065, 1.691171671283279, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1816	[-1.8989506369785187, 1.6352786570986115, 0.0020500000937317964, -0.029203673205103253]	[-1.906250517553841, 1.3853852563382352, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1817	[-1.7190273884310479, 1.6300227430843794, 0.0020500000937317964, -0.22920367320510326]	[-1.906250517553841, 1.3853852563382352, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1818	[-1.6690487082789724, 1.628562766969315, 0.0020500000937317964, -0.22920367320510326]	[-1.906250517553841, 1.3853852563382352, 0.0020500000937317964, -0.029203673205103253]	Right	0.02
1819	[-1.600870668363951, 1.3046001844488244, 0.0020500000937317964, -0.22920367320510326]	[-1.6690487082789724, 1.628562766969315, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1820	[-1.5440701446906793, 1.5480620921683732, 0.0020500000937317964, -0.4292036732051033]	[-1.600870668363951, 1.3046001844488244, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
1821	[-1.459775787484915, 1.179559091714826, 0.0020500000937317964, -0.4292036732051033]	[-1.5440701446906793, 1.5480620921683732, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
1822	[-1.2440019938382043, 1.4107336361078162, 0.0020500000937317964, -0.22920367320510326]	[-1.459775787484915, 1.179559091714826, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1823	[-1.228437438592534, 1.3486228913046465, 0.0020500000937317964, -0.6292036732051033]	[-1.459775787484915, 1.179559091714826, 0.0020500000937317964, -0.4292036732051033]	Right	0.02
1824	[-1.3461376620436032, 1.1869236105407284, 0.0020500000937317964, -0.6292036732051033]	[-1.228437438592534, 1.3486228913046465, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
1825	[-1.2006083093560769, 1.0809934094347664, 0.0020500000937317964, -0.6292036732051033]	[-1.228437438592534, 1.3486228913046465, 0.0020500000937317964, -0.6292036732051033]	Left	0.02
1826	[-1.593549008217924, 1.2957689252691242, 0.0020500000937317964, -0.6292036732051033]	[-1.5440701446906793, 1.5480620921683732, 0.0020500000937317964, -0.4292036732051033]	Left	0.02
1827	[-1.2604695560255819, 1.3625377692552922, 0.0020500000937317964, -0.8292036732051034]	[-1.593549008217924, 1.2957689252691242, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
1828	[-1.5243585689960304, 1.492778273068363, 0.0020500000937317964, -0.8292036732051034]	[-1.593549008217924, 1.2957689252691242, 0.0020500000937317964, -0.6292036732051033]	Right	0.02
1829	[-1.705048892825335, 1.245895695970543, 0.0020500000937317964, -1.0292036732051033]	[-1.5243585689960304, 1.492778273068363, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
1830	[-1.553350466354577, 1.1543119233560888, 0.0020500000937317964, -0.8292036732051034]	[-1.5243585689960304, 1.492778273068363, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
1831	[-1.4095298283023348, 1.3674213414263512, 0.0020500000937317964, -1.0292036732051033]	[-1.553350466354577, 1.1543119233560888, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
1832	[-1.572201879462425, 1.1528571231340905, 0.0020500000937317964, -1.0292036732051033]	[-1.4095298283023348, 1.3674213414263512, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
1833	[-1.4008241287886356, 1.2559573974983833, 0.0020500000937317964, -1.0292036732051033]	[-1.572201879462425, 1.1528571231340905, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
1834	[-1.4964810016119356, 0.9299976412681594, 0.0020500000937317964, -1.0292036732051033]	[-1.4008241287886356, 1.2559573974983833, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
1835	[-1.50003168740742, 1.0328926976624377, 0.0020500000937317964, -1.2292036732051033]	[-1.4008241287886356, 1.2559573974983833, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
1836	[-1.1874288277043972, 0.8999285968476226, 0.0020500000937317964, -1.0292036732051033]	[-1.50003168740742, 1.0328926976624377, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
1837	[-1.2866363863231816, 0.6768638970116772, 0.0020500000937317964, -0.8292036732051034]	[-1.1874288277043972, 0.8999285968476226, 0.0020500000937317964, -1.0292036732051033]	Left	0.02
1838	[-1.3286539367336305, 1.1359929720267308, 0.0020500000937317964, -1.2292036732051033]	[-1.572201879462425, 1.1528571231340905, 0.0020500000937317964, -1.0292036732051033]	Right	0.02
1839	[-1.5441102328914407, 0.995712594047635, 0.0020500000937317964, -1.2292036732051033]	[-1.3286539367336305, 1.1359929720267308, 0.0020500000937317964, -1.2292036732051033]	Left	0.02
1840	[-1.231507373188418, 0.8627484932328199, 0.0020500000937317964, -1.0292036732051033]	[-1.5441102328914407, 0.995712594047635, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
1841	[-1.2953678977296461, 0.8931102027584575, 0.0020500000937317964, -1.2292036732051033]	[-1.5441102328914407, 0.995712594047635, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
1842	[-1.4706256158687476, 0.6397631438991228, 0.0020500000937317964, -1.2292036732051033]	[-1.2953678977296461, 0.8931102027584575, 0.0020500000937317964, -1.2292036732051033]	Left	0.02
1843	[-1.158022756165725, 0.5067990430843077, 0.0020500000937317964, -1.4292036732051032]	[-1.4706256158687476, 0.6397631438991228, 0.0020500000937317964, -1.2292036732051033]	Right	0.02
1844	[-1.347554055002222, 0.41917549167630747, 0.0020500000937317964, -1.4292036732051032]	[-1.158022756165725, 0.5067990430843077, 0.0020500000937317964, -1.4292036732051032]	Left	0.02
1845	[-1.4465533046622665, 0.40506349087032073, 0.0020500000937317964, -1.4292036732051032]	[-1.158022756165725, 0.5067990430843077, 0.0020500000937317964, -1.4292036732051032]	Left	0.02
1846	[-1.3653439324132588, 1.2451609365338443, 0.0020500000937317964, -0.6292036732051034]	[-1.553350466354577, 1.1543119233560888, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
1847	[-1.4345343716351526, 1.0481515887346056, 0.0020500000937317964, -0.6292036732051034]	[-1.3653439324132588, 1.2451609365338443, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
1848	[-1.3284742466361965, 1.278934095561402, 0.0020500000937317964, -0.6292036732051034]	[-1.553350466354577, 1.1543119233560888, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
1849	[-1.359495229125274, 0.9304549733095626, 0.0020500000937317964, -0.4292036732051034]	[-1.3284742466361965, 1.278934095561402, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
1850	[-1.0463201118185816, 1.0620655576101403, 0.0020500000937317964, -0.6292036732051034]	[-1.359495229125274, 0.9304549733095626, 0.0020500000937317964, -0.4292036732051034]	Right	0.02
1851	[-1.2125301194988263, 0.935676343881543, 0.0020500000937317964, -0.8292036732051034]	[-1.0463201118185816, 1.0620655576101403, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
1852	[-1.0802558945976755, 0.7775513002394944, 0.0020500000937317964, -0.8292036732051034]	[-1.0463201118185816, 1.0620655576101403, 0.0020500000937317964, -0.6292036732051034]	Left	0.02
1853	[-0.7914914618801867, 0.9064508828507151, 0.0020500000937317964, -0.8292036732051034]	[-1.0802558945976755, 0.7775513002394944, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
1854	[-0.8573530450157956, 0.5342113741108834, 0.0020500000937317964, -0.8292036732051034]	[-0.7914914618801867, 0.9064508828507151, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
1855	[-0.8812750454883369, 0.6343499675371529, 0.0020500000937317964, -1.0292036732051033]	[-0.7914914618801867, 0.9064508828507151, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
1856	[-0.935312099932429, 0.6933414647804526, 0.0020500000937317964, -0.8292036732051034]	[-0.7914914618801867, 0.9064508828507151, 0.0020500000937317964, -0.8292036732051034]	Left	0.02
1857	[-0.7473055659911109, 0.7841904779582081, 0.0020500000937317964, -0.8292036732051034]	[-0.935312099932429, 0.6933414647804526, 0.0020500000937317964, -0.8292036732051034]	Right	0.02
1858	[-1.532710039956025, 1.596754473712283, 0.0020500000937317964, -0.22920367320510326]	[-1.600870668363951, 1.3046001844488244, 0.0020500000937317964, -0.22920367320510326]	Right	0.02
1859	[-1.636581316747334, 1.4156170732182292, 0.0020500000937317964, -0.22920367320510326]	[-1.532710039956025, 1.596754473712283, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1860	[-1.5424398105112593, 1.2909680587672392, 0.0020500000937317964, -0.029203673205103253]	[-1.532710039956025, 1.596754473712283, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1861	[-1.5895105636292968, 1.3532925659927342, 0.0020500000937317964, -0.4292036732051033]	[-1.532710039956025, 1.596754473712283, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1862	[-1.8169826023489308, 1.4159014703066979, 0.0020500000937317964, -0.029203673205103253]	[-1.8965207469986065, 1.691171671283279, 0.0020500000937317964, -0.22920367320510326]	Left	0.02
1863	[-2.138030483122463, 1.3423974959123628, 0.0020500000937317964, 0.5707963267948968]	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1864	[-2.100226025688263, 1.4107409154793245, 0.0020500000937317964, 0.37079632679489677]	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	Left	0.02
1865	[-2.0821081379644295, 1.3641389611809633, 0.0020500000937317964, 0.5707963267948968]	[-2.172697576583598, 1.5971487326727698, 0.0020500000937317964, 0.37079632679489677]	Left	[0.02]
1866	[-2.372563789734675, 1.57822752025539, 0.0020500000937317964, 0.9707963267948967]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1867	[-2.251645723359374, 1.6259645208320737, 0.0020500000937317964, 0.7707963267948967]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1868	[-2.2946870888133453, 1.5841621182712438, 0.0020500000937317964, 0.9707963267948967]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1869	[-2.3377284542673165, 1.5423597157104139, 0.0020500000937317964, 0.9707963267948967]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	[0.02]
1870	[-2.257786815190751, 1.6897005937509364, 0.0020500000937317964, 0.9707963267948967]	[-2.155345746943912, 1.4406909000913393, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1871	[-2.085331459867034, 1.4990198385075968, 0.0020500000937317964, 0.7707963267948967]	[-2.257786815190751, 1.6897005937509364, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
1872	[-2.267714167190438, 1.6006886541266714, 0.0020500000937317964, 0.9707963267948967]	[-2.085331459867034, 1.4990198385075968, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1873	[-2.181631436282496, 1.6842934592483312, 0.0020500000937317964, 0.5707963267948968]	[-2.085331459867034, 1.4990198385075968, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1874	[-1.9287499219423552, 1.5495680358678967, 0.0020500000937317964, 0.7707963267948967]	[-2.181631436282496, 1.6842934592483312, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
1875	[-1.8950910825500396, 1.5711801281026223, 0.0020500000937317964, 0.37079632679489677]	[-2.181631436282496, 1.6842934592483312, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
1876	[-1.8680759672566325, 1.5291065788622273, 0.0020500000937317964, 0.37079632679489677]	[-2.181631436282496, 1.6842934592483312, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
1877	[-1.9405475181519671, 1.7155143960556727, 0.0020500000937317964, 0.5707963267948968]	[-1.8680759672566325, 1.5291065788622273, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
1878	[-1.7624143038271725, 1.89206058818203, 0.0020500000937317964, 0.5707963267948968]	[-1.8680759672566325, 1.5291065788622273, 0.0020500000937317964, 0.37079632679489677]	Right	0.02
1879	[-1.4338004008543213, 1.8059623723297282, 0.0020500000937317964, 0.5707963267948968]	[-1.7624143038271725, 1.89206058818203, 0.0020500000937317964, 0.5707963267948968]	Left	0.02
1880	[-1.5117439941339736, 2.112433898358911, 0.0020500000937317964, 0.7707963267948967]	[-1.4338004008543213, 1.8059623723297282, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
1881	[-1.2309963722398718, 1.9668977420237708, 0.0020500000937317964, 0.7707963267948967]	[-1.5117439941339736, 2.112433898358911, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1882	[-1.3806086822511536, 1.8912924730732004, 0.0020500000937317964, 0.7707963267948967]	[-1.5117439941339736, 2.112433898358911, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1883	[-1.3375673167971822, 1.9330948756340303, 0.0020500000937317964, 0.7707963267948967]	[-1.5117439941339736, 2.112433898358911, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1884	[-1.329361286810569, 2.0107650827398365, 0.0020500000937317964, 0.5707963267948968]	[-1.5117439941339736, 2.112433898358911, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1885	[-1.3399872013055898, 2.3604607932384707, 0.0020500000937317964, 0.37079632679489677]	[-1.329361286810569, 2.0107650827398365, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
1886	[-1.3466309254044986, 2.29677515176335, 0.0020500000937317964, 0.7707963267948967]	[-1.329361286810569, 2.0107650827398365, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
1887	[-1.1355539744451133, 2.222974604518162, 0.0020500000937317964, 0.7707963267948967]	[-1.3466309254044986, 2.29677515176335, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1888	[-1.1806065554199905, 2.5277208349255327, 0.0020500000937317964, 0.7707963267948967]	[-1.1355539744451133, 2.222974604518162, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1889	[-0.9633885126292278, 2.390184214761482, 0.0020500000937317964, 0.5707963267948968]	[-1.1806065554199905, 2.5277208349255327, 0.0020500000937317964, 0.7707963267948967]	Left	0.02
1890	[-1.1219372328913295, 2.5260602733709727, 0.0020500000937317964, 0.7707963267948967]	[-0.9633885126292278, 2.390184214761482, 0.0020500000937317964, 0.5707963267948968]	Right	0.02
1891	[-1.2093007990559714, 2.499852566551646, 0.0020500000937317964, 0.5707963267948968]	[-1.1355539744451133, 2.222974604518162, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1892	[-1.3015246217952916, 2.4799838343488485, 0.0020500000937317964, 0.9707963267948967]	[-1.1355539744451133, 2.222974604518162, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1893	[-0.9935550728567657, 2.487383626683832, 0.0020500000937317964, 0.9707963267948967]	[-1.3015246217952916, 2.4799838343488485, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
1894	[-1.1112879884488112, 2.8466035601315687, 0.0020500000937317964, 0.9707963267948967]	[-0.9935550728567657, 2.487383626683832, 0.0020500000937317964, 0.9707963267948967]	Right	0.02
1895	[-1.2379950426919524, 2.4719842981777593, 0.0020500000937317964, 0.9707963267948967]	[-1.1355539744451133, 2.222974604518162, 0.0020500000937317964, 0.7707963267948967]	Right	0.02
1896	[-0.9565158098153468, 2.3521116930538293, 0.0020500000937317964, 0.7707963267948967]	[-1.2379950426919524, 2.4719842981777593, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
1897	[-0.8605265893381908, 2.492418747588475, 0.0020500000937317964, 1.1707963267948966]	[-1.2379950426919524, 2.4719842981777593, 0.0020500000937317964, 0.9707963267948967]	Left	0.02
1898	[-1.1602099880775754, 2.5539805906408968, 0.0020500000937317964, 1.1707963267948966]	[-0.8605265893381908, 2.492418747588475, 0.0020500000937317964, 1.1707963267948966]	Right	0.02
