i	f_sup	f_swg	f_swg_id	traj_params	h_max
1028	[2.338685829355609, 0.711683728214651, 0.0020500000937317964, 2.5415926535897926]	[2.5876955230152063, 0.8141247964614898, 0.0020500000937317964, 2.3415926535897924]	Right	[-95.99999999999984, 9.599999999999993]	0.24
1029	[2.529366584598949, 0.8841390835383682, 0.0020500000937317964, 2.3415926535897924]	[2.338685829355609, 0.711683728214651, 0.0020500000937317964, 2.5415926535897926]	Left	[-115.60324095963561, 10.534662373386732]	0.24
1030	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	[2.338685829355609, 0.711683728214651, 0.0020500000937317964, 2.5415926535897926]	Left	[-72.23859878095045, 8.327607989675814]	0.24
1031	[2.455929892649626, 0.7430231569604479, 0.0020500000937317964, 2.1415926535897922]	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	Right	[-65.18050510829846, 7.910327736823963]	0.24
1032	[2.455929892649626, 0.7430231569604479, 0.0020500000937317964, 2.5415926535897926]	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	Right	[-65.18050510829846, 7.910327736823963]	0.24
1033	[2.182149337848996, 0.8813857523865931, 0.0020500000937317964, 2.3415926535897924]	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	Right	[-18.010429102893585, 4.15812601285457]	0.24
1034	[2.3364572829829897, 0.7942705524010324, 0.0020500000937317964, 2.5415926535897926]	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	Right	[-140.64800745666025, 11.619900479711255]	0.24
1035	[2.37825968554382, 0.751229186947061, 0.0020500000937317964, 2.5415926535897926]	[2.5575987082687006, 0.9254058642838522, 0.0020500000937317964, 2.3415926535897924]	Right	[-306.71579146434055, 17.159462689891164]	0.24
1036	[2.501134460929197, 0.8428723027928844, 0.0020500000937317964, 2.7415926535897928]	[2.338685829355609, 0.711683728214651, 0.0020500000937317964, 2.5415926535897926]	Left	[-115.39520359174924, 10.525179117149468]	0.24
1037	[2.3665540977294954, 0.68298948457867, 0.0020500000937317964, 2.3415926535897924]	[2.5876955230152063, 0.8141247964614898, 0.0020500000937317964, 2.3415926535897924]	Right	[-266.6666666666651, 15.999999999999954]	0.24
1038	[2.4860267073961317, 0.6317420891380855, 0.0020500000937317964, 2.5415926535897926]	[2.5876955230152063, 0.8141247964614898, 0.0020500000937317964, 2.3415926535897924]	Right	[-157.3770491803273, 12.291540473557992]	0.24
1039	[2.409128010645913, 0.9266769810008794, 0.0020500000937317964, 2.5415926535897926]	[2.4860267073961317, 0.6317420891380855, 0.0020500000937317964, 2.5415926535897926]	Left	[-21.546717313168976, 4.5480598743466665]	0.24
1040	[2.1063723245376798, 0.891477626899802, 0.0020500000937317964, 2.5415926535897926]	[2.409128010645913, 0.9266769810008794, 0.0020500000937317964, 2.5415926535897926]	Right	[-4.5368620037807155, 2.08695652173913]	0.24
1041	[2.3915851753203823, 0.944281361901022, 0.0020500000937317964, 2.1415926535897922]	[2.4083565002903256, 0.6399481191246986, 0.0020500000937317964, 2.3415926535897924]	Left	[-11.414982164090379, 3.310344827586208]	0.24
1042	[2.014874349528341, 0.9757289966463967, 0.0020500000937317964, 1.9415926535897923]	[2.3915851753203823, 0.944281361901022, 0.0020500000937317964, 2.1415926535897922]	Right	[-3.5877523014654886, 1.8558669697494132]	0.24
1043	[2.258250299870842, 1.1776402315861212, 0.0020500000937317964, 1.9415926535897923]	[2.014874349528341, 0.9757289966463967, 0.0020500000937317964, 1.9415926535897923]	Left	[-13.29003898764581, 3.571895495131398]	0.24
1044	[2.179540701453186, 1.1041228926997648, 0.0020500000937317964, 2.1415926535897922]	[2.014874349528341, 0.9757289966463967, 0.0020500000937317964, 1.9415926535897923]	Left	[-13.614670309674883, 3.6152570444282226]	0.24
1045	[2.1055751062968686, 0.9270117233070928, 0.0020500000937317964, 1.9415926535897923]	[2.3915851753203823, 0.944281361901022, 0.0020500000937317964, 2.1415926535897922]	Right	[-5.514639819616017, 2.3008811848575266]	0.24
1046	[2.2552425942590406, 1.2319701516987231, 0.0020500000937317964, 1.7415926535897923]	[2.1055751062968686, 0.9270117233070928, 0.0020500000937317964, 1.9415926535897923]	Left	[-9.471739464342663, 3.0154385892882907]	0.24
1047	[2.316843412520075, 1.0735235070842946, 0.0020500000937317964, 2.1415926535897922]	[2.1055751062968686, 0.9270117233070928, 0.0020500000937317964, 1.9415926535897923]	Left	[-43.06890497574063, 6.430097104765292]	0.24
1048	[2.2267585276845128, 1.167250309676528, 0.0020500000937317964, 1.7415926535897923]	[2.1055751062968686, 0.9270117233070928, 0.0020500000937317964, 1.9415926535897923]	Left	[-12.486509457633929, 3.4622318061228325]	0.24
1049	[2.2412528378635796, 1.1299687462378392, 0.0020500000937317964, 1.9415926535897923]	[2.1055751062968686, 0.9270117233070928, 0.0020500000937317964, 1.9415926535897923]	Left	[-16.8186133818759, 4.018192236143122]	0.24
1050	[2.126036563302538, 0.9876856779928157, 0.0020500000937317964, 1.9415926535897923]	[2.3915851753203823, 0.944281361901022, 0.0020500000937317964, 2.1415926535897922]	Right	[-4.785023911870858, 2.143273887163286]	0.24
1051	[2.3694125136450386, 1.18959691293254, 0.0020500000937317964, 2.1415926535897922]	[2.126036563302538, 0.9876856779928157, 0.0020500000937317964, 1.9415926535897923]	Left	[-15.8229552387136, 3.897439804431244]	0.24
1052	[2.5260243882515794, 0.9493899846547813, 0.0020500000937317964, 2.3415926535897924]	[2.4083565002903256, 0.6399481191246986, 0.0020500000937317964, 2.3415926535897924]	Left	[-19.200000000000014, 4.293250516799597]	0.24
1053	[2.340750767510845, 0.8530900082393197, 0.0020500000937317964, 2.3415926535897924]	[2.5260243882515794, 0.9493899846547813, 0.0020500000937317964, 2.3415926535897924]	Right	[-19.200000000000014, 4.293250516799597]	0.24
1054	[2.4842219856907497, 0.9924313501087527, 0.0020500000937317964, 2.3415926535897924]	[2.340750767510845, 0.8530900082393197, 0.0020500000937317964, 2.3415926535897924]	Left	[-266.66666666666794, 16.000000000000036]	0.24
1055	[2.5260243882515794, 0.9493899846547813, 0.0020500000937317964, 2.3415926535897924]	[2.340750767510845, 0.8530900082393197, 0.0020500000937317964, 2.3415926535897924]	Left	[0]	0
1056	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	[2.5260243882515794, 0.9493899846547813, 0.0020500000937317964, 2.3415926535897924]	Right	[-8.540925266903916, 2.8634399341050893]	0.24
1057	[2.4675137085911594, 1.0742483156142972, 0.0020500000937317964, 2.1415926535897922]	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	Left	[-50.491496735545994, 6.962171849798319]	0.24
1058	[2.4675137085911594, 1.0742483156142972, 0.0020500000937317964, 2.3415926535897924]	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	Left	[-50.491496735545994, 6.962171849798319]	0.24
1059	[2.3240424904112547, 0.9349069737448643, 0.0020500000937317964, 2.3415926535897924]	[2.4675137085911594, 1.0742483156142972, 0.0020500000937317964, 2.3415926535897924]	Right	[-213.64942928409494, 14.321433312093141]	0.24
1060	[2.3930220209986763, 1.097721459409364, 0.0020500000937317964, 2.3415926535897924]	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	Left	[-24.186321688658136, 4.818596146297364]	0.24
1061	[2.3011706290010925, 1.2407715268267066, 0.0020500000937317964, 2.3415926535897924]	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	Left	[-7.08683653488427, 2.6083257222764376]	0.24
1062	[2.371409928763951, 1.13138029880168, 0.0020500000937317964, 2.1415926535897922]	[2.257145962389185, 0.9391727391472625, 0.0020500000937317964, 2.1415926535897922]	Left	[-16.83439525014283, 4.020077044054892]	0.24
1063	[2.253016086078713, 0.656360179097925, 0.0020500000937317964, 2.5415926535897926]	[2.59363012103106, 0.7362480955401602, 0.0020500000937317964, 2.3415926535897924]	Right	[-10.742359996389812, 3.211333927908186]	0.24
1064	[2.2834110192667527, 0.8778915494193642, 0.0020500000937317964, 2.7415926535897928]	[2.253016086078713, 0.656360179097925, 0.0020500000937317964, 2.5415926535897926]	Left	[-8.254602260696329, 2.815034310673402]	0.24
1065	[2.2503975946703654, 0.9004772483551656, 0.0020500000937317964, 2.3415926535897924]	[2.253016086078713, 0.656360179097925, 0.0020500000937317964, 2.5415926535897926]	Left	[-6.630760097546844, 2.5230001374643183]	0.24
1066	[2.204349512998246, 0.9925618517062027, 0.0020500000937317964, 2.3415926535897924]	[2.253016086078713, 0.656360179097925, 0.0020500000937317964, 2.5415926535897926]	Left	[-4.419154332281433, 2.0597058428305184]	0.24
1067	[1.9553398193386489, 0.8901207834593639, 0.0020500000937317964, 2.5415926535897926]	[2.204349512998246, 0.9925618517062027, 0.0020500000937317964, 2.3415926535897924]	Right	[-6.701328360046173, 2.5363901958579493]	0.24
1068	[1.9891426857283891, 0.7835498389020532, 0.0020500000937317964, 2.5415926535897926]	[2.204349512998246, 0.9925618517062027, 0.0020500000937317964, 2.3415926535897924]	Right	[-11.187979135212807, 3.2772640982692094]	0.24
1069	[2.2173841700739785, 0.923062947290967, 0.0020500000937317964, 2.3415926535897924]	[2.253016086078713, 0.656360179097925, 0.0020500000937317964, 2.5415926535897926]	Left	[-5.440301618325009, 2.2853204487756216]	0.24
1070	[2.0380451473490977, 0.7488862699541758, 0.0020500000937317964, 2.1415926535897922]	[2.2173841700739785, 0.923062947290967, 0.0020500000937317964, 2.3415926535897924]	Right	[-17.52669745462855, 4.101905600625568]	0.24
1071	[1.932506671869405, 0.7857865435767699, 0.0020500000937317964, 2.3415926535897924]	[2.2173841700739785, 0.923062947290967, 0.0020500000937317964, 2.3415926535897924]	Right	[-8.03498779061256, 2.7773347437764966]	0.24
1072	[1.9136704087442258, 0.9487135063284244, 0.0020500000937317964, 2.5415926535897926]	[2.2173841700739785, 0.923062947290967, 0.0020500000937317964, 2.3415926535897924]	Right	[-4.785023911870858, 2.143273887163286]	0.24
1073	[1.9962427447882678, 0.7919276354081473, 0.0020500000937317964, 2.1415926535897922]	[2.2173841700739785, 0.923062947290967, 0.0020500000937317964, 2.3415926535897924]	Right	[-11.38640323863271, 3.30619828641408]	0.24
1074	[2.1969550801019357, 0.8494998374933012, 0.0020500000937317964, 2.1415926535897922]	[1.9962427447882678, 0.7919276354081473, 0.0020500000937317964, 2.1415926535897922]	Left	[-164.69719586225415, 12.574152378103424]	0.24
1075	[2.894889717016402, 0.13616055228064192, 0.0020500000937317964, 2.7415926535897928]	[3.084350401993853, 0.32748396655049805, 0.0020500000937317964, 2.7415926535897928]	Right	[-37.500000000000064, 6.000000000000004]	0.24
1076	[2.9922443025935648, 0.3664258007813631, 0.0020500000937317964, 2.7415926535897928]	[2.894889717016402, 0.13616055228064192, 0.0020500000937317964, 2.7415926535897928]	Left	[-96.00000000000045, 9.600000000000023]	0.24
1077	[3.1199999999999997, 0.15, 0.0020500000937317964, 3.141592653589793]	[3.3, -0.1, 0.000205, 3.141592653589793]	Left	[-27.40143265938496, 5.128886125617571]	0.24
1078	[3.1199999999999997, -0.15, 0.0020500000937317964, 2.941592653589793]	[3.1199999999999997, 0.15, 0.0020500000937317964, 3.141592653589793]	Right	[-27.40143265938496, 5.128886125617571]	0.24
1079	[3.1199999999999997, -0.05000000000000002, 0.0020500000937317964, 3.3415926535897933]	[3.1199999999999997, 0.15, 0.0020500000937317964, 3.141592653589793]	Right	[-27.40143265938496, 5.128886125617571]	0.24
1080	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	[3.1199999999999997, 0.15, 0.0020500000937317964, 3.141592653589793]	Right	[-9.116396566373066, 2.9583395940818047]	0.24
1081	[2.9799999999999995, 0.2, 0.0020500000937317964, 3.141592653589793]	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	Left	[-43.43891402714925, 6.4576588223645945]	0.24
1082	[2.8799999999999994, 0.15000000000000002, 0.0020500000937317964, 2.941592653589793]	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	Left	[-16.666666666666636, 3.9999999999999964]	0.24
1083	[2.7814621391705128, -0.03409315572054461, 0.0020500000937317964, 3.141592653589793]	[2.8799999999999994, 0.15000000000000002, 0.0020500000937317964, 2.941592653589793]	Right	[-24.199458057173988, 4.819904535868633]	0.24
1084	[2.7499999999999996, 0.20000000000000007, 0.0020500000937317964, 3.141592653589793]	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	Left	[-6.886657101865132, 2.571223603226784]	0.24
1085	[3.0399999999999996, 0.2, 0.0020500000937317964, 2.941592653589793]	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	Left	[-107.86516853932567, 10.175979648061048]	0.24
1086	[2.813920683289811, -0.009256164917199328, 0.0020500000937317964, 2.941592653589793]	[3.0399999999999996, 0.2, 0.0020500000937317964, 2.941592653589793]	Right	[-32.829043280539416, 5.613900742738318]	0.24
1087	[2.7499999999999996, 0.20000000000000007, 0.0020500000937317964, 3.3415926535897933]	[2.9799999999999995, -0.04999999999999999, 0.0020500000937317964, 3.141592653589793]	Left	[-6.886657101865132, 2.571223603226784]	0.24
1088	[2.672391478340744, -0.12183367966368097, 0.0020500000937317964, 3.3415926535897933]	[2.7499999999999996, 0.20000000000000007, 0.0020500000937317964, 3.3415926535897933]	Right	[-9.620869577644369, 3.03908453231209]	0.24
1089	[2.397308832738493, 0.07748901871376535, 0.0020500000937317964, 3.3415926535897933]	[2.672391478340744, -0.12183367966368097, 0.0020500000937317964, 3.3415926535897933]	Left	[-6.886657101865129, 2.5712236032267834]	0.24
1090	[2.280497647965588, -0.2522914341817181, 0.0020500000937317964, 3.3415926535897933]	[2.397308832738493, 0.07748901871376535, 0.0020500000937317964, 3.3415926535897933]	Right	[-5.627198124267286, 2.3242440059719622]	0.24
1091	[2.005415002363337, -0.052968735804271805, 0.0020500000937317964, 3.5415926535897935]	[2.280497647965588, -0.2522914341817181, 0.0020500000937317964, 3.3415926535897933]	Left	[-5.627198124267286, 2.3242440059719622]	0.24
1092	[2.028035011184894, -0.2605460351433678, 0.0020500000937317964, 3.3415926535897933]	[2.005415002363337, -0.052968735804271805, 0.0020500000937317964, 3.5415926535897935]	Right	[-15.045719850354777, 3.8005119466120068]	0.24
1093	[2.0301344056556436, -0.36822886823600237, 0.0020500000937317964, 3.3415926535897933]	[2.005415002363337, -0.052968735804271805, 0.0020500000937317964, 3.5415926535897935]	Right	[-12.611128721943757, 3.479465989640653]	0.24
1094	[1.9904005394966313, -0.17221555266775404, 0.0020500000937317964, 3.141592653589793]	[2.0301344056556436, -0.36822886823600237, 0.0020500000937317964, 3.3415926535897933]	Left	[-66.45789000249445, 7.987463577531647]	0.24
1095	[1.8504005394966312, -0.422215552667754, 0.0020500000937317964, 2.941592653589793]	[1.9904005394966313, -0.17221555266775404, 0.0020500000937317964, 3.141592653589793]	Right	[-27.258149784276846, 5.115449520120961]	0.24
1096	[1.7628585512976227, -0.14938520189613497, 0.0020500000937317964, 3.141592653589793]	[1.8504005394966312, -0.422215552667754, 0.0020500000937317964, 2.941592653589793]	Left	[-18.356840465555052, 4.197924111621463]	0.24
1097	[1.8228585512976228, -0.39938520189613497, 0.0020500000937317964, 2.941592653589793]	[1.7628585512976227, -0.14938520189613497, 0.0020500000937317964, 3.141592653589793]	Right	[-750.1253938268463, 26.835058749214106]	0.24
1098	[1.764585759672511, -0.18350495324838048, 0.0020500000937317964, 3.141592653589793]	[1.8228585512976228, -0.39938520189613497, 0.0020500000937317964, 2.941592653589793]	Left	[-822.5229533491537, 28.100214148920422]	0.24
1099	[1.764585759672511, -0.3835049532483805, 0.0020500000937317964, 2.941592653589793]	[1.764585759672511, -0.18350495324838048, 0.0020500000937317964, 3.141592653589793]	Right	[-263.16506967145096, 15.89460496157715]	0.24
1100	[1.7455156311610487, -0.1755714778324285, 0.0020500000937317964, 3.141592653589793]	[1.764585759672511, -0.3835049532483805, 0.0020500000937317964, 2.941592653589793]	Left	[-2250.299745450573, 46.478895809093295]	0.24
1101	[1.8055156311610487, -0.4255714778324285, 0.0020500000937317964, 2.941592653589793]	[1.7455156311610487, -0.1755714778324285, 0.0020500000937317964, 3.141592653589793]	Right	[-278.6771186201579, 16.356345370386123]	0.24
1102	[1.865116430399567, -0.13155150448005604, 0.0020500000937317964, 2.941592653589793]	[1.8055156311610487, -0.4255714778324285, 0.0020500000937317964, 2.941592653589793]	Left	[-59.105623922467636, 7.532688694322163]	0.24
1103	[1.855182963859814, -0.18055483337211808, 0.0020500000937317964, 3.141592653589793]	[1.8055156311610487, -0.4255714778324285, 0.0020500000937317964, 2.941592653589793]	Left	[-79.65643057212328, 8.744722599902088]	0.24
1104	[1.8055156311610487, -0.4255714778324285, 0.0020500000937317964, 3.3415926535897933]	[1.7455156311610487, -0.1755714778324285, 0.0020500000937317964, 3.141592653589793]	Right	[-278.6771186201579, 16.356345370386123]	0.24
1105	[1.8055156311610487, -0.4755714778324285, 0.0020500000937317964, 2.941592653589793]	[1.7455156311610487, -0.1755714778324285, 0.0020500000937317964, 3.141592653589793]	Right	[-94.56731157460703, 9.5280963005011]	0.24
1106	[1.8063124357290927, -0.16963134463235235, 0.0020500000937317964, 3.141592653589793]	[1.8055156311610487, -0.4755714778324285, 0.0020500000937317964, 2.941592653589793]	Left	[-257.26666938380487, 15.715470168227633]	0.24
1107	[1.7864455026495865, -0.26763800241647645, 0.0020500000937317964, 2.941592653589793]	[1.8055156311610487, -0.4755714778324285, 0.0020500000937317964, 2.941592653589793]	Left	[-94.56731157460703, 9.5280963005011]	0.24
1108	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	[1.7864455026495865, -0.26763800241647645, 0.0020500000937317964, 2.941592653589793]	Right	[-383.9999999999999, 19.2]	0.24
1109	[1.8555821646212955, -0.3245748067244905, 0.0020500000937317964, 3.141592653589793]	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	Left	[-119.67571302402374, 10.718613926392852]	0.24
1110	[1.7955821646212955, -0.2745748067244905, 0.0020500000937317964, 2.941592653589793]	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	Left	[-7294.952229319773, 83.6848501232271]	0.24
1111	[1.8555821646212955, -0.3245748067244905, 0.0020500000937317964, 3.3415926535897933]	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	Left	[-119.67571302402374, 10.718613926392852]	0.24
1112	[1.7955821646212955, -0.2745748067244905, 0.0020500000937317964, 3.3415926535897933]	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	Left	[-7294.952229319773, 83.6848501232271]	0.24
1113	[1.7955821646212955, -0.3245748067244905, 0.0020500000937317964, 3.3415926535897933]	[1.7955821646212955, -0.5245748067244905, 0.0020500000937317964, 3.141592653589793]	Left	[-288.6976427505068, 16.647814782742103]	0.24
1114	[1.9139869585302884, -0.6066746202291593, 0.0020500000937317964, 3.5415926535897935]	[1.7955821646212955, -0.3245748067244905, 0.0020500000937317964, 3.3415926535897933]	Right	[-46.2426084001817, 6.66280001682284]	0.24
1115	[1.9040534919905352, -0.5576712913370973, 0.0020500000937317964, 3.5415926535897935]	[1.7955821646212955, -0.3245748067244905, 0.0020500000937317964, 3.3415926535897933]	Right	[-74.64191616637335, 8.465000857632468]	0.24
1116	[1.881433483168978, -0.3500939919980012, 0.0020500000937317964, 3.7415926535897936]	[1.9040534919905352, -0.5576712913370973, 0.0020500000937317964, 3.5415926535897935]	Left	[-119.6757130240241, 10.718613926392868]	0.24
1117	[1.7963789691893395, -0.6305149399245666, 0.0020500000937317964, 3.5415926535897935]	[1.7955821646212955, -0.3245748067244905, 0.0020500000937317964, 3.3415926535897933]	Right	[-85.53141100464939, 9.061465365185887]	0.24
1118	[1.4677094378760807, -0.4437628604546908, 0.10000000149011612, 3.3415926535897933]	[1.7963789691893395, -0.6305149399245666, 0.0020500000937317964, 3.5415926535897935]	Left	[-6.2782279132536205, 2.471017921304084]	0.24
1119	[1.4486393093646184, -0.6516963358706428, 0.10000000149011612, 3.141592653589793]	[1.4677094378760807, -0.4437628604546908, 0.10000000149011612, 3.3415926535897933]	Right	[-6.29554594981089, 2.474423636216525]	0.24
1120	[1.2686393093646184, -0.45169633587064273, 0.10000000149011612, 2.941592653589793]	[1.4486393093646184, -0.6516963358706428, 0.10000000149011612, 3.141592653589793]	Left	[-24.186321688658083, 4.8185961462973586]	0.24
1121	[1.3886393093646183, -0.4516963358706428, 0.10000000149011612, 3.3415926535897933]	[1.4486393093646184, -0.6516963358706428, 0.10000000149011612, 3.141592653589793]	Left	[-152.01839442221018, 12.080465994543495]	0.24
1122	[1.379502647392909, -0.7086331401786569, 0.10000000149011612, 3.141592653589793]	[1.3886393093646183, -0.4516963358706428, 0.10000000149011612, 3.3415926535897933]	Right	[-119.67571302402325, 10.71861392639283]	0.24
1123	[1.379502647392909, -0.5086331401786568, 0.10000000149011612, 2.941592653589793]	[1.379502647392909, -0.7086331401786569, 0.10000000149011612, 3.141592653589793]	Left	[-288.697642750507, 16.64781478274211]	0.24
1124	[1.1534233306827202, -0.7178893050958561, 0.10000000149011612, 2.941592653589793]	[1.379502647392909, -0.5086331401786568, 0.10000000149011612, 2.941592653589793]	Right	[-18.75090310753961, 4.242742860843445]	0.24
1125	[1.0658813424837117, -0.4450589543242371, 0.10000000149011612, 3.141592653589793]	[1.1534233306827202, -0.7178893050958561, 0.10000000149011612, 2.941592653589793]	Left	[-9.374999999999993, 2.9999999999999987]	0.24
1126	[1.2610978534839161, -0.7907329536833256, 0.10000000149011612, 3.141592653589793]	[1.379502647392909, -0.5086331401786568, 0.10000000149011612, 2.941592653589793]	Right	[-46.2426084001817, 6.66280001682284]	0.24
1127	[1.2610978534839161, -0.5407329536833256, 0.10000000149011612, 2.941592653589793]	[1.2610978534839161, -0.7907329536833256, 0.10000000149011612, 3.141592653589793]	Left	[-63.786980200199324, 7.825311558793768]	0.24
1128	[1.0310978534839161, -0.5907329536833256, 0.10000000149011612, 2.941592653589793]	[1.2610978534839161, -0.7907329536833256, 0.10000000149011612, 3.141592653589793]	Left	[-7.492608085760978, 2.6819589412089324]	0.24
1129	[1.1610978534839163, -0.5907329536833257, 0.10000000149011612, 2.941592653589793]	[1.2610978534839161, -0.7907329536833256, 0.10000000149011612, 3.141592653589793]	Left	[-17.63375785504269, 4.114414604878923]	0.24
1130	[0.964287733347624, -0.8569392207243895, 0.10000000149011612, 3.141592653589793]	[1.1610978534839163, -0.5907329536833257, 0.10000000149011612, 2.941592653589793]	Right	[-10.380677029394652, 3.1568100906166126]	0.24
1131	[1.0526265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	[1.1610978534839163, -0.5907329536833257, 0.10000000149011612, 2.941592653589793]	Right	[-21.546078532892306, 4.547992457291087]	0.24
1132	[0.9526265261146764, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	[1.0526265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-21.546078532892288, 4.547992457291085]	0.24
1133	[0.8049525356317868, -0.8489791496767367, 0.10000000149011612, 2.941592653589793]	[0.9526265261146764, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	Right	[-15.490138591552292, 3.8562330126549926]	0.24
1134	[0.7950190690920338, -0.8979824785687986, 0.10000000149011612, 3.141592653589793]	[0.9526265261146764, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	Right	[-13.359258589727306, 3.581185313012748]	0.24
1135	[0.8550190690920338, -0.5979824785687986, 0.10000000149011612, 2.941592653589793]	[0.7950190690920338, -0.8979824785687986, 0.10000000149011612, 3.141592653589793]	Left	[-94.16121052535073, 9.507616005305257]	0.24
1136	[0.8053517363932685, -0.842999123029109, 0.10000000149011612, 2.7415926535897928]	[0.8550190690920338, -0.5979824785687986, 0.10000000149011612, 2.941592653589793]	Right	[-306.71579146434124, 17.159462689891186]	0.24
1137	[0.874089197603496, -0.8059159539847507, 0.10000000149011612, 2.7415926535897928]	[0.8550190690920338, -0.5979824785687986, 0.10000000149011612, 2.941592653589793]	Right	[-65.18050510829887, 7.910327736823988]	0.24
1138	[0.7465477417227939, -0.8310789631814053, 0.10000000149011612, 3.141592653589793]	[0.8550190690920338, -0.5979824785687986, 0.10000000149011612, 2.941592653589793]	Right	[-140.64800745665997, 11.619900479711243]	0.24
1139	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	[0.7465477417227939, -0.8310789631814053, 0.10000000149011612, 3.141592653589793]	Left	[-59.10562392246754, 7.5326886943221565]	0.24
1140	[0.7465477417227939, -0.7810789631814052, 0.10000000149011612, 3.141592653589793]	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1141	[0.7465477417227939, -0.7310789631814052, 0.10000000149011612, 3.141592653589793]	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-95.99999999999983, 9.59999999999999]	0.24
1142	[0.7465477417227939, -0.4310789631814052, 0.10000000149011612, 3.141592653589793]	[0.7465477417227939, -0.7310789631814052, 0.10000000149011612, 3.141592653589793]	Left	[-95.99999999999993, 9.599999999999996]	0.24
1143	[0.8065477417227939, -0.6810789631814052, 0.10000000149011612, 2.941592653589793]	[0.7465477417227939, -0.4310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1144	[0.806547741722794, -0.5310789631814052, 0.10000000149011612, 3.3415926535897933]	[0.7465477417227939, -0.7310789631814052, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1145	[0.8065477417227939, -0.7810789631814052, 0.10000000149011612, 3.3415926535897933]	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1146	[0.8065477417227939, -0.7310789631814052, 0.10000000149011612, 2.941592653589793]	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-70.58823529411758, 8.23193208684042]	0.24
1147	[0.8065477417227939, -0.7810789631814052, 0.10000000149011612, 3.141592653589793]	[0.7465477417227939, -0.5310789631814052, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1148	[0.806547741722794, -0.5810789631814053, 0.10000000149011612, 2.941592653589793]	[0.7465477417227939, -0.8310789631814053, 0.10000000149011612, 3.141592653589793]	Left	[-364.2989448460544, 18.700988932465904]	0.24
1149	[0.7668138755637817, -0.7770922787496536, 0.10000000149011612, 2.941592653589793]	[0.806547741722794, -0.5810789631814053, 0.10000000149011612, 2.941592653589793]	Right	[-288.69764275050625, 16.64781478274209]	0.24
1150	[0.7954182698535154, -0.8920024519211711, 0.10000000149011612, 2.7415926535897928]	[0.8550190690920338, -0.5979824785687986, 0.10000000149011612, 2.941592653589793]	Right	[-26725.998417077597, 160.17789635400538]	0.24
1151	[1.0526265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	[1.0526265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-59.10562392246754, 7.5326886943221565]	0.24
1152	[0.8726265261146764, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	[1.0526265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-10.947433413182715, 3.2418414638373982]	0.24
