i	f_sup	f_swg	f_swg_id	traj_params	h_max
1153	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.141592653589793]	[0.8726265261146764, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-11.866501854140912, 3.3751802588862234]	0.24
1154	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-95.99999999999983, 9.59999999999999]	0.24
1155	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1156	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1157	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1158	[0.8326265261146764, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1159	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-383.9999999999993, 19.19999999999998]	0.24
1160	[0.7718297215466323, -0.7797695714960085, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 2.941592653589793]	Right	[-306.71579146434215, 17.15946268989121]	0.24
1161	[0.7718297215466323, -0.7797695714960085, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 2.941592653589793]	Right	[-306.71579146434215, 17.15946268989121]	0.24
1162	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-383.9999999999993, 19.19999999999998]	0.24
1163	[0.8326265261146764, -0.5238294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1164	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-383.9999999999993, 19.19999999999998]	0.24
1165	[0.8326265261146762, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1166	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1167	[0.7726265261146763, -0.4738294382959322, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-3.1153781151208965e+32, 1.7293822569102704e+16]	0.24
1168	[0.8326265261146764, -0.4738294382959322, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1169	[0.8326265261146764, -0.4738294382959322, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1170	[0.8326265261146764, -0.37382943829593224, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-70.58823529411757, 8.23193208684042]	0.24
1171	[0.7726265261146763, -0.4738294382959322, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-3.1153781151208965e+32, 1.7293822569102704e+16]	0.24
1172	[0.7726265261146763, -0.4238294382959322, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.141592653589793]	Left	[-383.9999999999993, 19.19999999999998]	0.24
1173	[0.7817631880863855, -0.6807662426039462, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.4238294382959322, 0.10000000149011612, 2.941592653589793]	Right	[-7294.952229319704, 83.68485012322671]	0.24
1174	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1175	[0.8326265261146762, -0.7738294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1176	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1177	[0.8326265261146762, -0.6738294382959322, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1178	[0.8326265261146762, -0.7738294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1179	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1180	[0.8322273253531948, -0.37980946494355977, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	Left	[-77.46926841923141, 8.623833120049468]	0.24
1181	[0.8910313200236692, -0.39172962479126344, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	Left	[-46.24260840018169, 6.662800016822838]	0.24
1182	[0.8322273253531948, -0.37980946494355977, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	Left	[-77.46926841923141, 8.623833120049468]	0.24
1183	[0.7634898641429672, -0.41689263398791815, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	Left	[-288.6976427505061, 16.647814782742085]	0.24
1184	[0.7535563976032141, -0.4658959628799802, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6738294382959322, 0.10000000149011612, 2.941592653589793]	Left	[-2250.299745450589, 46.47889580909346]	0.24
1185	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1186	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1187	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.47382943829593227, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1188	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[0]	0
1189	[0.8326265261146764, -0.4238294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	Left	[-70.58823529411757, 8.23193208684042]	0.24
1190	[0.8326265261146762, -0.7238294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1191	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1192	[0.8326265261146762, -0.7238294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1193	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1194	[0.8222938588134416, -0.528812793835622, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-385.2825640691879, 19.23203737273876]	0.24
1195	[0.8810978534839162, -0.5407329536833256, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-79.65643057212323, 8.744722599902087]	0.24
1196	[0.8810978534839162, -0.5407329536833256, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-79.65643057212323, 8.744722599902087]	0.24
1197	[0.8322273253531948, -0.47980946494355986, 0.10000000149011612, 2.7415926535897928]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-174.86296359898702, 12.956405560765205]	0.24
1198	[0.7535563976032141, -0.5658959628799802, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-450.0149857752251, 20.784955769599705]	0.24
1199	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	[0.7535563976032141, -0.5658959628799802, 0.10000000149011612, 3.141592653589793]	Right	[-2250.2997454505844, 46.47889580909341]	0.24
1200	[0.8032237303019795, -0.5208793184196698, 0.10000000149011612, 2.7415926535897928]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-213.64942928409414, 14.321433312093115]	0.24
1201	[0.744419735631505, -0.5089591585719662, 0.10000000149011612, 3.141592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-288.69764275050665, 16.6478147827421]	0.24
1202	[0.744419735631505, -0.7589591585719662, 0.10000000149011612, 3.141592653589793]	[0.744419735631505, -0.5089591585719662, 0.10000000149011612, 3.141592653589793]	Right	[-7294.952229319704, 83.68485012322671]	0.24
1203	[0.8131571968417326, -0.47187598952760773, 0.10000000149011612, 2.941592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-77.46926841923141, 8.623833120049468]	0.24
1204	[0.8131571968417326, -0.47187598952760773, 0.10000000149011612, 3.141592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-77.46926841923141, 8.623833120049468]	0.24
1205	[0.8731571968417325, -0.7718759895276077, 0.10000000149011612, 3.3415926535897933]	[0.8131571968417326, -0.47187598952760773, 0.10000000149011612, 3.141592653589793]	Right	[-66.9450843118966, 8.016687653851854]	0.24
1206	[0.8131571968417326, -0.47187598952760773, 0.10000000149011612, 2.7415926535897928]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-77.46926841923141, 8.623833120049468]	0.24
1207	[0.8032237303019795, -0.5208793184196698, 0.10000000149011612, 2.941592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-213.64942928409414, 14.321433312093115]	0.24
1208	[0.7932902637622264, -0.5698826473117319, 0.10000000149011612, 3.141592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-602.0040063581049, 24.040046715923424]	0.24
1209	[0.8719611915122071, -0.4837961493753114, 0.10000000149011612, 3.141592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-46.24260840018169, 6.662800016822838]	0.24
1210	[0.7932902637622264, -0.5698826473117319, 0.10000000149011612, 2.941592653589793]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-602.0040063581049, 24.040046715923424]	0.24
1211	[0.8719611915122071, -0.4837961493753114, 0.10000000149011612, 2.7415926535897928]	[0.7535563976032141, -0.7658959628799802, 0.10000000149011612, 2.941592653589793]	Left	[-46.24260840018169, 6.662800016822838]	0.24
1212	[0.8135563976032141, -0.8158959628799802, 0.10000000149011612, 3.3415926535897933]	[0.7535563976032141, -0.5658959628799802, 0.10000000149011612, 3.141592653589793]	Right	[-278.67711862015824, 16.356345370386133]	0.24
1213	[0.8135563976032141, -0.8158959628799802, 0.10000000149011612, 3.141592653589793]	[0.7535563976032141, -0.5658959628799802, 0.10000000149011612, 3.141592653589793]	Right	[-278.67711862015824, 16.356345370386133]	0.24
1214	[0.8135563976032141, -0.6158959628799803, 0.10000000149011612, 3.3415926535897933]	[0.8135563976032141, -0.8158959628799802, 0.10000000149011612, 3.141592653589793]	Left	[-157.37704918032793, 12.291540473558015]	0.24
1215	[0.8123603922736886, -0.577816122727684, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 2.941592653589793]	Left	[-213.64942928409386, 14.321433312093106]	0.24
1216	[0.7726265261146763, -0.7738294382959323, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1217	[0.8326265261146762, -0.8238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1218	[0.8234898641429671, -0.5668926339879183, 0.10000000149011612, 2.7415926535897928]	[0.8326265261146762, -0.8238294382959324, 0.10000000149011612, 2.941592653589793]	Left	[-216.14231995195627, 14.404743217214184]	0.24
1219	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1220	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-95.99999999999983, 9.59999999999999]	0.24
1221	[0.7726265261146763, -0.9238294382959324, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[-95.99999999999983, 9.59999999999999]	0.24
1222	[0.7726265261146763, -0.8738294382959324, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[-383.9999999999993, 19.19999999999998]	0.24
1223	[0.7726265261146763, -0.5738294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.8738294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-383.9999999999993, 19.19999999999998]	0.24
1224	[0.8326265261146762, -0.8738294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1225	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1226	[0.8326265261146762, -0.8738294382959324, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[-157.37704918032793, 12.291540473558015]	0.24
1227	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[0]	0
1228	[0.8326265261146762, -0.9238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 3.141592653589793]	Right	[-70.58823529411758, 8.23193208684042]	0.24
1229	[0.8326265261146764, -0.5238294382959323, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-266.6666666666662, 15.999999999999986]	0.24
1230	[0.8326265261146764, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-70.58823529411752, 8.231932086840416]	0.24
1231	[0.7726265261146763, -0.5238294382959323, 0.10000000149011612, 3.3415926535897933]	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[0]	0
1232	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.8238294382959324, 0.10000000149011612, 3.141592653589793]	Left	[-95.99999999999983, 9.59999999999999]	0.24
1233	[0.7817631880863855, -0.8807662426039464, 0.10000000149011612, 2.941592653589793]	[0.7726265261146763, -0.6238294382959324, 0.10000000149011612, 2.941592653589793]	Right	[-288.69764275050665, 16.6478147827421]	0.24
