i	f_sup	f_swg	f_swg_id	traj_params	h_max
1555	[-2.2933980109171097, -0.43752611839278643, 0.0020500000937317964, -2.6292036732051036]	[-2.1667293949160467, -0.08135893613089515, 0.0020500000937317964, -2.829203673205104]	Right	[-7.887840359576468, 2.751786100915805]	0.24
1556	[-1.5453476021652108, -0.09997277542984889, 0.0020500000937317964, -2.029203673205103]	[-1.6419106008227105, 0.2655071655932827, 0.0020500000937317964, -2.2292036732051033]	Right	[-7.887840359576475, 2.7517861009158064]	0.24
1557	[-1.8713169082065635, -0.19559710036298972, 0.0020500000937317964, -2.029203673205103]	[-1.5453476021652108, -0.09997277542984889, 0.0020500000937317964, -2.029203673205103]	Left	[-3.619303583478173, 1.8640095064508244]	0.24
1558	[-1.7267809839161001, -0.46764372612684924, 0.0020500000937317964, -2.2292036732051033]	[-1.8713169082065635, -0.19559710036298972, 0.0020500000937317964, -2.029203673205103]	Right	[-5.710886377156455, 2.341463414634146]	0.24
1559	[-2.1047986124072504, -0.4660089325843494, 0.0020500000937317964, -2.2292036732051033]	[-1.7267809839161001, -0.46764372612684924, 0.0020500000937317964, -2.2292036732051033]	Left	[-7.521373321934903, 2.6871022289926945]	0.24
1560	[-1.9070566844286463, -0.6189734053200291, 0.0020500000937317964, -2.4292036732051034]	[-2.1047986124072504, -0.4660089325843494, 0.0020500000937317964, -2.2292036732051033]	Right	[-17.328519855595676, 4.078649171156039]	0.24
1561	[-1.4082847113860544, 0.061010359298095285, 0.0020500000937317964, -1.8292036732051031]	[-1.5256835325916045, 0.2750606262438463, 0.0020500000937317964, -2.029203673205103]	Right	[-15.27850377191921, 3.82979942308242]	0.24
1562	[-1.7340999234436492, 0.002320942945020041, 0.0020500000937317964, -2.029203673205103]	[-1.4082847113860544, 0.061010359298095285, 0.0020500000937317964, -1.8292036732051031]	Left	[-8.147723190071297, 2.7967506614763575]	0.24
1563	[-1.4916236251410961, -0.1842406950234844, 0.0020500000937317964, -2.029203673205103]	[-1.7340999234436492, 0.002320942945020041, 0.0020500000937317964, -2.029203673205103]	Right	[-14.308400298736158, 3.706219676002316]	0.24
1564	[-1.7158132292246329, -0.07361058419977136, 0.0020500000937317964, -2.2292036732051033]	[-1.4916236251410961, -0.1842406950234844, 0.0020500000937317964, -2.029203673205103]	Left	[-157.37704918032793, 12.291540473558015]	0.24
1565	[-1.8175929311824488, -0.2798650199566252, 0.0020500000937317964, -2.029203673205103]	[-1.4916236251410961, -0.1842406950234844, 0.0020500000937317964, -2.029203673205103]	Left	[-11.085450346420325, 3.2622127969468075]	0.24
1566	[-1.7087587129970907, -0.09746794948847301, 0.0020500000937317964, -1.8292036732051031]	[-1.4082847113860544, 0.061010359298095285, 0.0020500000937317964, -1.8292036732051031]	Left	[-5.57186934999982, 2.3127893496814247]	0.24
1567	[-1.4823916309738352, -0.21936111654994844, 0.0020500000937317964, -1.6292036732051032]	[-1.7087587129970907, -0.09746794948847301, 0.0020500000937317964, -1.8292036732051031]	Right	[-11.414982164090368, 3.310344827586207]	0.24
1568	[-1.4773436229626316, 0.2622835711425048, 0.0020500000937317964, -1.8292036732051031]	[-1.2686515183251295, 0.2691832422919062, 0.0020500000937317964, -1.8292036732051031]	Left	[-552.2972535395485, 23.02618864245593]	0.24
1569	[-1.5103510664699948, 0.33306851779861396, 0.0020500000937317964, -1.6292036732051032]	[-1.2686515183251295, 0.2691832422919062, 0.0020500000937317964, -1.8292036732051031]	Left	[-450.0149857752226, 20.784955769599648]	0.24
1570	[-1.0556289340279987, 0.3779595868256518, 0.0020500000937317964, -1.6292036732051032]	[-1.3492799524236667, 0.495301307433401, 0.0020500000937317964, -1.6292036732051032]	Right	[-6.3615083760305255, 2.4712442293284784]	0.24
1571	[-1.313375008056548, 0.25279185407128124, 0.0020500000937317964, -1.6292036732051032]	[-1.0556289340279987, 0.3779595868256518, 0.0020500000937317964, -1.6292036732051032]	Left	[-15.973377703826944, 3.915921678950419]	0.24
1572	[-1.01972398966088, 0.13545013346353202, 0.0020500000937317964, -1.8292036732051031]	[-1.313375008056548, 0.25279185407128124, 0.0020500000937317964, -1.6292036732051032]	Right	[-15.973377703826944, 3.915921678950419]	0.24
1573	[-1.2614235378057455, 0.19933540897023977, 0.0020500000937317964, -1.8292036732051031]	[-1.01972398966088, 0.13545013346353202, 0.0020500000937317964, -1.8292036732051031]	Left	[-172.7691743285275, 12.878602694212846]	0.24
1574	[-1.1140612976546829, -0.025796486099429444, 0.0020500000937317964, -2.029203673205103]	[-1.2614235378057455, 0.19933540897023977, 0.0020500000937317964, -1.8292036732051031]	Right	[-27.507163323782212, 5.1387621846930145]	0.24
1575	[-1.417904581531293, -0.07658289021586288, 0.0020500000937317964, -2.029203673205103]	[-1.1140612976546829, -0.025796486099429444, 0.0020500000937317964, -2.029203673205103]	Left	[-9.541109896729967, 3.0264608870528575]	0.24
1576	[-1.2506567585888648, -0.41559345896117234, 0.0020500000937317964, -2.2292036732051033]	[-1.417904581531293, -0.07658289021586288, 0.0020500000937317964, -2.029203673205103]	Right	[-5.627198124267294, 2.324244005971964]	0.24
1577	[-1.1937149774477562, -0.18721300103957592, 0.0020500000937317964, -2.2292036732051033]	[-1.417904581531293, -0.07658289021586288, 0.0020500000937317964, -2.029203673205103]	Right	[-29.629629629629644, 5.333333333333334]	0.24
1578	[-1.3914569054263604, -0.03424852830389616, 0.0020500000937317964, -2.2292036732051033]	[-1.1937149774477562, -0.18721300103957592, 0.0020500000937317964, -2.2292036732051033]	Left	[-385.28256406918746, 19.23203737273875]	0.24
1579	[-1.2643010122217249, -0.36018008373130683, 0.0020500000937317964, -2.2292036732051033]	[-1.3914569054263604, -0.03424852830389616, 0.0020500000937317964, -2.2292036732051033]	Right	[-27.507163323782244, 5.138762184693017]	0.24
1580	[-1.3189234677754578, -0.2673555861604583, 0.0020500000937317964, -2.029203673205103]	[-1.3914569054263604, -0.03424852830389616, 0.0020500000937317964, -2.2292036732051033]	Right	[-43.4389140271493, 6.457658822364598]	0.24
1581	[-1.5613997660780108, -0.08079394819195385, 0.0020500000937317964, -1.8292036732051031]	[-1.3189234677754578, -0.2673555861604583, 0.0020500000937317964, -2.029203673205103]	Left	[-30.92081013135303, 5.448300443817219]	0.24
1582	[-1.2733686572408296, -0.3486295159797224, 0.0020500000937317964, -2.029203673205103]	[-1.417904581531293, -0.07658289021586288, 0.0020500000937317964, -2.029203673205103]	Right	[-7.407407407407411, 2.666666666666667]	0.24
1583	[-1.4792715671053502, -0.3139309323008008, 0.0020500000937317964, -2.2292036732051033]	[-1.2733686572408296, -0.3486295159797224, 0.0020500000937317964, -2.029203673205103]	Left	[-15.973377703826948, 3.9159216789504194]	0.24
1584	[-1.4222569540435714, -0.6488179787767965, 0.0020500000937317964, -2.029203673205103]	[-1.4792715671053502, -0.3139309323008008, 0.0020500000937317964, -2.2292036732051033]	Right	[-8.549989615885815, 2.864958992943945]	0.24
1585	[-1.7355365232733009, -0.6057376874217556, 0.0020500000937317964, -2.029203673205103]	[-1.4222569540435714, -0.6488179787767965, 0.0020500000937317964, -2.029203673205103]	Left	[-6.365080738740511, 2.4719380067450905]	0.24
1586	[-1.6004368843359567, -0.7839176177141407, 0.0020500000937317964, -2.2292036732051033]	[-1.7355365232733009, -0.6057376874217556, 0.0020500000937317964, -2.029203673205103]	Right	[-19.199999999999985, 4.293250516799595]	0.24
1587	[-1.6181377020677508, -0.8197879543675066, 0.0020500000937317964, -1.8292036732051031]	[-1.7355365232733009, -0.6057376874217556, 0.0020500000937317964, -2.029203673205103]	Right	[-14.201183431952648, 3.6923076923076903]	0.24
1588	[-1.9337312700442721, -0.8398054430174035, 0.0020500000937317964, -1.8292036732051031]	[-1.6181377020677508, -0.8197879543675066, 0.0020500000937317964, -1.8292036732051031]	Left	[-10.205288753301762, 3.1300283070876036]	0.24
1589	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	[-1.6181377020677508, -0.8197879543675066, 0.0020500000937317964, -1.8292036732051031]	Left	[-47.13504152761739, 6.726785254972295]	0.24
1590	[-1.6971425439399437, -0.9230266823757004, 0.0020500000937317964, -1.6292036732051032]	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	Right	[-56.80473372781057, 7.38461538461538]	0.24
1591	[-2.0001334252840244, -0.9654121258951117, 0.0020500000937317964, -1.8292036732051031]	[-1.6971425439399437, -0.9230266823757004, 0.0020500000937317964, -1.6292036732051032]	Left	[-10.022362353681189, 3.101849103282418]	0.24
1592	[-2.0024683910211274, -1.0053439169269018, 0.0020500000937317964, -1.6292036732051032]	[-1.6971425439399437, -0.9230266823757004, 0.0020500000937317964, -1.6292036732051032]	Left	[-8.034987790612552, 2.7773347437764953]	0.24
1593	[-1.7111523383625626, -1.1626174285664412, 0.0020500000937317964, -1.6292036732051032]	[-2.0024683910211274, -1.0053439169269018, 0.0020500000937317964, -1.6292036732051032]	Right	[-16.666666666666657, 3.9999999999999987]	0.24
1594	[-2.021148116917953, -1.3247982451812228, 0.0020500000937317964, -1.4292036732051032]	[-1.7111523383625626, -1.1626174285664412, 0.0020500000937317964, -1.6292036732051032]	Left	[-9.375000000000004, 3.0000000000000004]	0.24
1595	[-1.9108112935215134, -1.1509425998809253, 0.0020500000937317964, -1.4292036732051032]	[-1.7111523383625626, -1.1626174285664412, 0.0020500000937317964, -1.6292036732051032]	Left	[-32.432432432432435, 5.579886659703326]	0.24
1596	[-1.6987007933954374, -1.2217178479289963, 0.0020500000937317964, -1.4292036732051032]	[-1.9108112935215134, -1.1509425998809253, 0.0020500000937317964, -1.4292036732051032]	Right	[-263.1650696714504, 15.894604961577132]	0.24
1597	[-1.7212799946850164, -1.0633190484729251, 0.0020500000937317964, -1.2292036732051033]	[-1.9108112935215134, -1.1509425998809253, 0.0020500000937317964, -1.4292036732051032]	Right	[-96.35905589130233, 9.617936039278398]	0.24
1598	[-1.7043455937178322, -1.1821181480649785, 0.0020500000937317964, -1.4292036732051032]	[-1.9108112935215134, -1.1509425998809253, 0.0020500000937317964, -1.4292036732051032]	Right	[-2250.299745450592, 46.47889580909349]	0.24
1599	[-1.6435563682430205, -1.2542615473900207, 0.0020500000937317964, -1.2292036732051033]	[-1.9108112935215134, -1.1509425998809253, 0.0020500000937317964, -1.4292036732051032]	Right	[-74.02917851125238, 8.430184539546111]	0.24
1600	[-1.8521001253861065, -1.2647258369810823, 0.0020500000937317964, -1.4292036732051032]	[-1.6435563682430205, -1.2542615473900207, 0.0020500000937317964, -1.2292036732051033]	Left	[-58.55934385205696, 7.497797683185022]	0.24
1601	[-1.8020646788743269, -1.5547197232827883, 0.0020500000937317964, -1.2292036732051033]	[-1.6435563682430205, -1.2542615473900207, 0.0020500000937317964, -1.2292036732051033]	Left	[-5.490050120876788, 2.295745655781954]	0.24
1602	[-1.5866083827165167, -1.4144393453036925, 0.0020500000937317964, -1.0292036732051033]	[-1.8020646788743269, -1.5547197232827883, 0.0020500000937317964, -1.2292036732051033]	Right	[-33.2179930795848, 5.647058823529414]	0.24
1603	[-1.7064359962081597, -1.60322849500488, 0.0020500000937317964, -1.0292036732051033]	[-1.5866083827165167, -1.4144393453036925, 0.0020500000937317964, -1.0292036732051033]	Left	[-83.49317432995532, 8.952845768623355]	0.24
1604	[-1.4802994525067634, -1.397164758256304, 0.0020500000937317964, -1.0292036732051033]	[-1.7064359962081597, -1.60322849500488, 0.0020500000937317964, -1.0292036732051033]	Right	[-82.75862068965519, 8.91337623249849]	0.24
1605	[-1.4628880534793651, -1.6200926461122398, 0.0020500000937317964, -0.8292036732051034]	[-1.7064359962081597, -1.60322849500488, 0.0020500000937317964, -1.0292036732051033]	Right	[-16.66666666666666, 3.999999999999999]	0.24
1606	[-1.5895413228645776, -1.9259667204533595, 0.0020500000937317964, -0.6292036732051034]	[-1.4628880534793651, -1.6200926461122398, 0.0020500000937317964, -0.8292036732051034]	Left	[-8.147723190071297, 2.7967506614763575]	0.24
1607	[-1.5365729362047371, -1.7044332316053987, 0.0020500000937317964, -1.2292036732051033]	[-1.8020646788743269, -1.5547197232827883, 0.0020500000937317964, -1.2292036732051033]	Right	[-4.483886034563288, 2.0747362707536485]	0.24
1608	[-1.7421923638694763, -2.0216408150059615, 0.0020500000937317964, -1.4292036732051032]	[-1.5365729362047371, -1.7044332316053987, 0.0020500000937317964, -1.2292036732051033]	Left	[-4.332129963898917, 2.0393245855780195]	0.24
1609	[-1.4536618153729348, -1.9199052627919746, 0.0020500000937317964, -1.6292036732051032]	[-1.7421923638694763, -2.0216408150059615, 0.0020500000937317964, -1.4292036732051032]	Right	[-18.010429102893575, 4.158126012854568]	0.24
1610	[-1.4536618153729348, -1.9199052627919746, 0.0020500000937317964, -1.2292036732051033]	[-1.7421923638694763, -2.0216408150059615, 0.0020500000937317964, -1.4292036732051032]	Right	[-18.010429102893575, 4.158126012854568]	0.24
1611	[-1.9966309766783696, -0.9055144393474265, 0.0020500000937317964, -1.8292036732051031]	[-1.6971425439399437, -0.9230266823757004, 0.0020500000937317964, -1.6292036732051032]	Left	[-14.490938233948025, 3.729785611076071]	0.24
1612	[-1.849268736527307, -1.1306463344170956, 0.0020500000937317964, -1.8292036732051031]	[-1.9966309766783696, -0.9055144393474265, 0.0020500000937317964, -1.8292036732051031]	Right	[-14.49093823394803, 3.729785611076072]	0.24
1613	[-2.136965683037002, -1.2407847335746909, 0.0020500000937317964, -1.6292036732051032]	[-1.849268736527307, -1.1306463344170956, 0.0020500000937317964, -1.8292036732051031]	Left	[-7.2672218016654035, 2.641312728474004]	0.24
1614	[-1.8908944376939685, -1.315275955979271, 0.0020500000937317964, -1.6292036732051032]	[-2.136965683037002, -1.2407847335746909, 0.0020500000937317964, -1.6292036732051032]	Right	[-26.800074342968973, 5.072284630149437]	0.24
1615	[-1.9507327808663948, -1.4820673606930002, 0.0020500000937317964, -1.4292036732051032]	[-2.136965683037002, -1.2407847335746909, 0.0020500000937317964, -1.6292036732051032]	Right	[-7.175333535157446, 2.6245609525692384]	0.24
1616	[-2.140264079702892, -1.5696909121010003, 0.0020500000937317964, -1.4292036732051032]	[-1.9507327808663948, -1.4820673606930002, 0.0020500000937317964, -1.4292036732051032]	Left	[-8.873265886293328, 2.918618723102008]	0.24
1617	[-1.9337983798992109, -1.6008664602850535, 0.0020500000937317964, -1.2292036732051033]	[-2.140264079702892, -1.5696909121010003, 0.0020500000937317964, -1.4292036732051032]	Right	[-66.66666666666679, 8.000000000000007]	0.24
1618	[-2.0753445070111156, -1.7997752180098467, 0.0020500000937317964, -1.4292036732051032]	[-1.9337983798992109, -1.6008664602850535, 0.0020500000937317964, -1.2292036732051033]	Left	[-16.79691897439912, 4.015599857483705]	0.24
1619	[-1.8080895817326228, -1.9030941655189422, 0.0020500000937317964, -1.6292036732051032]	[-2.0753445070111156, -1.7997752180098467, 0.0020500000937317964, -1.4292036732051032]	Right	[-8.959880364905635, 2.932828864817961]	0.24
1620	[-2.0182558827085377, -2.0711123964764817, 0.0020500000937317964, -1.8292036732051031]	[-1.8080895817326228, -1.9030941655189422, 0.0020500000937317964, -1.6292036732051032]	Left	[-12.48650945763394, 3.462231806122834]	0.24
1621	[-1.822553732928502, -2.3090213466474925, 0.0020500000937317964, -2.029203673205103]	[-2.0182558827085377, -2.0711123964764817, 0.0020500000937317964, -1.8292036732051031]	Right	[-5.818672418707919, 2.363456266140671]	0.24
1622	[-2.1036851181531473, -2.426771693745376, 0.0020500000937317964, -2.2292036732051033]	[-1.822553732928502, -2.3090213466474925, 0.0020500000937317964, -2.029203673205103]	Left	[-7.175333535157458, 2.6245609525692406]	0.24
1623	[-1.9765292249485118, -2.7527032491727867, 0.0020500000937317964, -2.029203673205103]	[-2.1036851181531473, -2.426771693745376, 0.0020500000937317964, -2.2292036732051033]	Right	[-4.352516026045855, 2.044117263026762]	0.24
1624	[-1.8390470924462337, -1.0919744067139172, 0.0020500000937317964, -2.029203673205103]	[-1.9966309766783696, -0.9055144393474265, 0.0020500000937317964, -1.8292036732051031]	Right	[-19.720529511174412, 4.351058300083721]	0.24
1625	[-2.0897879231274614, -1.035149800870253, 0.0020500000937317964, -1.8292036732051031]	[-1.8390470924462337, -1.0919744067139172, 0.0020500000937317964, -2.029203673205103]	Left	[-37.67136996254782, 6.013693969936108]	0.24
1626	[-1.863420841104206, -1.1570429679317284, 0.0020500000937317964, -1.6292036732051032]	[-2.0897879231274614, -1.035149800870253, 0.0020500000937317964, -1.8292036732051031]	Right	[-198.84021133570369, 13.81617178824422]	0.24
1627	[-1.6283593461488242, -0.858459882070685, 0.0020500000937317964, -2.029203673205103]	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	Right	[-600.0000000000002, 24.000000000000004]	0.24
1628	[-1.5902410806009244, -0.9099088648752051, 0.0020500000937317964, -2.029203673205103]	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	Right	[-107.86516853932599, 10.175979648061062]	0.24
1629	[-1.6385809902298973, -0.8971318097738635, 0.0020500000937317964, -2.029203673205103]	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	Right	[-149.99999999999983, 11.999999999999993]	0.24
1630	[-1.7099195990412852, -0.9713665920046735, 0.0020500000937317964, -2.029203673205103]	[-1.8445047840910063, -0.6978947873060312, 0.0020500000937317964, -1.8292036732051031]	Right	[-30.573248407643288, 5.41759342063776]	0.24
1631	[-1.960660429722513, -0.9145419861610092, 0.0020500000937317964, -2.029203673205103]	[-1.7099195990412852, -0.9713665920046735, 0.0020500000937317964, -2.029203673205103]	Left	[-15.88663751316997, 3.9052748959123442]	0.24
1632	[-1.7807228699684614, -1.114847938618137, 0.0020500000937317964, -2.2292036732051033]	[-1.960660429722513, -0.9145419861610092, 0.0020500000937317964, -2.029203673205103]	Right	[-37.500000000000064, 6.000000000000004]	0.24
1633	[-1.9022049388947817, -0.9450182977147281, 0.0020500000937317964, -2.2292036732051033]	[-1.7807228699684614, -1.114847938618137, 0.0020500000937317964, -2.2292036732051033]	Left	[-220.9004005616609, 14.56243058487128]	0.24
1634	[-1.7750490456901462, -1.2709498531421388, 0.0020500000937317964, -2.2292036732051033]	[-1.9022049388947817, -0.9450182977147281, 0.0020500000937317964, -2.2292036732051033]	Right	[-39.34426229508197, 6.145770236779007]	0.24
1635	[-1.2448181656701829, -0.41943734232161556, 0.0020500000937317964, -2.2292036732051033]	[-1.4792715671053502, -0.3139309323008008, 0.0020500000937317964, -2.2292036732051033]	Right	[-164.69719586225406, 12.57415237810342]	0.24
1636	[-1.4222569540435714, -0.6488179787767965, 0.0020500000937317964, -2.4292036732051034]	[-1.4792715671053502, -0.3139309323008008, 0.0020500000937317964, -2.2292036732051033]	Right	[-8.549989615885815, 2.864958992943945]	0.24
1637	[-1.724302389645765, -0.5132873371053237, 0.0020500000937317964, -2.6292036732051036]	[-1.4222569540435714, -0.6488179787767965, 0.0020500000937317964, -2.4292036732051034]	Left	[-9.620869577644367, 3.0390845323120894]	0.24
1638	[-1.6262502253776252, -0.6876024915880413, 0.0020500000937317964, -2.6292036732051036]	[-1.724302389645765, -0.5132873371053237, 0.0020500000937317964, -2.6292036732051036]	Right	[-22.2647452140309, 4.623219160441095]	0.24
1639	[-1.6540317306554053, -0.7605969294891627, 0.0020500000937317964, -2.6292036732051036]	[-1.724302389645765, -0.5132873371053237, 0.0020500000937317964, -2.6292036732051036]	Right	[-14.498426724527087, 3.730749208342207]	0.24
1640	[-1.4312124450921564, -0.5786766986339397, 0.0020500000937317964, -2.4292036732051034]	[-1.4792715671053502, -0.3139309323008008, 0.0020500000937317964, -2.2292036732051033]	Right	[-12.33356629391018, 3.4409626040039685]	0.24
1641	[-1.5619411692648788, -0.427316199572354, 0.0020500000937317964, -2.4292036732051034]	[-1.4312124450921564, -0.5786766986339397, 0.0020500000937317964, -2.4292036732051034]	Left	[-48.75452018755598, 6.841369700582899]	0.24
1642	[-1.3658480830057953, -0.6543569481647324, 0.0020500000937317964, -2.2292036732051033]	[-1.5619411692648788, -0.427316199572354, 0.0020500000937317964, -2.4292036732051034]	Right	[-96.0000000000002, 9.60000000000001]	0.24
1643	[-1.5946233503080594, -0.38947607480695756, 0.0020500000937317964, -2.6292036732051036]	[-1.4312124450921564, -0.5786766986339397, 0.0020500000937317964, -2.4292036732051034]	Left	[-50.49149673554591, 6.962171849798314]	0.24
1644	[-1.3952505575610343, -0.621533157250592, 0.0020500000937317964, -2.4292036732051034]	[-1.5946233503080594, -0.38947607480695756, 0.0020500000937317964, -2.6292036732051036]	Right	[-306.7157914643437, 17.159462689891253]	0.24
1645	[-1.6073493189833545, -0.4665348168241707, 0.0020500000937317964, -2.6292036732051036]	[-1.4312124450921564, -0.5786766986339397, 0.0020500000937317964, -2.4292036732051034]	Left	[-24.18632168865805, 4.818596146297356]	0.24
1646	[-1.5092971547152148, -0.6408499713068884, 0.0020500000937317964, -2.6292036732051036]	[-1.6073493189833545, -0.4665348168241707, 0.0020500000937317964, -2.6292036732051036]	Right	[-96.35905589130192, 9.617936039278378]	0.24
1647	[-1.7190199372917485, -0.47198211033756127, 0.0020500000937317964, -2.6292036732051036]	[-1.5092971547152148, -0.6408499713068884, 0.0020500000937317964, -2.6292036732051036]	Left	[-76.79999999999974, 8.586501033599177]	0.24
1648	[-1.693962299027441, -0.8020913570493355, 0.0020500000937317964, -2.6292036732051036]	[-1.7190199372917485, -0.47198211033756127, 0.0020500000937317964, -2.6292036732051036]	Right	[-15.973377703826957, 3.9159216789504203]	0.24
1649	[-1.51256561892596, -0.757423197828689, 0.0020500000937317964, -2.829203673205104]	[-1.6073493189833545, -0.4665348168241707, 0.0020500000937317964, -2.6292036732051036]	Right	[-24.890682025562043, 4.888256820640622]	0.24
1650	[-1.6618616043528567, -0.49038254786053936, 0.0020500000937317964, -3.029203673205104]	[-1.51256561892596, -0.757423197828689, 0.0020500000937317964, -2.829203673205104]	Left	[-271.1631902123612, 16.134331799112932]	0.24
1651	[-1.7331925729824396, -0.7500205514624109, 0.0020500000937317964, -2.829203673205104]	[-1.6618616043528567, -0.49038254786053936, 0.0020500000937317964, -3.029203673205104]	Right	[-19.699964602027425, 4.34878902890751]	0.24
1652	[-1.9966808072760782, -0.5198598458916714, 0.0020500000937317964, -2.829203673205104]	[-1.7331925729824396, -0.7500205514624109, 0.0020500000937317964, -2.829203673205104]	Left	[-8.497619933184405, 2.8561714121979844]	0.24
1653	[-1.8473848218491815, -0.7869004958598211, 0.0020500000937317964, -3.029203673205104]	[-1.9966808072760782, -0.5198598458916714, 0.0020500000937317964, -2.829203673205104]	Right	[-66.66666666666664, 7.999999999999999]	0.24
1654	[-2.013527623972712, -0.6303866967795441, 0.0020500000937317964, -2.829203673205104]	[-1.7331925729824396, -0.7500205514624109, 0.0020500000937317964, -2.829203673205104]	Left	[-6.700628098955847, 2.5362576712545617]	0.24
1655	[-1.936694406478107, -0.8682872152519231, 0.0020500000937317964, -3.029203673205104]	[-2.013527623972712, -0.6303866967795441, 0.0020500000937317964, -2.829203673205104]	Right	[-17.328519855595697, 4.078649171156042]	0.24
1656	[-1.8642316385458153, -0.8974273467476938, 0.0020500000937317964, -3.029203673205104]	[-2.013527623972712, -0.6303866967795441, 0.0020500000937317964, -2.829203673205104]	Right	[-24.67866323907456, 4.8673932150085815]	0.24
1657	[-1.936694406478107, -0.8682872152519231, 0.0020500000937317964, -2.6292036732051036]	[-2.013527623972712, -0.6303866967795441, 0.0020500000937317964, -2.829203673205104]	Right	[-17.328519855595697, 4.078649171156042]	0.24
1658	[-2.0592596118132818, -0.650393272148526, 0.0020500000937317964, -2.6292036732051036]	[-1.936694406478107, -0.8682872152519231, 0.0020500000937317964, -2.6292036732051036]	Left	[-385.2825640691914, 19.232037372738848]	0.24
1659	[-1.912181365411072, -0.9118660038726025, 0.0020500000937317964, -2.829203673205104]	[-2.0592596118132818, -0.650393272148526, 0.0020500000937317964, -2.6292036732051036]	Right	[-383.9999999999986, 19.199999999999964]	0.24
1660	[-1.9993389426524308, -0.9608920860066724, 0.0020500000937317964, -2.829203673205104]	[-2.0592596118132818, -0.650393272148526, 0.0020500000937317964, -2.6292036732051036]	Right	[-76.8000000000001, 8.586501033599198]	0.24
1661	[-2.0852853403215605, -0.8637337133544261, 0.0020500000937317964, -2.6292036732051036]	[-2.013527623972712, -0.6303866967795441, 0.0020500000937317964, -2.829203673205104]	Right	[-7.012417823228631, 2.5945945945945943]	0.24
1662	[-2.3195211639651294, -0.6512870637644196, 0.0020500000937317964, -2.6292036732051036]	[-2.0852853403215605, -0.8637337133544261, 0.0020500000937317964, -2.6292036732051036]	Left	[-10.205288753301732, 3.130028307087599]	0.24
1663	[-2.2214689996969894, -0.8256022182471372, 0.0020500000937317964, -2.4292036732051034]	[-2.3195211639651294, -0.6512870637644196, 0.0020500000937317964, -2.6292036732051036]	Right	[-47.99999999999992, 6.788225099390851]	0.24
1664	[-2.458150073212822, -0.7657518261064572, 0.0020500000937317964, -2.2292036732051033]	[-2.2214689996969894, -0.8256022182471372, 0.0020500000937317964, -2.4292036732051034]	Left	[-29.70282665626998, 5.339917002165781]	0.24
1665	[-2.3086265769383485, -0.8746283003812072, 0.0020500000937317964, -2.6292036732051036]	[-2.3195211639651294, -0.6512870637644196, 0.0020500000937317964, -2.6292036732051036]	Right	[-19.199999999999935, 4.2932505167995885]	0.24
1666	[-2.4557048233405583, -0.6131555686571308, 0.0020500000937317964, -2.829203673205104]	[-2.3086265769383485, -0.8746283003812072, 0.0020500000937317964, -2.6292036732051036]	Left	[-47.999999999999936, 6.788225099390852]	0.24
1667	[-2.5823734393416213, -0.9693227509190221, 0.0020500000937317964, -2.6292036732051036]	[-2.4557048233405583, -0.6131555686571308, 0.0020500000937317964, -2.829203673205104]	Right	[-11.441595282297545, 3.314201483163877]	0.24
1668	[-2.4359677302793243, -0.869496059328215, 0.0020500000937317964, -2.829203673205104]	[-2.4557048233405583, -0.6131555686571308, 0.0020500000937317964, -2.829203673205104]	Right	[-59.105623922467736, 7.532688694322169]	0.24
1669	[-2.4740318132349053, -0.8817893741273518, 0.0020500000937317964, -3.029203673205104]	[-2.4557048233405583, -0.6131555686571308, 0.0020500000937317964, -2.829203673205104]	Right	[-35.02349270078878, 5.798495752585944]	0.24
1670	[-2.607046671678768, -0.5948973257308179, 0.0020500000937317964, -3.029203673205104]	[-2.4740318132349053, -0.8817893741273518, 0.0020500000937317964, -3.029203673205104]	Left	[-41.3121451781795, 6.297591553209236]	0.24
1671	[-2.6386300001630127, -0.8500492282552872, 0.0020500000937317964, -3.029203673205104]	[-2.607046671678768, -0.5948973257308179, 0.0020500000937317964, -3.029203673205104]	Right	[-34.163701067615484, 5.726879868210164]	0.24
1672	[-2.7237329068004423, -0.8093368802284183, 0.0020500000937317964, -3.229203673205104]	[-2.607046671678768, -0.5948973257308179, 0.0020500000937317964, -3.029203673205104]	Right	[-14.201183431952648, 3.6923076923076903]	0.24
1673	[-2.3371421249115034, -0.7850360112363289, 0.0020500000937317964, -3.029203673205104]	[-2.4557048233405583, -0.6131555686571308, 0.0020500000937317964, -2.829203673205104]	Right	[-108.5983323485598, 10.21050434869]	0.24
1674	[-2.5496522636460432, -0.5071161649945992, 0.0020500000937317964, -3.229203673205104]	[-2.3371421249115034, -0.7850360112363289, 0.0020500000937317964, -3.029203673205104]	Left	[-47.83144993661269, 6.776296329053813]	0.24
1675	[-2.635671835208028, -0.8007156086389846, 0.0020500000937317964, -3.029203673205104]	[-2.5496522636460432, -0.5071161649945992, 0.0020500000937317964, -3.229203673205104]	Right	[-10.742359996389808, 3.2113339279081856]	0.24
